행정구역(동읍면)별,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수
충청남도 보령시_2021,8.0,8.0,9.0,9.0,14.0,14.0,22.0,21.0,112.0,8.0,66.0,899.0,4342.0
충청남도 아산시_2021,10.0,15.0,13.0,12.0,17.0,22.0,27.0,29.0,383.0,24.0,95.0,5250.0,22525.0
충청남도 서산시_2021,10.0,13.0,10.0,9.0,16.0,21.0,26.0,23.0,206.0,21.0,79.0,1838.0,10387.0
충청남도 논산시_2021,7.0,9.0,8.0,8.0,12.0,15.0,20.0,18.0,105.0,17.0,68.0,614.0,5223.0
충청남도 계룡시_2021,11.0,15.0,12.0,10.0,18.0,22.0,27.0,25.0,49.0,4.0,125.0,687.0,2887.0
충청남도 당진시_2021,9.0,13.0,10.0,9.0,17.0,20.0,25.0,22.0,196.0,19.0,70.0,1448.0,10465.0
충청남도 금산군_2021,5.0,7.0,7.0,7.0,10.0,12.0,21.0,18.0,33.0,3.0,112.0,275.0,1990.0
충청남도 부여군_2021,5.0,6.0,6.0,7.0,10.0,11.0,19.0,19.0,46.0,5.0,84.0,421.0,2172.0
충청남도 서천군_2021,4.0,6.0,6.0,7.0,8.0,11.0,19.0,19.0,41.0,4.0,66.0,184.0,1694.0
충청남도 청양군_2021,5.0,6.0,7.0,7.0,9.0,10.0,18.0,18.0,11.0,1.0,176.0,174.0,915.0
충청남도 홍성군_2021,9.0,12.0,10.0,9.0,16.0,19.0,24.0,22.0,129.0,14.0,71.0,1437.0,5486.0
충청남도 예산군_2021,6.0,7.0,9.0,9.0,11.0,13.0,22.0,20.0,65.0,5.0,74.0,483.0,2792.0
충청남도 태안군_2021,6.0,7.0,7.0,7.0,10.0,12.0,19.0,17.0,46.0,2.0,88.0,332.0,2180.0
충청북도  청주시_2021,9.0,14.0,12.0,11.0,16.0,22.0,26.0,26.0,2056.0,212.0,40.0,8793.0,50105.0
충청북도  충주시_2021,10.0,11.0,10.0,8.0,15.0,18.0,23.0,21.0,2056.0,212.0,7.0,2191.0,10020.0
충청북도  제천시_2021,9.0,11.0,9.0,10.0,14.0,18.0,21.0,22.0,2056.0,212.0,5.0,1438.0,6077.0
충청북도  보은군_2021,6.0,5.0,5.0,5.0,10.0,9.0,15.0,21.0,2056.0,212.0,0.0,263.0,1053.0
충청북도  옥천군_2021,8.0,8.0,7.0,9.0,13.0,14.0,19.0,22.0,2056.0,212.0,1.0,432.0,2003.0
충청북도  영동군_2021,5.0,7.0,7.0,7.0,10.0,12.0,16.0,19.0,2056.0,212.0,1.0,246.0,1552.0
충청북도  증평군_2021,8.0,13.0,10.0,7.0,14.0,21.0,20.0,19.0,2056.0,212.0,1.0,247.0,2042.0
충청북도  진천군_2021,9.0,13.0,10.0,9.0,14.0,20.0,22.0,22.0,2056.0,212.0,4.0,862.0,5357.0
충청북도  괴산군_2021,6.0,5.0,4.0,8.0,8.0,9.0,14.0,23.0,2056.0,212.0,0.0,159.0,1023.0
충청북도  음성군_2021,8.0,9.0,8.0,9.0,13.0,16.0,19.0,21.0,2056.0,212.0,3.0,849.0,4156.0
충청북도  단양군_2021,5.0,5.0,5.0,9.0,6.0,10.0,16.0,21.0,2056.0,212.0,1.0,96.0,875.0
