,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,소멸위험지수,소멸위험등급
738,경상북도 봉화군_2018,6,6,5,9,8,10,15,18,13,0,153,172,995,-,1,7,4,-,7,7.8,7.8,61.9,67.4,0.0255914182956199,A
739,경상북도 울진군_2018,10,9,7,9,12,15,18,22,49,2,77,255,2039,-,1,15,10,-,11,7.2,7.2,70.8,73.8,0.0223921577053096,A
740,경상북도 울릉군_2018,10,6,3,9,14,11,10,22,2,0,532,118,290,-,-,-,1,-,1,6.4,6.4,1.6,89.4,0.1254044120811401,A
741,광주광역시 동구_2018,11,10,7,10,16,17,18,26,163,99,29,917,3211,3,6,109,57,6,33,64,6044,99.5,100.0,0.3644637721649058,B
742,광주광역시 서구_2018,11,14,12,12,18,21,24,29,684,87,40,4760,17233,4,18,246,147,14,82,22.1,6731,99.9,100.0,1.6226936703172727,D
743,광주광역시 남구_2018,13,14,10,12,19,22,23,29,513,41,38,3957,13118,3,13,119,103,17,44,31.1,6723,99.4,100.0,0.8391591024770746,C
744,광주광역시 북구_2018,11,13,10,11,15,20,23,29,744,119,46,6557,23808,6,20,238,177,26,83,25.7,11293,99.2,99.78,1.3669429607465786,D
745,광주광역시 광산구_2018,13,15,12,13,19,23,25,32,887,65,56,8418,31252,6,16,203,142,16,68,24.6,9936,95.7,99.92,3.780485323358567,D
746,대구광역시 중구_2018,13,13,10,12,19,22,23,29,138,170,43,780,4306,3,10,239,114,1,73,52.7,4188,100.0,100.0,0.5949667311757006,C
747,대구광역시 동구_2018,12,13,10,12,17,22,21,29,350,34,64,5435,17150,1,9,230,101,-,116,10.7,3759,98.9,99.8,0.6611631848427207,C
748,대구광역시 서구_2018,13,11,9,9,21,20,21,21,131,28,71,1313,6003,1,9,123,55,-,68,20.1,3699,100.0,100.0,0.1311202599213123,A
749,대구광역시 남구_2018,11,11,8,9,16,20,22,21,96,31,67,1625,4570,3,7,99,55,-,62,33.8,5082,100.0,100.0,0.3328203467890458,B
750,대구광역시 북구_2018,12,13,11,11,18,22,23,28,552,46,65,7729,22867,2,19,244,142,-,117,14.8,6516,99.8,100.0,1.3677936699519335,D
751,대구광역시 수성구_2018,11,15,12,12,18,24,25,29,914,62,41,6105,23630,1,15,345,169,2,206,8,3480,99.6,100.0,1.1337436715147051,C
752,대구광역시 달서구_2018,13,13,11,11,21,23,25,27,901,77,55,9437,31660,4,30,361,199,-,172,13.6,7776,100.0,100.0,1.4979074603291205,D
753,대구광역시 달성군_2018,14,13,10,10,22,21,22,26,360,11,62,6051,14974,-,7,120,59,-,58,9.9,2470,89.6,100.0,1.9105572996275717,D
754,대전광역시 동구_2018,11,13,11,9,15,20,26,25,178,33,91,2242,11558,1,3,156,77,1,83,14.7,3376,99.2,99.99,0.6640792359112503,C
755,대전광역시 중구_2018,11,12,12,12,16,20,27,27,232,111,76,3576,12650,3,4,177,87,1,87,23.6,5768,99.4,100.0,0.6161917969262442,C
756,대전광역시 서구_2018,11,14,12,10,17,22,26,25,748,123,62,7436,26789,3,25,427,217,4,192,16,7732,99.2,99.91,2.227316077581571,D
757,대전광역시 유성구_2018,12,14,12,11,18,22,26,26,491,46,80,7192,23219,1,9,200,100,-,108,12.1,4248,91.8,99.81,4.182312139511054,D
758,대전광역시 대덕구_2018,11,11,10,8,15,19,22,21,224,15,66,2452,9237,2,4,112,48,-,48,15.1,2741,99.6,99.96,0.936310956836712,C
759,부산광역시 중구_2018,10,13,10,8,17,20,22,21,30,57,231,189,1364,1,2,69,39,1,24,40.4,1727,100.0,100.0,0.0589440396975599,A
760,부산광역시 서구_2018,13,12,11,10,25,19,26,24,108,5,66,1007,3756,4,3,61,34,1,37,44.6,4928,100.0,100.0,0.3887067619049392,B
761,부산광역시 동구_2018,12,13,11,9,18,20,23,22,44,25,91,756,2505,3,5,76,36,1,44,34.4,2992,100.0,100.0,0.1186895091279424,A
762,부산광역시 영도구_2018,11,12,8,9,16,19,22,22,73,2,84,925,4051,2,1,72,30,-,34,14.2,1700,100.0,100.0,0.0069550803807957,A
763,부산광역시 부산진구_2018,12,14,11,8,22,21,25,21,394,199,55,5057,15439,4,18,422,170,1,157,19.3,6986,100.0,100.0,0.5044594479985538,B
764,부산광역시 동래구_2018,12,16,13,12,20,23,26,28,503,51,44,3634,12547,3,15,187,133,-,115,22.9,6091,100.0,100.0,0.6759911049400675,C
765,부산광역시 남구_2018,12,15,12,10,21,22,25,24,299,51,66,2916,12330,1,5,154,97,-,85,12.4,3462,100.0,100.0,0.7932831174882786,C
766,부산광역시 북구_2018,12,13,11,11,20,21,25,27,373,34,64,4434,13114,2,9,159,89,-,80,15,4449,100.0,100.0,0.7977243182119012,C
767,부산광역시 해운대구_2018,12,16,13,13,21,23,26,30,640,33,55,4866,20170,2,12,310,167,1,134,15.3,6274,100.0,100.0,0.9337477596662276,C
768,부산광역시 사하구_2018,11,14,12,12,18,21,25,28,383,35,53,3996,14621,-,18,181,102,1,85,23.1,7587,100.0,100.0,0.6256342285258341,C
769,부산광역시 금정구_2018,11,15,12,10,21,21,25,25,340,54,49,2900,9916,1,10,143,95,2,79,25.6,6210,100.0,100.0,0.5570609267511403,B
770,부산광역시 강서구_2018,14,15,10,9,20,23,24,25,215,8,54,3383,8025,-,2,40,27,-,21,2.6,316,94.07,100.0,1.9654673076850395,D
771,부산광역시 연제구_2018,12,16,11,9,21,23,24,25,258,42,53,1681,9498,1,10,151,91,1,81,24,4986,100.0,100.0,0.7904425673759672,C
772,부산광역시 수영구_2018,11,15,12,11,19,22,25,27,247,28,38,2038,6153,2,9,122,81,-,82,23.5,4150,100.0,100.0,0.4761148905287774,B
773,부산광역시 사상구_2018,11,13,10,11,19,20,23,25,147,28,83,3081,8349,2,8,110,57,-,42,29.3,6543,100.0,100.0,0.5638331526493515,B
774,부산광역시 기장군_2018,13,16,14,12,21,24,26,29,225,7,79,3498,10937,1,5,83,40,-,33,12.3,2029,90.28,100.0,1.208985024408182,C
775,서울특별시 종로구_2018,12,12,9,11,19,19,23,27,100,174,74,1299,5507,4,2,186,164,-,133,22.5,3438,100.0,100.0,0.7863869232158309,C
776,서울특별시 중구_2018,11,13,7,11,15,21,17,27,57,62,127,1123,5226,3,3,232,214,1,93,11.7,1473,100.0,100.0,0.8252462189062352,C
777,서울특별시 용산구_2018,11,12,10,12,19,20,22,27,128,30,84,1574,7460,1,2,128,108,-,62,4.3,992,100.0,100.0,1.0112090672150071,C
778,서울특별시 성동구_2018,12,12,11,10,21,20,22,22,268,46,70,2608,11922,1,5,197,132,-,94,6.1,1874,100.0,100.0,1.5328549203166395,D
779,서울특별시 광진구_2018,12,14,12,12,22,22,25,27,367,63,63,3050,15016,2,5,269,154,-,121,6.5,2322,100.0,100.0,1.906402760122297,D
780,서울특별시 동대문구_2018,11,14,10,8,18,22,22,21,309,54,59,3162,13721,5,14,251,159,1,164,16.3,5688,100.0,100.0,0.8802169603958779,C
781,서울특별시 중랑구_2018,11,14,11,11,19,21,23,24,253,20,93,3192,15336,3,12,228,146,-,106,7.6,3049,100.0,100.0,0.9212976733832942,C
782,서울특별시 성북구_2018,11,15,13,11,19,23,25,27,425,39,68,4849,21564,1,7,251,151,-,112,7.8,3402,100.0,100.0,0.9573748660879248,C
783,서울특별시 강북구_2018,11,14,12,10,16,22,25,24,198,20,83,1692,10654,1,8,223,119,-,93,6.9,2205,100.0,100.0,0.5573493133229199,B
784,서울특별시 도봉구_2018,11,15,11,10,18,22,23,23,318,17,80,2686,15962,1,8,156,104,2,84,8.8,2988,100.0,100.0,0.7326300595154099,C
785,서울특별시 노원구_2018,12,14,12,11,18,22,24,25,700,47,63,6639,27558,3,6,348,194,2,157,6.9,3773,100.0,100.0,1.1250674661692148,C
786,서울특별시 은평구_2018,12,15,12,11,17,23,25,24,480,41,63,3939,22028,1,10,309,175,2,141,6.2,3013,100.0,100.0,0.9478076962725006,C
787,서울특별시 서대문구_2018,12,14,11,11,20,22,24,26,287,58,60,2614,13027,2,5,205,123,1,91,12.2,3799,100.0,100.0,0.9607338620285908,C
788,서울특별시 마포구_2018,12,14,12,11,19,22,24,26,461,183,47,2782,15432,-,2,357,199,1,153,1.9,694,100.0,100.0,1.7948977227543972,D
789,서울특별시 양천구_2018,12,16,13,12,18,23,25,28,1027,35,41,4805,24481,2,6,277,183,3,152,6,2791,100.0,100.0,1.6249957990848258,D
790,서울특별시 강서구_2018,12,15,11,9,19,22,23,22,666,41,55,6023,26949,4,15,368,218,3,187,6.1,3616,100.0,100.0,1.5628787235432795,D
791,서울특별시 구로구_2018,12,14,12,12,20,22,24,28,366,61,82,3108,18820,2,8,259,166,1,110,10.9,4403,100.0,100.0,0.9913585122609312,C
792,서울특별시 금천구_2018,12,12,10,9,16,19,22,23,183,39,70,1716,8883,1,6,151,103,1,73,8.2,1911,99.0,100.0,0.9711371922495494,C
793,서울특별시 영등포구_2018,12,12,11,10,20,20,23,24,310,157,79,3707,13881,7,8,325,234,1,143,15.3,5642,100.0,100.0,1.2144273227331417,C
794,서울특별시 동작구_2018,12,14,12,11,18,23,24,25,349,109,70,3490,16366,2,5,257,170,1,132,7.4,2927,100.0,100.0,1.2599129852591038,C
795,서울특별시 관악구_2018,12,13,11,10,18,22,24,23,366,84,66,3830,15768,2,9,306,204,-,154,4.8,2406,100.0,100.0,1.4881125524811665,D
796,서울특별시 서초구_2018,12,16,12,12,20,26,26,28,868,262,43,2916,23182,1,11,600,314,5,260,8.1,3501,100.0,100.0,1.923429432212434,D
797,서울특별시 강남구_2018,11,15,12,11,19,25,26,26,1768,495,23,4026,24858,4,33,1585,586,10,362,15.4,8368,100.0,100.0,2.107620394422929,D
798,서울특별시 송파구_2018,12,14,12,11,21,23,26,25,981,70,53,6074,31368,2,16,527,321,2,250,9.8,6513,100.0,100.0,2.1105372947938927,D
799,서울특별시 강동구_2018,14,14,11,10,21,23,23,21,600,38,48,4309,19831,3,15,341,216,5,182,13.5,5778,100.0,100.0,1.239132922612813,C
800,울산광역시 중구_2018,14,16,11,11,19,23,26,26,417,42,51,3220,12371,2,10,105,68,-,48,10.7,2480,99.8,100.0,1.0552038004780266,C
801,울산광역시 남구_2018,14,16,12,12,21,23,26,28,986,105,33,4439,16401,3,18,264,174,2,115,17.7,5860,99.9,100.0,2.316925976231324,D
802,울산광역시 동구_2018,15,16,11,10,20,23,24,26,265,11,60,2729,10353,1,1,84,46,-,36,12.9,2116,99.9,99.9,1.83346742286344,D
803,울산광역시 북구_2018,15,16,11,11,22,23,25,26,354,18,72,4927,14646,1,3,67,47,-,32,7.3,1514,99.0,99.9,5.098729754507154,D
804,울산광역시 울주군_2018,13,15,11,13,16,21,25,30,377,11,60,3230,13519,1,9,74,45,-,43,15.8,3506,96.2,92.3,1.250990989671331,C
805,인천광역시 강화군_2018,10,15,13,7,12,22,27,19,98,10,112,543,7528,1,2,19,14,-,15,16.1,1112,31.3,72.5,0.1843459393171374,B
806,인천광역시 옹진군_2018,12,14,8,3,12,21,19,13,42,2,108,145,3898,-,1,1,1,-,-,3.6,75,43.1,25.3,0.0,A
807,인천광역시 중구_2018,13,16,13,9,16,23,26,22,320,47,84,1956,17945,2,1,46,31,1,16,17,2081,87.2,99.5,1.3065020575349398,C
808,인천광역시 동구_2018,13,17,14,9,16,24,28,22,623,25,54,999,21898,2,-,38,25,-,18,12.4,823,98.3,100.0,0.0668308673007485,A
809,인천광역시 미추홀구_2018,13,16,13,10,19,24,26,24,672,66,71,4790,30053,2,13,211,123,6,90,14.3,5973,100.0,100.0,0.9279565659688794,C
810,인천광역시 연수구_2018,13,15,13,12,20,22,26,28,560,90,79,5483,25430,1,4,175,104,1,75,5,1738,99.6,100.0,3.6509912714853967,D
811,인천광역시 남동구_2018,13,15,12,12,18,22,24,27,348,30,86,9696,15952,1,14,345,187,3,143,13.1,7014,99.2,100.0,1.889259828341088,D
812,인천광역시 부평구_2018,13,16,14,10,19,23,28,24,734,29,76,6189,33036,3,10,309,174,7,128,10.4,5439,100.0,100.0,1.3151880014429416,C
813,인천광역시 계양구_2018,12,9,9,11,17,13,20,25,46,1,223,3274,2496,2,8,159,103,4,71,13.7,4290,99.2,100.0,1.9552627321405711,D
814,인천광역시 서구_2018,15,7,4,12,18,10,11,28,4,0,2467,9249,635,5,8,240,145,4,94,10.2,5476,98.6,99.9,3.3955172130987297,D
815,전라남도 목포시_2018,12,16,12,10,16,24,14,25,451,32,47,3692,15777,5,14,137,63,9,46,30.8,7147,98.0,99.8,0.9008470385583504,C
816,전라남도 여수시_2018,12,13,10,11,14,20,20,27,517,29,47,3253,14882,3,7,155,78,2,57,17.6,4976,84.0,92.4,0.4921289144853609,B
817,전라남도 순천시_2018,9,15,12,11,15,23,25,26,464,41,60,3792,16738,5,18,127,87,6,51,21.8,6090,91.5,96.0,1.0317397492758382,C
818,전라남도 나주시_2018,8,12,7,7,15,19,15,21,122,5,63,1470,5491,1,3,64,31,1,24,36.6,4162,68.2,81.6,0.5203392090007448,B
819,전라남도 광양시_2018,8,14,11,11,12,21,23,28,240,8,66,1531,9249,1,3,62,40,1,24,7.3,1146,92.7,87.1,1.626317545312458,D
820,전라남도 담양군_2018,9,7,6,9,13,13,18,23,13,1,191,326,1440,-,3,23,11,-,10,32.9,1545,73.3,78.8,0.0946277848506572,A
821,전라남도 곡성군_2018,6,8,9,9,9,13,20,24,21,1,88,149,967,-,1,15,8,-,5,12.5,371,77.5,79.0,0.0031862544139785,A
822,전라남도 구례군_2018,7,6,7,9,10,11,17,24,20,0,90,172,996,-,1,10,6,-,8,24.3,658,89.2,73.9,0.0469467663539747,A
823,전라남도 고흥군_2018,6,8,6,9,9,12,15,23,49,2,77,285,1980,2,2,34,12,-,17,21.1,1386,57.5,73.1,0.0129063314054444,A
824,전라남도 보성군_2018,7,6,5,8,8,11,11,20,27,0,83,189,1399,-,2,24,8,-,11,32.2,1377,57.3,57.0,0.0,A
825,전라남도 화순군_2018,7,10,8,12,12,16,18,29,80,3,66,465,2925,1,3,30,15,1,11,70.1,4482,78.8,87.7,0.1627111267431708,B
826,전라남도 장흥군_2018,10,7,6,9,11,12,18,22,29,2,97,327,1438,1,1,26,8,1,10,13.9,548,59.7,83.8,0.0,A
827,전라남도 강진군_2018,6,7,6,9,7,11,16,24,27,0,97,128,1346,-,2,20,6,-,7,12.6,455,60.3,63.1,0.0,A
828,전라남도 해남군_2018,9,9,7,9,12,14,19,24,59,2,81,534,2838,2,2,37,17,-,10,21.7,1557,51.5,73.9,0.0,A
829,전라남도 영암군_2018,7,9,6,8,12,15,15,23,47,2,94,473,2532,-,2,22,13,-,14,18.9,1037,72.8,85.7,0.054417558274881,A
830,전라남도 무안군_2018,8,12,10,9,14,18,22,24,153,5,46,823,4602,1,2,42,18,2,16,15.1,1234,65.0,98.6,0.3363764943080328,B
831,전라남도 함평군_2018,8,6,5,9,8,12,16,21,14,2,147,131,998,-,2,14,8,-,7,25.6,857,63.9,87.2,0.0,A
832,전라남도 영광군_2018,6,10,7,9,11,16,14,25,69,3,52,402,2306,2,-,33,15,-,15,22.1,1194,55.9,93.6,0.0587632803662801,A
833,전라남도 장성군_2018,7,8,7,9,12,14,19,26,35,3,89,506,1946,-,2,18,9,-,10,15.1,691,60.3,91.7,0.1080385205395257,A
834,전라남도 완도군_2018,7,7,6,7,14,13,17,21,32,2,122,588,2110,-,1,24,10,-,10,2.5,130,58.8,96.4,0.0132802695679031,A
835,전라남도 진도군_2018,9,7,3,3,11,11,4,13,27,0,51,233,1200,-,2,16,6,-,7,7,220,59.9,99.1,0.0,A
836,전라남도 신안군_2018,5,4,3,5,10,7,9,17,8,0,210,201,974,-,2,13,5,-,5,7.6,312,31.2,89.8,0.0,A
837,전북특별자치도 전주시_2018,11,15,13,14,16,24,29,30,3577,361,22,10325,38967,5,31,592,261,20,31,26.6,17327,99.0,100.0,1.3645326644567646,D
838,전북특별자치도 군산시_2018,11,13,12,14,17,21,27,30,3577,361,8,3896,15783,2,5,158,74,1,74,14.9,4056,93.0,98.9,0.6208622077509293,C
839,전북특별자치도 익산시_2018,10,12,12,12,13,20,26,26,3577,361,8,4161,15688,2,6,166,93,5,78,18.3,5372,90.0,99.4,0.4666562778502915,B
840,전북특별자치도 정읍시_2018,8,9,8,9,13,15,21,24,3577,361,3,1154,5248,1,3,75,34,1,32,20.9,2347,78.0,98.8,0.1218465145700132,A
841,전북특별자치도 남원시_2018,5,9,8,9,10,15,21,22,3577,361,2,526,4014,1,1,57,21,-,21,21.9,1809,82.0,92.0,0.1552900477008156,A
842,전북특별자치도 김제시_2018,9,8,8,7,12,12,21,18,3577,361,1,843,3713,-,8,50,19,1,19,41.6,3552,63.0,100.0,0.0151354168617469,A
843,전북특별자치도 완주군_2018,9,10,9,10,14,16,21,21,3577,361,2,1595,5052,-,4,50,17,-,23,23.9,2259,84.0,80.3,0.2196920405366735,B
844,전북특별자치도 진안군_2018,4,5,3,6,9,9,10,17,3577,361,0,189,904,-,2,11,4,-,5,11.1,287,78.0,83.8,0.0126113588669717,A
845,전북특별자치도 무주군_2018,6,8,6,6,11,13,16,17,3577,361,0,202,1037,-,-,13,5,-,8,6.1,149,76.0,81.0,0.101824306755723,A
846,전북특별자치도 장수군_2018,7,7,4,5,12,13,13,16,3577,361,0,183,979,-,-,9,5,-,4,1.6,38,83.0,86.3,0.2520230014080644,B
847,전북특별자치도 임실군_2018,4,5,4,8,9,9,11,24,3577,361,0,185,1001,-,1,16,6,-,8,13.9,417,64.0,88.8,0.1030948367950596,A
848,전북특별자치도 순창군_2018,6,5,6,8,9,9,16,21,3577,361,0,206,1134,-,1,16,6,-,6,24,701,52.0,79.4,0.0046943106806007,A
849,전북특별자치도 고창군_2018,7,6,7,9,10,12,18,20,3577,361,1,361,2130,1,1,31,13,-,12,17.7,1009,67.0,99.6,0.0,A
850,전북특별자치도 부안군_2018,6,6,6,7,11,11,16,19,3577,361,1,471,1956,1,5,26,15,-,17,17.8,968,71.0,99.9,0.0,A
851,제주특별자치도 제주시_2018,12,15,13,13,24,23,27,30,803,44,60,4890,30597,5,4,337,164,-,132,9.1,4416,92.4,100.0,1.411699003782926,D
852,제주특별자치도 서귀포시_2018,10,11,10,11,18,19,24,26,166,4,97,1207,9499,1,3,99,52,-,50,2.9,524,93.4,100.0,0.6608179353276538,C
853,충청남도 천안시_2018,13,15,13,13,19,24,28,31,1136,81,61,11100,40495,4,20,334,189,3,169,14.3,9225,96.3,99.1,2.9662867697010675,D
854,충청남도 공주시_2018,8,9,8,11,15,16,21,26,121,11,67,1249,4525,1,1,66,26,-,32,25.6,2751,72.1,96.2,0.2189708034086116,B
855,충청남도 보령시_2018,8,9,9,11,16,15,22,25,120,8,68,1081,4740,1,1,54,21,-,31,9.7,990,76.0,98.0,0.1649172848859549,B
856,충청남도 아산시_2018,11,16,12,13,18,23,26,29,382,21,91,5750,21973,1,9,139,81,1,60,11,3443,82.0,99.8,1.524231878558515,D
857,충청남도 서산시_2018,10,14,10,11,15,21,25,28,212,21,77,2065,10195,2,-,77,47,-,35,5.9,1035,75.1,98.0,0.6874272893230003,C
858,충청남도 논산시_2018,6,10,8,9,11,16,20,22,111,16,70,588,5817,1,1,80,31,-,37,27.2,3276,73.1,93.4,0.1150172338192138,A
859,충청남도 계룡시_2018,11,16,13,12,18,23,28,27,49,5,118,750,3299,-,1,17,12,-,12,7.4,322,97.1,99.4,2.504200457024904,D
860,충청남도 당진시_2018,9,13,10,11,17,21,24,28,189,15,72,1582,10316,1,4,79,45,-,32,7.1,1186,64.4,94.9,0.5579852360272332,B
861,충청남도 금산군_2018,6,8,7,9,11,14,20,23,32,3,130,314,2314,-,1,34,14,-,16,13.6,726,78.0,92.2,0.0580793503631378,A
862,충청남도 부여군_2018,6,6,7,10,12,11,19,23,46,4,99,524,2374,-,2,29,16,-,17,17.3,1179,59.7,92.6,0.0309613857129862,A
863,충청남도 서천군_2018,4,7,7,8,9,12,21,21,49,5,63,245,1845,-,1,29,11,-,15,23.7,1276,53.7,95.4,0.0,A
864,충청남도 청양군_2018,7,6,5,8,12,10,14,20,18,2,116,263,987,-,1,10,6,-,6,8.8,284,51.8,92.7,0.0258029638772046,A
865,충청남도 홍성군_2018,9,12,10,10,15,19,24,23,115,11,85,1458,5732,1,-,47,26,1,22,16.4,1653,71.1,98.7,0.2876267570743423,B
866,충청남도 예산군_2018,7,8,9,10,13,13,21,21,68,9,71,650,3048,1,1,41,21,-,23,6.9,553,56.3,92.4,0.1766377101553807,B
867,충청남도 태안군_2018,5,8,8,8,11,13,20,21,98,3,46,372,2492,-,1,29,14,-,13,8.8,558,58.0,87.6,0.0700291476611035,A
868,세종특별자치시_2019,6,12,8,9,14,18,20,22,586,21,6,377,2107,2,1,276,1,2,79,4.2,1440,96.8,95.7,3.529805663590829,D
869,경기도 수원시_2019,12,17,13,10,17,25,29,25,1880,172,64,18404,69546,4,33,721,445,4,353,10,11913,99.8,100.0,2.520678611070315,D
870,경기도 성남시_2019,11,16,12,10,15,25,28,25,1829,129,43,9843,46942,7,17,784,468,4,343,10.6,10040,99.6,100.0,1.3733091822493488,D
871,경기도 안양시_2019,11,17,13,11,16,25,27,26,985,71,49,5974,28467,3,14,382,253,2,183,8,4508,100.0,100.0,1.4356366311034503,D
872,경기도 부천시_2019,12,16,12,9,16,24,27,24,1144,107,65,10081,41053,5,23,510,286,9,218,14.1,11726,99.9,100.0,1.4006614608878083,D
873,경기도 광명시_2019,11,15,13,10,15,25,28,26,516,31,66,3435,18420,1,5,204,114,-,81,6.8,2165,99.6,99.9,1.1962484185231892,C
874,경기도 평택시_2019,12,16,13,12,14,23,27,26,654,61,68,7281,30978,4,11,253,148,1,111,7.8,4022,82.5,99.9,1.7613954443035509,D
875,경기도 안산시_2019,12,16,13,10,15,24,27,23,884,89,73,7360,34954,4,21,357,191,15,140,14.4,9388,99.1,99.8,2.3074477509629068,D
876,경기도 과천시_2019,9,16,13,9,11,25,28,22,76,3,74,316,2826,-,-,35,18,-,14,-,-,98.5,98.5,1.246853724441995,C
877,경기도 오산시_2019,13,17,14,12,16,25,31,27,271,12,99,5623,16571,2,6,103,71,1,41,12,2727,99.0,100.0,3.5563248501938256,D
878,경기도 시흥시_2019,13,16,13,12,17,24,28,27,700,32,75,6022,29619,3,4,226,133,9,74,9.2,4367,97.6,99.9,3.595574881921896,D
879,경기도 군포시_2019,12,15,13,11,16,24,28,26,403,33,67,3245,15126,2,3,140,2,-,68,8.3,2288,99.8,100.0,1.6261634727673622,D
880,경기도 의왕시_2019,11,15,12,10,15,23,27,22,168,7,72,1485,7490,-,2,61,45,-,30,11.7,1882,99.5,99.9,1.6629101057863382,D
881,경기도 하남시_2019,14,17,13,9,18,25,28,21,305,12,81,3048,16083,-,7,148,76,-,58,4.7,1267,96.0,98.5,2.0342265821127183,D
882,경기도 용인시_2019,13,16,14,12,16,25,30,28,1865,59,66,15584,70018,3,10,497,321,2,228,7.6,8101,92.9,99.2,1.8423639201073208,D
883,경기도 이천시_2019,12,15,12,10,13,23,26,24,352,28,65,2490,13184,1,4,106,56,-,44,10.8,2332,92.1,98.8,1.2301179096652082,C
884,경기도 안성시_2019,12,13,12,11,13,20,26,25,214,19,80,2487,10917,2,2,72,48,-,33,11.9,2174,77.7,92.9,0.6572515163952241,C
885,경기도 김포시_2019,13,18,14,12,17,26,30,27,724,38,69,10084,31544,2,15,200,131,6,94,9,3940,90.1,95.1,1.977163981051243,D
886,경기도 화성시_2019,14,17,15,13,16,25,31,30,1340,59,75,17442,63581,3,12,332,204,3,148,6.5,5286,85.1,100.0,4.152073954486019,D
887,경기도 광주시_2019,12,18,14,11,15,27,29,25,398,10,81,2550,19866,1,2,131,75,-,69,5.7,2119,96.1,91.7,1.6923513670266968,D
888,경기도 여주시_2019,10,11,9,8,12,18,24,20,103,8,80,1066,5428,-,4,48,33,-,27,18.2,2025,84.1,89.5,0.3530746223869869,B
889,경기도 양평군_2019,8,12,8,8,11,19,22,20,87,4,80,560,5251,-,2,41,29,1,32,10.9,1269,79.3,79.4,0.2999963748419612,B
890,경기도 의정부시_2019,12,16,13,10,16,25,28,24,671,47,60,4929,22730,4,13,273,145,3,95,12.3,5568,98.9,99.3,1.205636292112451,C
891,경기도 동두천시_2019,10,15,11,9,10,22,23,20,90,8,71,654,5014,-,1,41,26,-,18,25.1,2381,98.9,98.5,0.3723764739038798,B
892,경기도 고양시_2019,12,16,13,10,15,25,28,25,1864,136,55,13049,54934,6,24,546,311,3,277,11.8,12596,92.7,99.7,1.7318781743006526,D
893,경기도 구리시_2019,11,16,13,10,18,24,28,25,365,21,53,2171,10213,1,9,146,93,-,66,13,2597,99.6,99.9,1.3824205128276177,D
894,경기도 남양주시_2019,12,17,13,11,16,25,28,26,942,30,78,9895,44661,3,12,305,194,-,139,8.6,6063,96.6,97.2,1.5903693495883289,D
895,경기도 파주시_2019,13,16,14,11,16,23,30,26,575,34,84,7309,29748,1,11,183,114,1,85,10.4,4705,93.9,99.1,1.308991438782506,C
896,경기도 양주시_2019,11,15,14,12,12,22,28,30,246,11,96,2703,13531,-,5,80,47,-,30,12.5,2787,93.1,98.1,1.115892285776265,C
897,경기도 포천시_2019,9,11,9,9,9,18,22,21,123,9,100,986,6727,2,2,62,36,-,24,11.6,1728,84.9,89.8,0.31628659990363,B
898,경기도 연천군_2019,11,8,6,8,14,13,19,19,35,1,99,426,1739,-,-,13,11,-,7,7.6,333,88.9,98.0,0.0453977275365505,A
899,경기도 가평군_2019,8,10,10,8,9,16,22,21,51,4,99,280,2583,-,3,26,20,1,16,13.2,821,81.2,81.7,0.1623696087978197,B
900,강원특별자치도 춘천시_2019,10,14,11,11,18,21,24,27,389,32,64,3141,15001,2,8,8,162,82,-,14.9,4184,95.3,97.3,0.7297405486199458,C
901,강원특별자치도 원주시_2019,12,14,11,12,18,21,24,27,546,50,58,4722,19972,2,15,15,198,97,1,13.8,4815,91.1,95.5,1.162897264176066,C
902,강원특별자치도 강릉시_2019,10,12,12,9,17,19,25,23,364,41,49,1786,10110,4,2,2,116,57,-,12.7,2716,91.8,95.8,0.4514267613723639,B
903,강원특별자치도 동해시_2019,11,14,11,10,14,22,21,23,127,18,69,1088,5019,1,3,3,48,-,-,15.9,1441,98.4,99.6,0.3843589971055685,B
904,강원특별자치도 태백시_2019,7,10,8,9,11,15,22,23,47,4,87,271,2261,1,1,1,23,9,-,13.1,576,81.1,98.0,0.0712389729620145,A
905,강원특별자치도 속초시_2019,10,14,12,11,16,20,24,26,116,10,73,586,3901,2,-,-,64,31,-,10.6,871,99.5,99.6,0.5282239914244283,B
906,강원특별자치도 삼척시_2019,12,9,6,7,17,15,16,18,62,6,79,757,2792,1,1,1,27,12,-,6.1,407,89.4,91.2,0.1207027777866106,A
907,강원특별자치도 홍천군_2019,7,7,7,10,11,11,17,24,75,4,72,557,2846,1,1,1,29,16,-,10.4,719,78.7,75.1,0.1116804920118749,A
908,강원특별자치도 횡성군_2019,8,7,5,7,12,12,13,19,45,0,68,246,1684,-,1,1,13,7,-,3.9,180,67.7,81.8,0.1544288793814812,A
909,강원특별자치도 영월군_2019,7,6,4,5,10,11,11,18,34,0,66,270,1323,1,1,1,12,6,-,8.8,345,76.1,77.3,0.0385224113801121,A
