,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,소멸위험지수,소멸위험등급
553,부산광역시 강서구_2017,14,14,10,10,21,21,25,25,182,3,57,3089,6962,-,2,34,27,-,14,3.3,384,94.3,100.0,2.199073983338911,D
554,부산광역시 연제구_2017,12,15,12,10,23,22,24,25,253,39,54,1684,9440,1,10,151,92,2,79,24.7,5106,100.0,100.0,0.8391039532677314,C
555,부산광역시 수영구_2017,12,15,12,13,22,22,25,30,253,22,38,2142,6154,2,9,114,79,-,82,23.8,4289,100.0,100.0,0.7274959642725427,C
556,부산광역시 사상구_2017,11,13,11,11,21,20,24,25,147,24,87,3320,8431,2,8,107,60,-,42,28.5,6529,100.0,100.0,0.8663799758393087,C
557,부산광역시 기장군_2017,13,15,14,13,21,23,27,30,207,8,83,3609,10375,1,6,77,39,-,33,12.3,1995,90.1,100.0,1.2924351755443768,C
558,서울특별시 종로구_2017,13,11,10,12,20,20,24,29,109,188,70,1320,5561,4,2,182,169,1,135,21.8,3379,100.0,100.0,1.0045055556537663,C
559,서울특별시 중구_2017,12,13,8,12,16,21,17,29,64,64,117,1172,5283,3,3,220,213,1,89,12.5,1568,100.0,100.0,0.8949390498783137,C
560,서울특별시 용산구_2017,11,13,10,13,21,21,23,29,143,32,77,1672,7624,1,2,123,108,-,60,4.4,1006,100.0,100.0,1.028716215854031,C
561,서울특별시 성동구_2017,13,12,11,11,22,20,24,24,255,40,75,2638,12047,1,7,197,132,-,92,7,2124,100.0,100.0,1.6554738202302564,D
562,서울특별시 광진구_2017,12,14,13,13,23,23,26,30,383,59,62,3139,15029,2,3,261,153,-,121,6.4,2274,100.0,100.0,2.160160756746244,D
563,서울특별시 동대문구_2017,12,14,12,9,19,22,24,22,304,56,62,3249,13930,5,14,240,157,1,177,18.2,6375,100.0,100.0,0.9063281278377188,C
564,서울특별시 중랑구_2017,12,14,12,12,20,22,25,27,266,22,92,3365,15419,3,12,223,147,-,103,7.4,3023,100.0,100.0,1.1162423101035222,C
565,서울특별시 성북구_2017,11,15,13,12,20,24,26,29,424,33,70,5094,21897,1,6,245,151,-,115,7.1,3154,100.0,100.0,1.105900243481582,C
566,서울특별시 강북구_2017,11,14,12,11,18,23,26,25,203,24,84,1887,10878,1,8,221,119,-,93,6.4,2086,100.0,100.0,0.7025388359880872,C
567,서울특별시 도봉구_2017,12,15,12,11,19,22,24,24,345,15,76,2929,16242,1,5,159,103,2,85,8.7,3002,100.0,100.0,0.8998859091145713,C
568,서울특별시 노원구_2017,12,15,13,12,19,22,26,27,728,47,64,6867,28364,3,7,346,193,2,157,7,3880,100.0,100.0,1.2932039008875709,C
569,서울특별시 은평구_2017,12,15,13,12,17,23,26,26,480,41,66,4242,22409,1,9,301,170,2,132,6.8,3313,100.0,100.0,1.0524514932740932,C
570,서울특별시 서대문구_2017,12,14,12,12,20,22,24,27,289,53,61,2649,13193,2,4,206,122,1,94,12.4,3889,100.0,100.0,1.0666081017940958,C
571,서울특별시 마포구_2017,13,13,13,12,20,22,26,27,444,172,50,2975,15850,-,2,349,203,1,160,2,732,100.0,100.0,1.7972874207201956,D
572,서울특별시 양천구_2017,11,15,14,13,19,23,27,31,1018,34,42,4972,24526,2,5,274,181,3,153,5.9,2771,100.0,100.0,1.9423701262472863,D
573,서울특별시 강서구_2017,12,15,12,10,20,22,24,24,673,40,54,6084,26594,3,16,358,210,3,182,5.9,3538,100.0,100.0,1.8940399735433024,D
574,서울특별시 구로구_2017,12,14,12,13,21,23,24,30,367,64,85,3271,18965,2,8,262,168,1,109,9.5,3920,100.0,100.0,1.167637745048851,C
575,서울특별시 금천구_2017,13,12,11,11,18,20,22,25,180,35,74,1767,9030,1,6,143,101,1,74,8.7,2042,100.0,100.0,1.1456720738004196,C
576,서울특별시 영등포구_2017,12,12,12,11,21,20,24,25,315,155,80,3883,13905,7,9,317,228,2,145,15.2,5604,100.0,100.0,1.2839305137638712,C
577,서울특별시 동작구_2017,12,15,12,11,19,24,26,26,365,107,69,3620,16698,2,5,251,169,1,129,7.3,2894,100.0,100.0,1.2980150620606368,C
578,서울특별시 관악구_2017,12,13,12,10,20,22,25,24,366,89,68,4147,16227,2,8,300,206,-,154,4.7,2343,100.0,100.0,1.55020651700379,D
579,서울특별시 서초구_2017,13,17,13,12,22,26,27,29,835,255,45,3122,22939,1,10,603,325,5,275,7.9,3500,100.0,100.0,2.175034140938113,D
580,서울특별시 강남구_2017,12,15,13,13,22,25,27,30,1744,502,23,4156,24371,4,33,1543,589,8,372,14.4,7987,100.0,100.0,2.4590015745215275,D
581,서울특별시 송파구_2017,12,14,13,12,22,23,26,27,1023,70,52,6261,31191,2,16,508,318,3,247,9.9,6580,100.0,100.0,2.4463131952621446,D
582,서울특별시 강동구_2017,15,13,12,11,21,22,24,23,631,38,47,4506,20161,3,14,344,215,5,173,13.6,5941,100.0,100.0,1.514213189232784,D
583,울산광역시 중구_2017,15,15,12,12,22,22,26,28,412,36,52,3480,12074,2,10,100,67,-,44,10.6,2520,99.8,100.0,1.536701143431168,D
584,울산광역시 남구_2017,14,15,12,13,22,22,27,31,1003,98,34,4707,16491,3,18,266,177,2,123,17.7,5923,100.0,99.9,2.8824214726749884,D
585,울산광역시 동구_2017,16,15,12,12,24,22,25,28,267,11,59,2930,10053,1,1,86,49,-,39,12.9,2185,100.0,99.5,2.4390626530723054,D
586,울산광역시 북구_2017,16,16,12,12,23,23,25,28,346,14,72,4976,13844,1,3,64,45,-,32,8,1602,98.9,99.3,5.6651363336871015,D
587,울산광역시 울주군_2017,13,15,12,14,18,21,25,33,369,10,61,3478,13554,1,8,71,43,-,40,14.8,3272,96.1,92.0,1.4515616473101418,D
588,인천광역시 강화군_2017,10,15,14,8,12,22,27,21,90,11,120,592,7346,-,2,22,14,-,16,13.3,913,30.9,71.5,0.2850637952908035,B
589,인천광역시 옹진군_2017,10,14,10,4,12,21,20,12,45,2,104,146,4015,-,1,1,1,-,2,3.1,66,44.5,29.9,0.2476866473863015,B
590,인천광역시 중구_2017,13,15,13,9,18,23,27,24,328,53,82,2018,17540,2,1,45,34,1,16,17.8,2106,86.7,99.5,1.2613176567382696,C
591,인천광역시 동구_2017,13,17,15,9,19,24,30,24,593,24,55,1032,20803,2,-,41,25,-,17,11.5,800,100.0,100.0,0.3153915761564627,B
592,인천광역시 미추홀구_2017,14,16,14,10,21,24,27,26,657,66,72,4989,29429,2,11,202,119,3,88,-,-,100.0,100.0,1.1146174131805284,C
593,인천광역시 연수구_2017,14,15,14,12,22,22,27,28,565,97,82,5569,26138,2,5,158,99,1,71,5.2,1754,99.5,100.0,3.9839212881891233,D
594,인천광역시 남동구_2017,14,15,13,13,20,22,26,28,363,29,87,9936,16403,1,13,329,186,3,136,12.8,6858,99.2,99.9,2.2875536307360758,D
595,인천광역시 부평구_2017,13,16,14,11,20,23,29,26,697,29,79,6484,31686,3,10,307,176,6,127,10.6,5721,100.0,100.0,1.721959390443177,D
596,인천광역시 계양구_2017,13,8,9,12,21,13,20,28,48,1,236,3758,2513,2,8,158,101,4,73,13.4,4350,99.5,100.0,2.630144785832204,D
597,인천광역시 서구_2017,16,7,5,13,22,9,11,30,4,0,2587,9485,597,5,12,226,132,4,88,10.4,5385,98.5,99.9,3.556951055396359,D
598,전라남도 목포시_2017,13,16,13,11,17,24,28,26,473,35,45,4067,15569,5,14,137,64,9,46,31.4,7366,98.0,99.8,0.9685115085305942,C
599,전라남도 여수시_2017,11,13,12,13,14,21,27,29,535,33,46,3377,14692,3,6,153,77,1,56,15.5,4434,83.9,91.5,0.5804128087959776,B
600,전라남도 순천시_2017,12,15,13,12,15,23,28,28,497,56,57,3794,16662,4,17,127,88,8,49,21.4,5989,90.7,95.6,1.1497583431132803,C
601,전라남도 나주시_2017,9,11,7,8,15,18,18,22,156,7,46,1356,5071,1,4,61,32,2,22,36.3,3998,66.9,80.5,0.6309843707894689,C
602,전라남도 광양시_2017,10,14,12,12,13,21,26,30,251,13,64,1617,9076,1,3,60,39,1,24,7.8,1208,92.7,86.8,1.7997340359804552,D
603,전라남도 담양군_2017,10,7,7,10,13,13,19,25,13,1,197,347,1455,-,3,22,11,-,10,33,1562,73.2,78.0,0.1816704596934104,B
604,전라남도 곡성군_2017,9,8,9,10,11,13,21,26,25,1,76,188,982,-,1,14,9,-,6,13.3,400,74.7,77.9,0.0847182525410342,A
605,전라남도 구례군_2017,10,7,7,10,12,11,18,26,20,0,95,201,1042,-,1,9,5,-,8,23.7,652,88.9,58.5,0.1938678767311829,B
606,전라남도 고흥군_2017,5,8,6,11,9,13,17,25,49,2,81,299,2060,2,2,34,12,-,16,21.7,1446,52.5,68.6,0.0444191987576767,A
607,전라남도 보성군_2017,8,6,6,10,8,10,16,23,32,1,73,221,1396,-,2,22,8,-,10,33,1443,57.0,56.0,0.0,A
608,전라남도 화순군_2017,9,10,9,13,13,16,21,32,85,3,66,510,2960,1,3,29,15,1,10,67.7,4379,79.3,87.2,0.194520144605395,B
609,전라남도 장흥군_2017,10,7,7,10,10,12,19,24,27,1,112,317,1500,1,1,25,8,1,10,9,361,63.5,80.4,0.0456758276397457,A
610,전라남도 강진군_2017,9,7,6,9,9,12,17,26,32,0,84,162,1359,-,3,19,6,-,6,15.6,575,56.9,60.9,0.0,A
611,전라남도 해남군_2017,11,8,8,9,12,14,21,26,55,6,90,582,2899,2,2,37,17,-,10,21.3,1568,50.2,68.6,0.0,A
612,전라남도 영암군_2017,11,9,7,10,14,16,19,24,53,3,86,553,2562,-,2,23,13,-,14,19.2,1066,73.6,83.5,0.0,A
613,전라남도 무안군_2017,8,11,11,11,15,18,25,26,141,5,50,878,4490,1,2,42,18,1,16,13,1077,62.2,98.3,0.5265483050923385,B
614,전라남도 함평군_2017,9,6,5,9,9,12,15,24,17,2,124,145,1000,-,2,17,7,-,7,25,857,58.8,85.1,0.1291240558863779,A
615,전라남도 영광군_2017,11,9,8,12,12,16,20,28,63,3,58,427,2305,2,-,33,15,-,16,22.5,1235,55.3,91.6,0.0345748169376235,A
616,전라남도 장성군_2017,9,8,7,11,14,15,19,28,34,2,93,580,1928,-,2,18,9,-,9,15.7,726,57.4,87.9,0.1725550938817594,B
617,전라남도 완도군_2017,12,7,6,8,14,13,17,23,31,2,129,611,2101,-,1,25,9,-,9,2.7,139,51.5,96.7,0.0418853490222171,A
618,전라남도 진도군_2017,10,7,4,2,12,11,13,10,26,0,54,250,1187,-,1,17,6,-,7,3.8,120,59.9,99.3,0.0649771905655262,A
619,전라남도 신안군_2017,6,4,3,5,10,7,9,18,6,0,280,228,937,-,2,13,4,-,5,5.1,215,31.5,90.1,0.0,A
620,전북특별자치도 전주시_2017,11,16,14,15,17,24,30,32,3617,322,22,11016,38417,5,38,456,256,18,196,26.5,17181,99.0,100.0,1.458810594719097,D
621,전북특별자치도 군산시_2017,11,13,13,14,18,21,28,31,3617,322,8,4069,15680,2,6,161,71,1,73,14.3,3938,89.0,98.6,0.6842596469817785,C
622,전북특별자치도 익산시_2017,10,13,13,13,14,20,28,28,3617,322,8,4477,15896,2,7,168,92,5,79,16.5,4948,90.0,99.3,0.7126723337311544,C
623,전북특별자치도 정읍시_2017,9,9,9,10,13,15,22,24,3617,322,3,1206,5277,1,5,73,34,1,31,21.2,2416,78.0,98.4,0.1682948506010807,B
624,전북특별자치도 남원시_2017,7,9,9,10,11,16,22,24,3617,322,2,574,4115,1,1,58,21,0,22,20.9,1741,81.0,90.9,0.1538347336240687,A
625,전북특별자치도 김제시_2017,11,8,9,8,14,12,22,18,3617,322,1,942,3637,0,3,51,18,2,19,41.8,3630,62.0,99.9,0.101602692656679,A
626,전북특별자치도 완주군_2017,8,10,9,9,15,16,21,21,3617,322,2,1463,5100,0,2,47,17,0,22,24.5,2350,84.0,77.4,0.4274767441665056,B
627,전북특별자치도 진안군_2017,6,5,3,6,12,9,10,16,3617,322,0,240,908,0,2,11,4,0,4,11.6,306,77.0,81.9,0.2439750061891259,B
628,전북특별자치도 무주군_2017,7,8,6,6,12,13,16,18,3617,322,0,218,1076,0,0,13,5,0,9,5.5,137,76.0,79.3,0.1170005691239462,A
629,전북특별자치도 장수군_2017,8,8,5,6,13,12,13,17,3617,322,0,200,985,0,0,10,4,0,4,1.7,38,82.0,87.2,0.0,A
630,전북특별자치도 임실군_2017,7,5,4,8,11,9,12,25,3617,322,0,215,1025,0,1,15,5,0,8,14,422,71.0,86.6,0.1259240408829807,A
631,전북특별자치도 순창군_2017,7,5,6,8,10,10,17,22,3617,322,0,222,1159,0,1,16,6,0,6,23.8,707,51.0,76.9,0.0720772489509525,A
632,전북특별자치도 고창군_2017,7,7,7,10,12,12,19,22,3617,322,1,420,2108,1,1,33,13,0,11,15.5,938,66.0,99.6,0.163242252121479,B
633,전북특별자치도 부안군_2017,7,6,7,9,12,11,17,23,3617,322,1,506,2000,1,5,27,14,0,18,21.9,1229,68.0,99.9,0.0322199267503031,A
634,제주특별자치도 제주시_2017,12,15,13,14,24,23,27,31,785,44,61,4736,29884,5,4,318,156,-,132,9,4316,92.1,100.0,1.5071932047800376,D
635,제주특별자치도 서귀포시_2017,9,11,11,12,18,19,24,27,162,3,98,1157,9017,1,3,97,51,-,49,3.1,547,93.1,100.0,0.8346814075208815,C
636,충청남도 천안시_2017,13,15,13,14,20,24,28,33,1105,83,62,10817,39092,4,19,330,179,4,164,14.3,9018,96.1,99.0,3.2079155145401743,D
637,충청남도 공주시_2017,10,10,9,12,16,16,23,27,123,10,69,1333,4601,1,1,65,25,-,32,25.5,2760,69.2,95.6,0.2025230892423583,B
638,충청남도 보령시_2017,12,9,10,11,18,15,23,26,124,7,68,1155,4726,1,2,54,21,-,30,10.8,1110,66.9,98.4,0.2326842399812792,B
639,충청남도 아산시_2017,13,15,13,15,18,23,27,31,376,22,90,5604,20778,1,8,132,77,1,61,11.7,3633,84.5,99.7,1.811947743731332,D
640,충청남도 서산시_2017,12,14,11,13,15,21,26,30,211,18,78,2039,10006,2,-,73,42,-,37,6.4,1107,75.0,96.4,0.6836512332742425,C
641,충청남도 논산시_2017,9,10,9,10,13,17,21,23,116,14,69,691,5834,1,2,81,31,-,38,27.3,3335,66.8,90.7,0.220400576697382,B
642,충청남도 계룡시_2017,13,16,13,12,19,23,29,29,50,5,116,788,3258,-,2,18,12,-,13,7.3,322,96.0,99.4,3.151104794561221,D
643,충청남도 당진시_2017,12,13,10,13,17,21,25,31,185,13,72,1696,9937,1,4,81,45,-,34,7.8,1313,63.4,92.5,0.6157852329044827,C
644,충청남도 금산군_2017,8,9,7,11,13,14,21,26,35,1,121,371,2313,-,1,36,14,-,17,13.9,749,77.2,91.4,0.0485146735351678,A
645,충청남도 부여군_2017,8,7,8,11,12,12,20,25,49,4,98,539,2481,-,2,31,16,-,17,17.6,1217,55.5,86.4,0.0162363865113591,A
646,충청남도 서천군_2017,7,7,8,8,10,12,21,22,52,4,61,265,1895,-,1,30,11,-,16,23.7,1307,53.2,95.2,0.0064682535633979,A
647,충청남도 청양군_2017,10,6,5,9,14,11,14,20,18,2,121,300,992,-,1,10,6,-,6,7.9,258,50.4,92.4,0.2238858505203407,B
648,충청남도 홍성군_2017,11,12,10,11,16,19,23,24,112,12,86,1488,5521,1,-,40,21,1,19,16.6,1683,70.9,97.6,0.503496179102024,B
649,충청남도 예산군_2017,10,8,9,10,13,14,21,23,72,10,68,738,3040,1,1,42,22,-,22,5.9,476,55.1,92.2,0.0741338819822035,A
650,충청남도 태안군_2017,10,8,8,9,13,13,20,23,47,3,98,418,2489,-,1,30,14,-,12,9.2,590,51.8,82.9,0.2073588254783854,B
651,세종특별자치시_2018,9,12,8,9,15,19,20,22,483,16,8,532,2352,0,1,145,72,0,66,4,1268,95.6,92.5,3.696176696249964,D
652,경기도 수원시_2018,13,17,14,11,19,26,29,27,1913,178,64,20185,69067,4,33,707,431,3,348,9.8,11737,99.4,100.0,2.9765184157999776,D
653,경기도 성남시_2018,11,16,13,10,17,25,28,26,1825,129,45,10848,47386,6,17,776,463,3,350,10.3,9845,99.7,100.0,1.6158759845509985,D
654,경기도 안양시_2018,12,17,14,12,17,25,28,28,1009,64,50,6474,29276,3,15,373,247,2,186,8.2,4714,100.0,100.0,1.753183527740615,D
655,경기도 부천시_2018,12,16,13,10,17,24,27,24,1155,105,67,10934,41572,5,23,508,284,9,219,14.6,12333,99.9,100.0,1.8385618567316333,D
656,경기도 광명시_2018,12,16,13,11,17,25,28,27,533,32,67,3795,19063,1,4,198,113,-,81,6.9,2264,98.9,99.9,1.5780592262485411,D
657,경기도 평택시_2018,13,16,13,12,14,24,27,28,655,50,66,7768,29706,4,10,243,139,-,72,7.4,3673,77.4,99.8,1.8570998824721123,D
658,경기도 안산시_2018,12,16,14,11,16,24,27,26,919,86,75,8336,35622,4,22,353,192,14,134,14.9,9850,99.1,99.9,2.755025031850655,D
659,경기도 과천시_2018,10,16,14,10,12,25,30,23,72,4,82,353,2799,-,-,34,17,-,14,0,1,98.5,98.4,1.427784590503395,D
660,경기도 오산시_2018,14,16,15,12,17,25,31,29,261,13,102,6222,16320,3,6,101,69,1,33,11.8,2593,98.1,100.0,4.089925407944256,D
661,경기도 시흥시_2018,14,16,13,12,17,24,28,28,652,34,77,5821,27185,3,3,210,122,8,73,9.1,4078,94.6,99.9,4.064455685751908,D
662,경기도 군포시_2018,13,15,13,12,18,25,28,29,410,34,69,3650,15530,2,3,135,94,-,66,9,2489,99.8,100.0,1.853722931360616,D
663,경기도 의왕시_2018,12,15,13,11,16,24,27,25,172,6,71,1614,7397,-,1,65,46,-,30,12.5,1923,99.0,99.9,1.4296876387787865,D
664,경기도 하남시_2018,14,17,13,9,18,25,28,21,269,9,84,2917,14275,-,5,129,74,-,55,3.5,887,95.4,98.4,2.2076571879772797,D
665,경기도 용인시_2018,14,17,14,12,17,26,30,29,1821,54,67,17554,68419,3,10,484,312,-,221,8.5,8796,95.7,99.1,2.0783468151391906,D
666,경기도 이천시_2018,12,15,13,11,14,23,27,25,354,25,66,2754,13080,1,4,100,56,-,43,9.9,2124,91.5,98.1,1.3561835905731376,D
667,경기도 안성시_2018,11,13,12,12,13,20,27,26,210,19,82,2481,10821,2,2,70,48,-,32,12.3,2260,78.1,92.4,0.7950715219541458,C
668,경기도 김포시_2018,15,17,14,12,17,25,30,27,648,36,71,10257,28484,2,9,29,-,2,1,7.3,3079,88.2,94.9,2.3758731479891337,D
669,경기도 화성시_2018,14,17,15,14,16,25,31,31,1212,53,77,17380,58143,3,17,286,184,1,134,6.6,5032,84.0,100.0,4.40048813365106,D
670,경기도 광주시_2018,12,18,14,12,17,26,29,26,396,8,78,2959,18814,1,2,119,75,-,63,5.4,1965,94.5,91.1,2.0921533805245622,D
671,경기도 여주시_2018,11,12,10,10,13,18,24,21,110,10,77,1191,5526,-,2,51,33,-,27,17.8,1983,82.2,88.4,0.420816676247546,B
672,경기도 양평군_2018,9,12,8,8,12,19,21,21,85,3,83,618,5272,-,2,41,28,1,29,11.4,1324,78.4,77.0,0.3459263033662623,B
673,경기도 의정부시_2018,12,17,14,11,16,25,28,26,666,49,61,5120,22370,4,14,261,1,3,97,12.7,5687,98.8,99.3,1.376972652017308,D
674,경기도 동두천시_2018,10,15,13,10,12,23,26,22,89,7,75,733,5179,-,1,41,26,-,16,26,2500,98.9,98.5,0.5051736288974338,B
675,경기도 고양시_2018,12,17,14,11,16,25,29,27,1864,136,57,14242,54797,5,17,541,309,2,271,12.2,12722,93.8,99.7,1.81601032493746,D
676,경기도 구리시_2018,12,16,14,11,19,24,30,27,343,20,58,2493,10151,1,8,145,92,-,64,13.7,2798,99.7,99.9,2.0281923049564514,D
677,경기도 남양주시_2018,13,18,14,12,17,25,29,27,864,54,84,10540,43187,3,11,282,177,-,129,9.1,6227,96.6,97.1,1.703218888643918,D
678,경기도 파주시_2018,13,16,15,12,17,23,30,28,536,37,88,7593,28569,1,10,176,111,1,83,10.1,4567,93.8,99.0,1.643053977067063,D
679,경기도 양주시_2018,11,15,15,13,13,22,29,30,236,9,99,2880,13088,-,5,75,44,-,28,15.2,3306,92.7,97.9,1.2263689933020576,C
680,경기도 포천시_2018,10,12,10,10,11,19,22,22,131,9,100,1164,7046,2,3,59,35,-,23,11.7,1767,84.9,84.8,0.4195022523283684,B
681,경기도 연천군_2018,11,8,7,10,15,14,21,22,37,1,99,447,1768,-,-,13,12,-,7,7.5,333,86.8,97.6,0.0698967681496309,A
682,경기도 가평군_2018,9,10,10,9,10,16,22,22,55,5,95,322,2587,-,3,26,19,1,16,13.4,841,80.3,81.6,0.2664768222433194,B
683,강원특별자치도 춘천시_2018,11,14,12,12,19,21,25,30,405,39,62,3393,14773,2,3,3,156,79,1,15.7,4419,95.0,97.2,0.8125420233142686,C
684,강원특별자치도 원주시_2018,12,14,11,13,18,22,24,30,553,50,57,4950,19636,2,18,18,191,95,1,13.7,4725,87.5,95.4,1.2585156624554297,C
685,강원특별자치도 강릉시_2018,10,13,12,11,17,19,25,25,356,42,52,1854,10120,4,3,3,113,56,-,13.2,2812,91.8,95.1,0.454851533321406,B
686,강원특별자치도 동해시_2018,12,14,11,10,17,22,22,25,126,18,71,1228,4977,1,2,2,26,26,-,16.3,1490,98.4,99.2,0.3954819027996569,B
687,강원특별자치도 태백시_2018,9,10,8,9,14,16,22,25,49,2,87,379,2307,1,1,1,24,9,-,12.4,557,81.2,98.0,0.1205170434647232,A
688,강원특별자치도 속초시_2018,12,13,12,12,18,20,24,28,108,8,82,596,3892,2,-,-,64,30,-,10.8,885,99.5,99.6,0.5754627337276069,B
689,강원특별자치도 삼척시_2018,12,9,6,7,17,15,16,19,62,6,82,789,2767,1,1,1,26,13,-,6.3,432,89.3,91.4,0.2801342175619187,B
690,강원특별자치도 홍천군_2018,9,7,8,10,12,12,18,26,76,5,76,607,2904,1,2,2,29,16,-,11.4,799,79.3,73.7,0.1995854362389775,B
691,강원특별자치도 횡성군_2018,9,7,5,8,14,12,13,20,46,0,68,269,1697,-,1,1,14,7,-,4,189,65.4,80.5,0.3024641947734696,B
692,강원특별자치도 영월군_2018,7,6,4,6,11,10,12,19,27,2,87,308,1371,1,1,1,12,6,-,9.5,379,75.2,78.1,0.1197749843112302,A
693,강원특별자치도 평창군_2018,7,6,6,8,13,11,17,21,36,0,91,327,1658,-,-,-,17,11,-,4.5,190,76.5,82.2,0.1126469491173567,A
694,강원특별자치도 정선군_2018,8,6,6,6,13,11,17,17,28,0,101,340,1469,-,2,2,10,5,-,5.9,224,86.0,80.6,0.0971914768888462,A
695,강원특별자치도 철원군_2018,8,9,9,10,13,14,20,26,48,2,95,334,2249,-,1,1,27,8,-,7.9,368,82.0,90.3,0.1824928326191636,B
696,강원특별자치도 화천군_2018,9,6,7,6,13,10,17,20,19,0,102,291,1087,-,-,-,8,5,-,2.1,52,68.6,64.2,0.0607084554547221,A
697,강원특별자치도 양구군_2018,9,7,6,9,11,12,16,24,21,0,101,139,1100,-,3,3,6,5,-,8.2,193,86.3,81.9,0.2727544418119511,B
698,강원특별자치도 인제군_2018,9,7,7,7,12,12,18,18,30,0,93,365,1547,-,1,1,8,6,-,4.3,138,73.7,82.6,0.2620698932645128,B
699,강원특별자치도 고성군_2018,9,5,6,6,13,9,16,18,16,0,99,181,939,-,-,-,7,5,-,-,-,86.1,85.1,0.0,A
700,강원특별자치도 양양군_2018,7,6,6,8,10,9,17,20,19,1,102,211,919,-,-,-,6,5,-,-,-,75.2,91.7,0.2043442358085616,B
701,경상남도 창원시_2018,13,15,12,10,19,22,26,25,1772,169,54,17533,58415,11,35,557,325,2,288,19.5,20508,100.0,98.4,1.3779549038082333,D
702,경상남도 진주시_2018,12,14,11,11,19,21,25,27,801,71,36,4217,20019,3,13,190,110,2,91,17.9,6187,100.0,100.0,0.858507799583256,C
703,경상남도 통영시_2018,10,14,10,12,16,21,23,26,211,11,62,1788,8333,-,7,74,34,1,27,16.3,2186,100.0,99.0,0.4778336181080905,B
704,경상남도 사천시_2018,10,13,10,8,13,20,22,19,192,12,44,910,6469,-,5,50,34,-,28,26.5,3016,100.0,96.3,0.379220532695994,B
705,경상남도 김해시_2018,13,16,13,13,20,23,27,30,1050,68,61,9590,35453,5,26,221,129,2,108,21.3,11388,97.6,98.1,2.4892190438619437,D
706,경상남도 밀양시_2018,10,11,9,10,16,18,24,21,133,9,47,1004,4219,-,9,46,24,1,23,22.7,2424,86.4,81.6,0.1261126921252393,A
707,경상남도 거제시_2018,14,15,12,14,20,22,26,33,421,28,68,5134,18201,3,6,99,59,-,45,9.5,2386,80.5,97.1,2.567820944664317,D
708,경상남도 양산시_2018,13,15,13,13,21,23,28,32,506,31,64,7649,21028,3,10,173,85,1,78,22.5,7858,100.0,98.4,1.8740498348635597,D
709,경상남도 의령군_2018,6,5,7,6,10,8,18,20,19,0,64,160,765,-,1,11,5,-,7,20.8,575,98.3,69.7,0.1036186211971631,A
710,경상남도 함안군_2018,10,10,10,10,15,17,23,23,78,1,64,871,3713,-,3,21,12,-,13,24.2,1624,100.0,95.8,0.1419105705540029,A
711,경상남도 창녕군_2018,9,9,7,9,13,14,18,19,52,4,58,544,2280,-,2,28,13,-,14,34.7,2198,100.0,99.6,0.0730806029045525,A
712,경상남도 고성군_2018,7,8,6,10,10,13,18,21,68,2,51,272,2240,-,3,19,11,-,12,19.9,1059,98.6,79.8,0.0433020402575935,A
713,경상남도 남해군_2018,7,7,5,9,9,12,15,21,43,1,55,159,1368,-,1,24,9,-,9,6.5,288,100.0,69.5,0.0406337032199761,A
714,경상남도 하동군_2018,4,7,5,6,6,11,17,16,34,5,84,142,1598,-,2,20,12,-,9,18.3,870,100.0,55.1,0.0,A
715,경상남도 산청군_2018,7,6,6,6,10,10,15,16,20,1,110,163,1097,-,-,13,6,-,13,0.3,9,100.0,48.3,0.0531749958877528,A
716,경상남도 함양군_2018,7,8,7,8,13,12,18,22,38,1,74,328,1534,-,1,21,8,-,9,2.6,106,99.0,65.4,0.1530713666417872,A
717,경상남도 거창군_2018,11,10,7,9,14,16,19,20,81,4,54,543,3015,-,3,28,16,-,14,12.7,793,100.0,76.8,0.2023070707959446,B
718,경상남도 합천군_2018,8,5,5,6,11,9,16,16,38,1,52,269,1269,-,2,17,10,-,14,19,871,100.0,54.1,0.0,A
719,경상북도 포항시_2018,13,14,10,10,19,23,24,23,699,63,56,8415,27068,5,12,270,159,1,127,19.6,19.6,83.4,95.6,0.7682366071454066,C
720,경상북도 경주시_2018,13,12,10,10,18,20,23,23,321,23,50,3171,11785,1,11,112,59,1,67,16.9,16.9,93.1,95.5,0.3558545066623941,B
721,경상북도 김천시_2018,11,12,8,9,17,19,21,22,113,18,79,2208,6586,2,1,59,31,-,24,15.4,15.4,80.0,88.0,0.2283818995875135,B
722,경상북도 안동시_2018,12,13,10,10,18,21,23,23,220,28,54,2279,8655,3,2,75,46,-,43,33.2,33.2,78.9,91.6,0.1314397561360284,A
723,경상북도 구미시_2018,13,16,11,13,18,24,25,29,769,60,61,10424,27681,3,7,207,108,-,90,9.2,9.2,97.9,99.9,3.826770453098349,D
