경기도 오산시_2016,2261,1.375,105.4,0.83,208656,81926,8.3,98.9,100.0
경기도 시흥시_2016,3069,1.202,110.4,1.03,402888,161330,13.0,93.9,99.9
경기도 군포시_2016,2887,1.339,98.9,-0.97,284890,101952,7.4,99.7,100.0
경기도 의왕시_2016,1218,1.13,99.8,-0.71,156763,54243,7.9,99.3,99.9
경기도 하남시_2016,1600,1.152,101.8,26.4,211101,72082,6.8,94.8,98.0
경기도 용인시_2016,8288,1.205,98.7,1.57,991126,337159,6.3,92.9,98.5
경기도 이천시_2016,1879,1.36,103.6,2.73,210359,76320,4.6,91.0,94.0
경기도 안성시_2016,1400,1.285,104.3,1.74,182896,74013,8.2,77.5,91.2
경기도 김포시_2016,3346,1.296,101.0,3.95,363443,129385,6.4,84.4,92.7
경기도 화성시_2016,7262,1.555,106.8,7.25,640890,231731,11.1,83.2,98.4
경기도 광주시_2016,3044,1.323,105.6,4.87,327723,116834,8.4,94.3,88.9
경기도 여주시_2016,781,1.303,102.4,0.51,111563,41653,6.3,81.2,85.6
경기도 양평군_2016,629,1.22,102.2,2.82,111367,41976,8.1,78.0,65.6
경기도 의정부시_2016,2967,1.049,97.5,1.04,438457,158836,8.6,98.8,99.6
경기도 동두천시_2016,714,1.261,99.3,0.35,98277,37903,6.1,99.0,99.3
경기도 고양시_2016,7507,1.071,96.6,1.17,1039684,363388,7.0,92.1,99.6
경기도 구리시_2016,1340,1.034,99.0,3.72,193763,66610,7.7,100.0,99.9
경기도 남양주시_2016,5218,1.19,99.8,1.37,662154,222742,8.1,97.3,100.0
경기도 파주시_2016,3876,1.375,103.0,1.84,430781,149665,8.4,93.5,98.4
경기도 양주시_2016,1525,1.279,102.9,0.18,205513,73344,7.8,91.1,97.4
경기도 포천시_2016,983,1.258,110.6,-0.05,154763,60848,10.8,65.6,75.9
경기도 연천군_2016,403,1.863,110.4,0.58,45907,18437,7.7,86.8,94.3
경기도 가평군_2016,363,1.283,105.0,0.68,62448,24017,8.2,78.2,77.0
강원특별자치도 춘천시_2016,1993,1.168,97.0,1.05,280707,110745,6.3,93.4,96.0
강원특별자치도 원주시_2016,2468,1.188,98.7,1.52,337979,132244,4.4,90.2,92.9
강원특별자치도 강릉시_2016,1236,1.137,98.7,-0.28,213846,89302,5.0,91.5,94.7
강원특별자치도 동해시_2016,662,1.387,102.2,-0.63,93297,36237,11.2,98.1,99.0
강원특별자치도 태백시_2016,244,1.12,103.1,-0.93,47070,19474,23.7,81.2,98.0
강원특별자치도 속초시_2016,517,1.238,97.1,-0.37,81793,33123,8.1,99.5,99.7
강원특별자치도 삼척시_2016,381,1.262,102.6,-1.63,69599,29453,4.7,88.8,89.5
강원특별자치도 홍천군_2016,403,1.323,104.1,-0.28,70076,27614,4.6,73.8,71.5
강원특별자치도 횡성군_2016,208,1.147,103.6,0.45,45991,17659,5.2,55.0,74.6
강원특별자치도 영월군_2016,163,1.116,106.3,-0.32,40073,16266,5.9,72.7,76.1
강원특별자치도 평창군_2016,186,1.052,104.4,-0.45,43318,17460,4.9,68.1,80.2
강원특별자치도 정선군_2016,176,1.057,106.6,-1.29,38718,15448,6.9,85.8,80.3
강원특별자치도 철원군_2016,377,1.656,112.6,-1.46,48013,18854,9.9,79.5,90.4
강원특별자치도 화천군_2016,221,1.63,124.3,-2.72,26264,11168,7.8,68.4,62.9
강원특별자치도 양구군_2016,208,1.631,116.5,-0.27,24010,9430,6.7,84.1,80.8
강원특별자치도 인제군_2016,335,1.97,117.5,-1.6,32720,13021,6.9,80.3,81.5
강원특별자치도 고성군_2016,147,1.282,111.8,0.82,30114,13104,4.6,85.7,83.2
강원특별자치도 양양군_2016,133,1.261,103.4,-0.9,27218,11341,6.9,63.7,87.8
경상남도 창원시_2016,8574,1.261,103.1,-0.62,1063907,399499,5.6,96.3,98.2
경상남도 진주시_2016,2624,1.268,98.3,0.7,346739,137243,3.5,91.9,99.9
경상남도 통영시_2016,1059,1.328,102.0,-0.89,138160,54941,8.8,82.7,98.5
경상남도 사천시_2016,871,1.451,100.8,-0.44,114912,45488,6.3,93.5,95.6
경상남도 김해시_2016,4700,1.403,102.1,0.09,529422,193995,6.8,96.6,97.7
경상남도 밀양시_2016,638,1.343,95.7,0.63,108354,44703,3.2,73.1,79.2
경상남도 거제시_2016,3233,1.773,111.8,0.18,257183,98388,8.2,85.8,96.9
경상남도 양산시_2016,2901,1.401,101.2,5.19,317037,117942,5.9,96.5,96.9
경상남도 의령군_2016,123,1.198,93.2,-1.56,28111,12369,4.1,63.2,68.9
