부산광역시 해운대구_2016,100.0,100.0,90538,55065412,139128
부산광역시 사하구_2016,100.0,100.0,102261,68381835,112348
부산광역시 금정구_2016,100.0,100.0,113584,65179775,80635
부산광역시 강서구_2016,87.41,100.0,125205,238454382,33041
부산광역시 연제구_2016,100.0,100.0,211944,12078474,66576
부산광역시 수영구_2016,100.0,100.0,231731,14084751,62169
부산광역시 사상구_2016,100.0,100.0,254974,36106274,74285
부산광역시 기장군_2016,90.22,100.0,284445,221563955,54029
서울특별시 종로구_2016,100.0,100.0,312599,23972507,43554
서울특별시 중구_2016,100.0,100.0,336715,9970000,38311
서울특별시 용산구_2016,100.0,100.0,356838,21870000,70868
서울특별시 성동구_2016,100.0,100.0,1282617,16839500,80977
서울특별시 광진구_2016,100.0,100.0,1299027,17050000,82691
서울특별시 동대문구_2016,100.0,100.0,1318106,14626119,96464
서울특별시 중랑구_2016,100.0,100.0,1331278,18530000,102387
서울특별시 성북구_2016,100.0,100.0,1347182,24550000,128502
서울특별시 강북구_2016,100.0,100.0,1376240,23635959,93623
서울특별시 도봉구_2016,100.0,100.0,1405646,20850000,104170
서울특별시 노원구_2016,100.0,100.0,97255,35459862,189013
서울특별시 은평구_2016,100.0,100.0,98388,29793436,142135
서울특별시 서대문구_2016,100.0,100.0,97910,17600000,92788
서울특별시 마포구_2016,100.0,100.0,96027,23890251,118456
서울특별시 양천구_2016,100.0,100.0,96257,17410000,137651
서울특별시 강서구_2016,100.0,100.0,98586,41400000,184422
서울특별시 구로구_2016,100.0,100.0,99555,20119485,120431
서울특별시 금천구_2016,100.0,100.0,24917,13370000,58938
서울특별시 영등포구_2016,100.0,100.0,25143,24354829,97089
서울특별시 동작구_2016,100.0,100.0,25299,16387882,111438
서울특별시 관악구_2016,100.0,100.0,25616,29570000,123911
서울특별시 서초구_2016,100.0,100.0,25684,46899887,129491
서울특별시 강남구_2016,100.0,100.0,26054,39550000,176135
서울특별시 송파구_2016,100.0,100.0,26702,33858375,191349
서울특별시 강동구_2016,100.0,100.0,22765,24556203,116063
울산광역시 중구_2016,99.8,100.0,22601,37063741,69630
울산광역시 남구_2016,100.0,99.9,22618,73691355,104428
울산광역시 동구_2016,100.0,99.5,22546,36351722,53352
울산광역시 북구_2016,98.8,99.2,22215,120602620,60257
울산광역시 울주군_2016,96.1,91.6,22436,487835917,73606
인천광역시 강화군_2016,45.0,70.7,22669,17306615,26660
인천광역시 옹진군_2016,35.5,29.1,192267,7585970,7691
인천광역시 중구_2016,86.4,99.5,193995,141227343,41529
인천광역시 동구_2016,100.0,100.0,198544,7612731,25507
인천광역시 미추홀구_2016,100.0,100.0,201465,24840389,138880
인천광역시 연수구_2016,100.0,100.0,208189,123327193,99299
인천광역시 남동구_2016,99.6,99.9,214170,69090152,173212
인천광역시 부평구_2016,100.0,100.0,218570,31987758,175123
인천광역시 계양구_2016,99.5,100.0,19940,45570111,108431
인천광역시 서구_2016,99.3,99.9,19687,111605882,161740
전라남도 목포시_2016,97.9,99.8,19668,112490000,88455
전라남도 여수시_2016,83.8,91.5,19669,345097039,108843
전라남도 순천시_2016,91.0,95.6,19563,198748000,103945
