시도별_2016,하수도보급률,상수도보급률
경상남도 함양군_2016,76.1,62.2
경상남도 거창군_2016,81,74.9
경상남도 합천군_2016,57.6,49.3
경상북도 포항시_2016,80.5,95
경상북도 경주시_2016,90.4,87.3
경상북도 김천시_2016,76.8,86.9
경상북도 안동시_2016,78.2,91.4
경상북도 구미시_2016,98,99.6
경상북도 영주시_2016,86.2,87.7
경상북도 영천시_2016,71.8,94.5
경상북도 상주시_2016,67.6,72.5
경상북도 문경시_2016,82.1,92.8
경상북도 경산시_2016,91.3,98.9
경상북도 군위군_2016,38,72.7
경상북도 의성군_2016,44.2,81.8
경상북도 청송군_2016,42.7,68.1
경상북도 영양군_2016,54.4,89.8
경상북도 영덕군_2016,74.1,90.2
경상북도 청도군_2016,54.6,72.3
경상북도 고령군_2016,59.7,92
경상북도 성주군_2016,36,71.8
경상북도 칠곡군_2016,72.1,91.5
경상북도 예천군_2016,48.8,80.8
경상북도 봉화군_2016,61.8,63.9
경상북도 울진군_2016,60,68.9
경상북도 울릉군_2016,1.4,84.9
광주광역시 동구_2016,99.3,100
광주광역시 서구_2016,99.9,100
광주광역시 남구_2016,98.7,100
광주광역시 북구_2016,99.3,99.8
광주광역시 광산구_2016,96.9,99.6
대구광역시 중구_2016,100,100
대구광역시 동구_2016,98.7,99.7
대구광역시 서구_2016,100,100
대구광역시 남구_2016,100,100
대구광역시 북구_2016,99.7,99.99
대구광역시 수성구_2016,99.4,100
대구광역시 달서구_2016,100,100
대구광역시 달성군_2016,85,100
대전광역시 동구_2016,98.8,99.98
대전광역시 중구_2016,99.43,100
대전광역시 서구_2016,99.7,99.87
대전광역시 유성구_2016,91.5,99.78
대전광역시 대덕구_2016,97.68,99.96
부산광역시 중구_2016,100,100
부산광역시 서구_2016,100,100
부산광역시 동구_2016,100,100
부산광역시 영도구_2016,100,100
부산광역시 부산진구_2016,100,100
부산광역시 동래구_2016,100,100
부산광역시 남구_2016,100,100
부산광역시 북구_2016,100,100
부산광역시 해운대구_2016,100,100
부산광역시 사하구_2016,100,100
부산광역시 금정구_2016,100,100
부산광역시 강서구_2016,87.41,100
부산광역시 연제구_2016,100,100
부산광역시 수영구_2016,100,100
부산광역시 사상구_2016,100,100
부산광역시 기장군_2016,90.22,100
서울특별시 종로구_2016,100,100
서울특별시 중구_2016,100,100
서울특별시 용산구_2016,100,100
서울특별시 성동구_2016,100,100
서울특별시 광진구_2016,100,100
서울특별시 동대문구_2016,100,100
서울특별시 중랑구_2016,100,100
서울특별시 성북구_2016,100,100
서울특별시 강북구_2016,100,100
서울특별시 도봉구_2016,100,100
서울특별시 노원구_2016,100,100
서울특별시 은평구_2016,100,100
서울특별시 서대문구_2016,100,100
서울특별시 마포구_2016,100,100
서울특별시 양천구_2016,100,100
서울특별시 강서구_2016,100,100
서울특별시 구로구_2016,100,100
서울특별시 금천구_2016,100,100
서울특별시 영등포구_2016,100,100
서울특별시 동작구_2016,100,100
서울특별시 관악구_2016,100,100
서울특별시 서초구_2016,100,100
서울특별시 강남구_2016,100,100
서울특별시 송파구_2016,100,100
서울특별시 강동구_2016,100,100
세종특별자치시_2016,90,88.6
울산광역시 중구_2016,99.8,100
울산광역시 남구_2016,100,99.9
울산광역시 동구_2016,100,99.5
울산광역시 북구_2016,98.8,99.2
울산광역시 울주군_2016,96.1,91.6
인천광역시 강화군_2016,45,70.7
인천광역시 옹진군_2016,35.5,29.1
인천광역시 중구_2016,86.4,99.5
인천광역시 동구_2016,100,100
인천광역시 미추홀구_2016,100,100
인천광역시 연수구_2016,100,100
인천광역시 남동구_2016,99.6,99.9
인천광역시 부평구_2016,100,100
인천광역시 계양구_2016,99.5,100
인천광역시 서구_2016,99.3,99.9
전라남도 목포시_2016,97.9,99.8
전라남도 여수시_2016,83.8,91.5
전라남도 순천시_2016,91,95.6
전라남도 나주시_2016,60.7,80.5
전라남도 광양시_2016,92.3,86.8
전라남도 담양군_2016,71.1,78
전라남도 곡성군_2016,67.5,77.9
전라남도 구례군_2016,88.9,58.5
전라남도 고흥군_2016,49.9,68.6
전라남도 보성군_2016,57.4,56
전라남도 화순군_2016,76.9,87.2
전라남도 장흥군_2016,60.3,80.4
전라남도 강진군_2016,56.8,60.9
전라남도 해남군_2016,50,68.6
전라남도 영암군_2016,73,83.5
전라남도 무안군_2016,60.3,98.3
전라남도 함평군_2016,54.2,85.1
전라남도 영광군_2016,53.3,91.6
전라남도 장성군_2016,56.5,87.9
전라남도 완도군_2016,49.3,96.7
전라남도 진도군_2016,59.9,99.3
전라남도 신안군_2016,33.2,90.1
전북특별자치도 전주시_2016,98,99.7
전북특별자치도 군산시_2016,92,98.5
전북특별자치도 익산시_2016,87,99.2
전북특별자치도 정읍시_2016,77,98.2
전북특별자치도 남원시_2016,80,88.1
전북특별자치도 김제시_2016,59,94.7
전북특별자치도 완주군_2016,66,76.5
전북특별자치도 진안군_2016,70,75.9
전북특별자치도 무주군_2016,74,79.1
전북특별자치도 장수군_2016,76,84.9
전북특별자치도 임실군_2016,63,84.4
전북특별자치도 순창군_2016,49,72.7
전북특별자치도 고창군_2016,65,99.5
전북특별자치도 부안군_2016,67,99.9
제주특별자치도 제주시_2016,91,100
제주특별자치도 서귀포시_2016,92.6,100
충청남도 천안시_2016,96.06,95.5
충청남도 공주시_2016,69.43,95.8
충청남도 보령시_2016,66.66,96.4
충청남도 아산시_2016,83.55,99.1
충청남도 서산시_2016,71.64,94.7
충청남도 논산시_2016,65.7,93.1
충청남도 계룡시_2016,95.99,98.5
충청남도 당진시_2016,62.44,93.3
충청남도 금산군_2016,76.01,95.3
충청남도 부여군_2016,51.96,73.8
충청남도 서천군_2016,53.09,95.2
충청남도 청양군_2016,50.5,92.4
충청남도 홍성군_2016,69.66,97.6
충청남도 예산군_2016,54.85,93.8
충청남도 태안군_2016,51.28,82.3
충청북도 청주시_2016,92.2,96.9
충청북도 충주시_2016,87.9,91.7
충청북도 제천시_2016,95,91.1
충청북도 보은군_2016,71.2,50.9
충청북도 옥천군_2016,87.3,85.1
충청북도 영동군_2016,67.7,79
충청북도 증평군_2016,94.5,99.9
충청북도 진천군_2016,76.6,84.4
충청북도 괴산군_2016,47.8,59.5
충청북도 음성군_2016,53.1,84.4
충청북도 단양군_2016,74.2,74.4
서울특별시_2016,0,0
인천광역시_2016,0,0
경기도_2016,0,0
강원도_2016,0,0
충청남도_2016,0,0
충청북도 _2016,0,0
대전광역시_2016,0,0
전북특별자치도_2016,0,0
전라남도_2016,0,0
광주광역시_2016,0,0
경상북도_2016,0,0
대구광역시_2016,0,0
경상남도_2016,0,0
울산광역시_2016,0,0
부산광역시_2016,0,0
제주특별자치도_2016,0,0
