행정구역(동읍면)별,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수
충청남도 공주시_2016,10.0,10.0,10.0,12.0,17.0,16.0,24.0,28.0,120.0,11.0,75.0,1381.0,4742.0
충청남도 보령시_2016,12.0,9.0,10.0,12.0,18.0,16.0,24.0,27.0,124.0,6.0,71.0,1208.0,4856.0
충청남도 아산시_2016,13.0,15.0,14.0,15.0,19.0,23.0,28.0,31.0,374.0,20.0,89.0,5310.0,20189.0
충청남도 서산시_2016,12.0,14.0,12.0,13.0,17.0,21.0,27.0,30.0,189.0,16.0,89.0,2178.0,10015.0
충청남도 논산시_2016,9.0,10.0,9.0,11.0,14.0,17.0,21.0,26.0,109.0,15.0,75.0,739.0,5912.0
충청남도 계룡시_2016,13.0,16.0,14.0,12.0,18.0,24.0,30.0,29.0,52.0,6.0,111.0,759.0,3208.0
충청남도 당진시_2016,12.0,13.0,11.0,14.0,18.0,21.0,26.0,33.0,189.0,13.0,69.0,1714.0,9576.0
충청남도 금산군_2016,10.0,9.0,8.0,12.0,14.0,14.0,22.0,27.0,34.0,2.0,128.0,401.0,2269.0
충청남도 부여군_2016,10.0,7.0,9.0,12.0,12.0,12.0,22.0,26.0,52.0,5.0,100.0,571.0,2586.0
충청남도 서천군_2016,8.0,7.0,8.0,9.0,10.0,12.0,23.0,22.0,54.0,5.0,62.0,288.0,1934.0
충청남도 청양군_2016,9.0,6.0,6.0,10.0,15.0,11.0,16.0,23.0,20.0,2.0,117.0,316.0,1007.0
충청남도 홍성군_2016,11.0,11.0,10.0,11.0,17.0,19.0,23.0,26.0,106.0,11.0,87.0,1290.0,5084.0
충청남도 예산군_2016,11.0,8.0,10.0,11.0,14.0,14.0,23.0,24.0,74.0,11.0,71.0,783.0,3190.0
충청남도 태안군_2016,9.0,9.0,9.0,10.0,14.0,14.0,21.0,24.0,46.0,3.0,106.0,470.0,2605.0
충청북도  청주시_2016,12.0,14.0,13.0,14.0,18.0,22.0,28.0,33.0,1355.0,112.0,63.0,10890.0,49338.0
충청북도  충주시_2016,12.0,12.0,12.0,11.0,18.0,18.0,26.0,26.0,275.0,27.0,59.0,2246.0,10257.0
충청북도  제천시_2016,11.0,11.0,10.0,14.0,16.0,18.0,24.0,28.0,174.0,19.0,68.0,1776.0,6388.0
충청북도  보은군_2016,10.0,6.0,8.0,9.0,12.0,10.0,20.0,28.0,24.0,1.0,88.0,298.0,1191.0
충청북도  옥천군_2016,11.0,9.0,9.0,13.0,15.0,14.0,21.0,29.0,35.0,6.0,121.0,622.0,2180.0
충청북도  영동군_2016,9.0,7.0,7.0,10.0,16.0,13.0,18.0,26.0,39.0,1.0,83.0,466.0,1799.0
충청북도  증평군_2016,10.0,15.0,12.0,10.0,18.0,21.0,23.0,26.0,51.0,3.0,69.0,295.0,2029.0
충청북도  진천군_2016,12.0,12.0,10.0,13.0,17.0,18.0,22.0,30.0,73.0,5.0,93.0,802.0,3969.0
충청북도  괴산군_2016,9.0,6.0,6.0,11.0,12.0,9.0,17.0,30.0,15.0,0.0,147.0,255.0,1092.0
충청북도  음성군_2016,11.0,10.0,10.0,12.0,16.0,17.0,21.0,29.0,83.0,9.0,98.0,1137.0,4635.0
충청북도  단양군_2016,5.0,6.0,6.0,12.0,7.0,10.0,17.0,29.0,13.0,0.0,243.0,145.0,1174.0
