행정구역(시군)별(1),산업대분류별(1),2015,2015.1,2015.2,2015.3,2015.4,2016,2016.1,2016.2,2016.3,2016.4,2017,2017.1,2017.2,2017.3,2017.4,2018,2018.1,2018.2,2018.3,2018.4,2019,2019.1,2019.2,2019.3,2019.4,2020,2020.1,2020.2,2020.3,2020.4,2021,2021.1,2021.2,2021.3,2021.4
행정구역(시군)별(1),산업대분류별(1),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명)
사천시,농업  임업 및 어업,19,-,297,-,-,19,-,215,-,-,20,-,206,-,-,20,-,237,-,-,22,-,163,-,-,50,-,257,-,-,57,-,283,-,-
사천시,광업,1,-,16,-,-,1,-,X,-,-,1,-,X,-,-,1,-,X,-,-,2,-,X,-,-,1,-,19,-,-,1,-,14,-,-
사천시,제조업,930,-,18936,-,-,903,-,17442,-,-,990,-,16886,-,-,1009,-,17624,-,-,1038,-,18123,-,-,1191,-,18194,-,-,1200,-,18027,-,-
사천시,"전기,가스,증기 및 공기조절 공급업",7,-,195,-,-,7,-,201,-,-,4,-,127,-,-,6,-,138,-,-,10,-,148,-,-,287,-,425,-,-,366,-,487,-,-
사천시,수도·하수 및 폐기물 처리 원료재생업,42,-,395,-,-,37,-,360,-,-,41,-,398,-,-,46,-,442,-,-,44,-,440,-,-,55,-,508,-,-,59,-,493,-,-
사천시,건설업,360,-,2551,-,-,388,-,3045,-,-,383,-,3005,-,-,397,-,3410,-,-,390,-,3211,-,-,1023,-,4670,-,-,1068,-,4448,-,-
사천시,도매 및 소매업,2785,-,6457,-,-,2833,-,6588,-,-,2832,-,6575,-,-,2863,-,6834,-,-,2898,-,7270,-,-,3600,-,7338,-,-,3595,-,7195,-,-
사천시,운수 및 창고업,664,-,1810,-,-,647,-,1899,-,-,616,-,1843,-,-,681,-,1899,-,-,690,-,1923,-,-,942,-,2070,-,-,984,-,2347,-,-
사천시,숙박 및 음식점업,2156,-,5276,-,-,2175,-,5302,-,-,2258,-,5607,-,-,2365,-,6050,-,-,2366,-,6483,-,-,2578,-,5596,-,-,2631,-,5908,-,-
사천시,정보통신업,36,-,336,-,-,33,-,362,-,-,32,-,375,-,-,27,-,339,-,-,31,-,348,-,-,55,-,407,-,-,69,-,467,-,-
