시군별,산업별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,Unnamed: 10
평택시,"전문, 과학 및 기술서비스업",사업체수[개],개,622,639,690,729,1403,1483,
평택시,"전문, 과학 및 기술서비스업",종사자수[명],명,4481,4617,4371,4613,6084,6774,
평택시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,505,686,732,799,1975,1888,
평택시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,9301,9344,9292,9335,14280,13879,
평택시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,85,85,86,88,85,92,
평택시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,4190,4645,4946,5368,7468,7844,
평택시,교육서비스업,사업체수[개],개,1468,1480,1517,1557,2115,2287,
평택시,교육서비스업,종사자수[명],명,10857,11409,11592,12242,13302,13302,
평택시,보건업 및 사회복지서비스업,사업체수[개],개,1098,1157,1176,1247,1356,1416,
평택시,보건업 및 사회복지서비스업,종사자수[명],명,10692,12332,13235,14679,16740,17586,
평택시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,944,1083,1143,1211,1308,1314,
평택시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,2261,2587,2767,2902,2657,2574,
평택시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,3632,3593,3780,3945,4709,4640,
평택시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,8546,7747,8076,8662,8977,7990,
안산시,합계,사업체수[개],개,53134,53403,54193,54200,81784,81372,
안산시,합계,여성대표자 사업체수[개],개,19034,19396,19708,19784,28208,27718,
안산시,합계,종사자수[명],명,319024,319232,321582,320193,346903,341959,
안산시,합계,남성 종사자수[명],명,194234,193404,194027,192700,213354,210116,
안산시,합계,여성 종사자수[명],명,124790,125828,127555,127493,133549,131843,
안산시,농업 임업 및 어업,사업체수[개],개,7,10,12,14,57,52,
안산시,농업 임업 및 어업,종사자수[명],명,62,90,108,96,193,250,
안산시,광업,사업체수[개],개,6,5,3,4,6,7,
안산시,광업,종사자수[명],명,38,42,19,41,43,31,
안산시,제조업,사업체수[개],개,9150,9265,9421,9105,12580,12329,
안산시,제조업,종사자수[명],명,128339,128838,125877,123676,125704,123436,
안산시,전기가스증기 및 공기조절 공급업,사업체수[개],개,21,15,18,16,77,72,
안산시,전기가스증기 및 공기조절 공급업,종사자수[명],명,758,557,577,620,820,843,
안산시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,135,146,164,159,241,233,
안산시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,1593,1682,1880,1811,2214,2214,
안산시,건설업,사업체수[개],개,1828,1838,1887,1859,9428,9453,
안산시,건설업,종사자수[명],명,12959,14053,15997,14366,26774,25302,
안산시,도매 및 소매업,사업체수[개],개,11646,11598,11593,11482,18988,17953,
안산시,도매 및 소매업,종사자수[명],명,36839,36219,36732,35780,41147,40191,
안산시,운수 및 창고업,사업체수[개],개,6182,6130,6308,6513,7767,8865,
안산시,운수 및 창고업,종사자수[명],명,12957,12728,13357,14308,14166,15358,
안산시,숙박 및 음식점업,사업체수[개],개,8917,9031,9220,9422,10655,10607,
안산시,숙박 및 음식점업,종사자수[명],명,24964,25473,26860,27382,23535,23400,
안산시,정보통신업,사업체수[개],개,239,228,230,217,802,803,
안산시,정보통신업,종사자수[명],명,1638,1573,1570,1562,2393,2477,
안산시,금융 및 보험업,사업체수[개],개,484,502,511,506,681,657,
안산시,금융 및 보험업,종사자수[명],명,6567,6594,7075,7373,7176,7300,
안산시,부동산업,사업체수[개],개,2032,1887,1920,1972,3435,3546,
안산시,부동산업,종사자수[명],명,6260,5146,5419,5524,7865,8413,
안산시,"전문, 과학 및 기술서비스업",사업체수[개],개,1121,1151,1206,1200,2333,2397,
안산시,"전문, 과학 및 기술서비스업",종사자수[명],명,9574,8537,8841,8703,11605,11563,
안산시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,796,986,991,977,2330,2111,
안산시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,14920,14442,12477,12508,15909,13719,
안산시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,90,89,89,90,94,94,
안산시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,6309,5485,5586,5845,6254,6502,
안산시,교육서비스업,사업체수[개],개,2069,2075,2086,2031,2480,2501,
안산시,교육서비스업,종사자수[명],명,18862,19952,20119,19529,18555,18382,
안산시,보건업 및 사회복지서비스업,사업체수[개],개,1700,1736,1701,1693,1815,1827,
안산시,보건업 및 사회복지서비스업,종사자수[명],명,20274,22643,23025,25407,27370,27728,
안산시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,1742,1829,1866,1898,2078,2080,
안산시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,4897,5014,5253,5273,4557,4698,
안산시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,4969,4882,4967,5042,5937,5785,
안산시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,11214,10164,10810,10389,10623,10152,
과천시,합계,사업체수[개],개,3740,3628,3675,3697,6068,6039,
과천시,합계,여성대표자 사업체수[개],개,1439,1408,1435,1424,2131,2210,
과천시,합계,종사자수[명],명,34018,34844,34827,34834,37188,37242,
과천시,합계,남성 종사자수[명],명,19799,20898,20852,20734,22186,22218,
과천시,합계,여성 종사자수[명],명,14219,13946,13975,14100,15002,15024,
과천시,농업 임업 및 어업,사업체수[개],개,5,4,3,3,10,8,
과천시,농업 임업 및 어업,종사자수[명],명,34,26,20,18,33,43,
과천시,광업,사업체수[개],개,-,-,-,-,-,-,
과천시,광업,종사자수[명],명,-,-,-,-,-,-,
과천시,제조업,사업체수[개],개,81,86,79,76,150,140,
과천시,제조업,종사자수[명],명,359,385,328,307,450,441,
과천시,전기가스증기 및 공기조절 공급업,사업체수[개],개,3,-,-,1,9,6,
과천시,전기가스증기 및 공기조절 공급업,종사자수[명],명,88,-,-,2,13,7,
과천시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,9,12,14,14,20,18,
과천시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,119,290,334,354,368,361,
과천시,건설업,사업체수[개],개,159,146,141,137,275,256,
과천시,건설업,종사자수[명],명,2431,2645,2426,2356,2855,3463,
과천시,도매 및 소매업,사업체수[개],개,1356,1314,1295,1338,2225,2154,
과천시,도매 및 소매업,종사자수[명],명,5214,5069,4309,4388,5453,5431,
과천시,운수 및 창고업,사업체수[개],개,293,290,307,292,505,476,
과천시,운수 및 창고업,종사자수[명],명,890,926,946,861,984,960,
과천시,숙박 및 음식점업,사업체수[개],개,548,531,538,525,552,579,
과천시,숙박 및 음식점업,종사자수[명],명,2302,2231,2322,2266,2063,2211,
과천시,정보통신업,사업체수[개],개,40,43,41,43,173,203,
과천시,정보통신업,종사자수[명],명,1626,1835,1475,1236,1494,1605,
과천시,금융 및 보험업,사업체수[개],개,32,32,34,34,47,49,
과천시,금융 및 보험업,종사자수[명],명,578,649,685,567,639,581,
과천시,부동산업,사업체수[개],개,210,190,218,227,352,368,
과천시,부동산업,종사자수[명],명,879,772,819,825,1866,1022,
과천시,"전문, 과학 및 기술서비스업",사업체수[개],개,118,105,113,136,281,295,
과천시,"전문, 과학 및 기술서비스업",종사자수[명],명,3923,4430,4180,5452,4049,4456,
과천시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,51,49,51,58,120,116,
과천시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,1700,1761,2399,2262,2492,1546,
과천시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,32,34,34,32,31,33,
과천시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,4852,5030,5418,4581,5022,5246,
과천시,교육서비스업,사업체수[개],개,246,243,241,237,296,330,
과천시,교육서비스업,종사자수[명],명,1908,1865,1894,1849,1631,1888,
과천시,보건업 및 사회복지서비스업,사업체수[개],개,149,151,156,154,165,181,
과천시,보건업 및 사회복지서비스업,종사자수[명],명,1412,1500,1716,1762,1916,2115,
과천시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,93,90,95,87,504,473,
과천시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,4711,4518,4599,4795,4852,4800,
과천시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,315,308,315,303,353,354,
과천시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,992,912,957,953,1008,1066,
오산시,합계,사업체수[개],개,11665,12356,13050,13167,19532,20094,
오산시,합계,여성대표자 사업체수[개],개,4613,4911,5160,5177,7367,7597,
오산시,합계,종사자수[명],명,61730,64382,68453,72006,76578,77284,
오산시,합계,남성 종사자수[명],명,32035,33519,36014,38207,41934,42057,
오산시,합계,여성 종사자수[명],명,29695,30863,32439,33799,34644,35227,
오산시,농업 임업 및 어업,사업체수[개],개,2,4,4,2,7,4,
오산시,농업 임업 및 어업,종사자수[명],명,38,48,49,43,63,59,
오산시,광업,사업체수[개],개,-,-,-,-,-,-,
오산시,광업,종사자수[명],명,-,-,-,-,-,-,
오산시,제조업,사업체수[개],개,782,862,928,879,1378,1410,
오산시,제조업,종사자수[명],명,10573,11390,11748,12496,14030,14237,
오산시,전기가스증기 및 공기조절 공급업,사업체수[개],개,4,3,3,3,15,19,
오산시,전기가스증기 및 공기조절 공급업,종사자수[명],명,145,134,136,135,150,114,
오산시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,37,35,42,35,54,69,
오산시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,433,435,474,560,603,736,
오산시,건설업,사업체수[개],개,354,378,423,422,1710,1895,
오산시,건설업,종사자수[명],명,3217,3574,4882,5308,5890,6256,
오산시,도매 및 소매업,사업체수[개],개,2593,2696,2744,2683,4501,4673,
오산시,도매 및 소매업,종사자수[명],명,8824,9295,9460,9556,10380,10627,
오산시,운수 및 창고업,사업체수[개],개,1667,1762,1966,2068,2342,2448,
오산시,운수 및 창고업,종사자수[명],명,3382,3277,3894,3865,4186,4148,
오산시,숙박 및 음식점업,사업체수[개],개,2438,2549,2670,2714,3047,3010,
오산시,숙박 및 음식점업,종사자수[명],명,7610,8032,8623,9024,7638,7478,
오산시,정보통신업,사업체수[개],개,36,50,52,42,208,235,
오산시,정보통신업,종사자수[명],명,293,392,335,281,531,577,
오산시,금융 및 보험업,사업체수[개],개,77,82,85,83,119,116,
오산시,금융 및 보험업,종사자수[명],명,1049,1138,1025,989,1230,1112,
오산시,부동산업,사업체수[개],개,471,449,472,502,969,1009,
오산시,부동산업,종사자수[명],명,1208,1128,1490,1408,2110,2239,
오산시,"전문, 과학 및 기술서비스업",사업체수[개],개,161,171,192,209,480,530,
오산시,"전문, 과학 및 기술서비스업",종사자수[명],명,1224,1071,1231,1628,2040,2295,
오산시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,243,312,331,344,838,714,
오산시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,5166,5551,5504,5860,6588,5954,
오산시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,24,24,23,24,25,26,
오산시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,1950,1444,1350,1572,2207,2182,
오산시,교육서비스업,사업체수[개],개,606,638,679,654,914,1004,
오산시,교육서비스업,종사자수[명],명,6526,6859,6973,7206,6778,6840,
오산시,보건업 및 사회복지서비스업,사업체수[개],개,531,568,584,605,636,657,
오산시,보건업 및 사회복지서비스업,종사자수[명],명,5685,6264,6853,7371,7699,8043,
오산시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,411,494,499,528,584,592,
오산시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,1342,1375,1469,1598,1387,1252,
오산시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,1228,1279,1353,1370,1705,1683,
오산시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,3065,2975,2957,3106,3068,3135,
시흥시,합계,사업체수[개],개,38842,39810,41471,43361,68001,69637,
시흥시,합계,여성대표자 사업체수[개],개,11660,12226,13000,13848,21153,22091,
시흥시,합계,종사자수[명],명,190811,195655,202629,210182,241657,242187,
시흥시,합계,남성 종사자수[명],명,124330,125527,128687,132522,153482,151729,
시흥시,합계,여성 종사자수[명],명,66481,70128,73942,77660,88175,90458,
시흥시,농업 임업 및 어업,사업체수[개],개,6,6,6,6,27,26,
시흥시,농업 임업 및 어업,종사자수[명],명,21,25,17,13,61,69,
시흥시,광업,사업체수[개],개,-,-,-,-,1,-,
시흥시,광업,종사자수[명],명,-,-,-,-,3,-,
시흥시,제조업,사업체수[개],개,11992,12128,12194,11991,17356,16990,
시흥시,제조업,종사자수[명],명,90446,92131,92375,91805,98139,94158,
시흥시,전기가스증기 및 공기조절 공급업,사업체수[개],개,5,5,7,8,59,65,
시흥시,전기가스증기 및 공기조절 공급업,종사자수[명],명,180,160,162,168,184,249,
시흥시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,92,91,101,98,176,174,
시흥시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,826,741,783,799,1312,1245,
시흥시,건설업,사업체수[개],개,988,1005,1098,1123,4573,4739,
시흥시,건설업,종사자수[명],명,7403,8392,8334,8380,14761,15558,
시흥시,도매 및 소매업,사업체수[개],개,8588,8873,9153,9504,16628,17088,
시흥시,도매 및 소매업,종사자수[명],명,26704,27228,28272,29393,37370,37880,
시흥시,운수 및 창고업,사업체수[개],개,3545,3529,3769,4351,6735,7351,
시흥시,운수 및 창고업,종사자수[명],명,7178,7211,7623,8492,11088,11752,
시흥시,숙박 및 음식점업,사업체수[개],개,5157,5460,5794,6251,7421,7574,
시흥시,숙박 및 음식점업,종사자수[명],명,14512,15668,17133,18412,16657,17264,
시흥시,정보통신업,사업체수[개],개,97,110,111,124,606,689,
시흥시,정보통신업,종사자수[명],명,731,662,726,803,1372,1581,
시흥시,금융 및 보험업,사업체수[개],개,170,181,182,181,264,253,
시흥시,금융 및 보험업,종사자수[명],명,2028,2070,1822,1870,1959,1983,
시흥시,부동산업,사업체수[개],개,1476,1408,1491,1612,2737,2732,
시흥시,부동산업,종사자수[명],명,3498,3209,3445,3744,5478,5524,
시흥시,"전문, 과학 및 기술서비스업",사업체수[개],개,478,508,547,613,1408,1528,
시흥시,"전문, 과학 및 기술서비스업",종사자수[명],명,2874,3044,3371,3572,4312,5006,
시흥시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,297,447,471,485,1468,1408,
시흥시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,3257,3560,3784,4119,7480,6318,
시흥시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,52,52,53,54,53,56,
시흥시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,3129,3065,3538,3884,4292,4326,
시흥시,교육서비스업,사업체수[개],개,1213,1275,1401,1530,2051,2315,
시흥시,교육서비스업,종사자수[명],명,9621,9909,10747,12083,12133,12785,
시흥시,보건업 및 사회복지서비스업,사업체수[개],개,978,1055,1123,1208,1353,1416,
시흥시,보건업 및 사회복지서비스업,종사자수[명],명,10117,10918,12387,13489,15990,17554,
시흥시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,934,1051,1145,1249,1388,1426,
시흥시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,2352,2499,2736,3130,2792,2633,
시흥시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,2774,2626,2825,2973,3697,3807,
시흥시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,5934,5163,5374,6026,6274,6302,
군포시,합계,사업체수[개],개,17132,17286,17736,17973,26142,26843,
군포시,합계,여성대표자 사업체수[개],개,6203,6291,6418,6515,9000,9357,
군포시,합계,종사자수[명],명,100763,103134,108524,110548,112854,115375,
군포시,합계,남성 종사자수[명],명,55488,57146,59412,60700,64562,65448,
군포시,합계,여성 종사자수[명],명,45275,45988,49112,49848,48292,49927,
군포시,농업 임업 및 어업,사업체수[개],개,-,-,2,2,7,7,
군포시,농업 임업 및 어업,종사자수[명],명,-,-,10,4,9,12,
군포시,광업,사업체수[개],개,-,-,-,-,-,-,
군포시,광업,종사자수[명],명,-,-,-,-,-,-,
군포시,제조업,사업체수[개],개,3010,3078,3125,3037,3875,3962,
군포시,제조업,종사자수[명],명,27516,28186,28265,27919,29314,29566,
군포시,전기가스증기 및 공기조절 공급업,사업체수[개],개,4,3,3,5,13,11,
군포시,전기가스증기 및 공기조절 공급업,종사자수[명],명,161,152,146,159,116,115,
군포시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,33,34,35,42,52,52,
군포시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,300,369,368,388,487,503,
군포시,건설업,사업체수[개],개,553,586,601,616,1649,1698,
군포시,건설업,종사자수[명],명,4796,5023,5753,5847,6963,6181,
군포시,도매 및 소매업,사업체수[개],개,3380,3375,3389,3367,5811,5936,
군포시,도매 및 소매업,종사자수[명],명,11921,12545,12759,12628,14570,14517,
군포시,운수 및 창고업,사업체수[개],개,1729,1686,1876,2089,3541,3619,
군포시,운수 및 창고업,종사자수[명],명,8593,9298,9972,10388,10998,11481,
군포시,숙박 및 음식점업,사업체수[개],개,2662,2703,2725,2753,2984,3064,
군포시,숙박 및 음식점업,종사자수[명],명,8099,8633,9282,9381,7801,8083,
군포시,정보통신업,사업체수[개],개,136,138,139,138,523,600,
군포시,정보통신업,종사자수[명],명,1076,1199,1297,1258,1621,1802,
군포시,금융 및 보험업,사업체수[개],개,98,94,95,97,116,107,
군포시,금융 및 보험업,종사자수[명],명,873,966,914,892,778,789,
군포시,부동산업,사업체수[개],개,787,742,788,800,1192,1288,
군포시,부동산업,종사자수[명],명,2607,2310,2511,2578,2883,2953,
군포시,"전문, 과학 및 기술서비스업",사업체수[개],개,436,440,468,476,882,960,
군포시,"전문, 과학 및 기술서비스업",종사자수[명],명,4402,4128,4184,4493,4700,4797,
군포시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,204,275,290,285,697,621,
군포시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,6593,6431,7511,7195,6592,6697,
군포시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,26,27,27,28,27,28,
군포시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,2230,1768,1613,1647,1735,1959,
군포시,교육서비스업,사업체수[개],개,1076,1072,1079,1077,1293,1355,
군포시,교육서비스업,종사자수[명],명,7980,8080,8608,8747,7739,7496,
군포시,보건업 및 사회복지서비스업,사업체수[개],개,724,765,774,783,779,808,
군포시,보건업 및 사회복지서비스업,종사자수[명],명,7083,8212,9177,10123,10176,12268,
군포시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,512,541,554,572,648,676,
군포시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,1823,2012,2147,2248,1955,1847,
군포시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,1762,1727,1766,1806,2053,2051,
군포시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,4710,3822,4007,4653,4417,4309,
의왕시,합계,사업체수[개],개,8498,8602,8959,9204,13244,13761,
의왕시,합계,여성대표자 사업체수[개],개,3018,3062,3199,3233,4526,4829,
의왕시,합계,종사자수[명],명,48363,50573,54870,55075,57485,61890,
의왕시,합계,남성 종사자수[명],명,29850,30862,33964,33242,34678,37718,
의왕시,합계,여성 종사자수[명],명,18513,19711,20906,21833,22807,24172,
의왕시,농업 임업 및 어업,사업체수[개],개,3,2,2,2,12,10,
의왕시,농업 임업 및 어업,종사자수[명],명,36,6,6,6,23,29,
의왕시,광업,사업체수[개],개,-,-,-,-,-,-,
의왕시,광업,종사자수[명],명,-,-,-,-,-,-,
의왕시,제조업,사업체수[개],개,1055,1085,1114,1095,1413,1393,
의왕시,제조업,종사자수[명],명,10080,10323,10256,10216,9354,10009,
의왕시,전기가스증기 및 공기조절 공급업,사업체수[개],개,4,2,2,2,15,17,
의왕시,전기가스증기 및 공기조절 공급업,종사자수[명],명,67,32,37,33,47,48,
의왕시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,21,25,26,26,39,42,
의왕시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,116,244,238,256,250,280,
의왕시,건설업,사업체수[개],개,301,312,339,345,778,758,
의왕시,건설업,종사자수[명],명,2376,2514,3256,2961,4291,3888,
의왕시,도매 및 소매업,사업체수[개],개,1851,1828,1875,1876,3313,3473,
의왕시,도매 및 소매업,종사자수[명],명,6475,6806,7246,7368,8707,9157,
의왕시,운수 및 창고업,사업체수[개],개,1111,1150,1316,1473,1814,1956,
의왕시,운수 및 창고업,종사자수[명],명,4305,4476,4954,4725,4466,4947,
의왕시,숙박 및 음식점업,사업체수[개],개,1330,1335,1334,1351,1436,1500,
의왕시,숙박 및 음식점업,종사자수[명],명,4164,4242,4469,4769,4326,4620,
의왕시,정보통신업,사업체수[개],개,81,89,97,106,342,416,
의왕시,정보통신업,종사자수[명],명,1315,1834,1981,2129,2568,2799,
의왕시,금융 및 보험업,사업체수[개],개,40,41,41,42,68,70,
의왕시,금융 및 보험업,종사자수[명],명,383,371,350,384,400,405,
의왕시,부동산업,사업체수[개],개,446,442,455,493,702,744,
의왕시,부동산업,종사자수[명],명,1578,1535,1604,1552,1847,1936,
의왕시,"전문, 과학 및 기술서비스업",사업체수[개],개,218,222,249,254,623,653,
의왕시,"전문, 과학 및 기술서비스업",종사자수[명],명,4492,4566,5092,5115,6101,6636,
의왕시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,90,103,110,123,310,273,
의왕시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,1277,1170,1919,1463,1233,2134,
의왕시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,25,26,27,27,27,29,
의왕시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,1804,1987,2170,2343,2178,2603,
의왕시,교육서비스업,사업체수[개],개,434,435,441,461,581,646,
의왕시,교육서비스업,종사자수[명],명,3485,3524,3533,3868,3535,3782,
의왕시,보건업 및 사회복지서비스업,사업체수[개],개,371,378,384,390,413,425,
의왕시,보건업 및 사회복지서비스업,종사자수[명],명,3571,4083,4576,4743,5203,5597,
의왕시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,239,259,270,281,331,367,
의왕시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,780,900,1107,1094,904,1039,
의왕시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,878,868,877,857,1027,989,
의왕시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,2059,1960,2076,2050,2052,1981,
하남시,합계,사업체수[개],개,13154,13848,15328,16598,31453,32386,
하남시,합계,여성대표자 사업체수[개],개,4293,4605,5183,5769,10653,11105,
하남시,합계,종사자수[명],명,64943,68574,76219,84289,106177,113692,
하남시,합계,남성 종사자수[명],명,38838,39911,43856,47805,62204,65799,
하남시,합계,여성 종사자수[명],명,26105,28663,32363,36484,43973,47893,
하남시,농업 임업 및 어업,사업체수[개],개,1,2,3,4,16,12,
하남시,농업 임업 및 어업,종사자수[명],명,3,8,13,18,55,50,
하남시,광업,사업체수[개],개,-,-,-,-,-,-,
하남시,광업,종사자수[명],명,-,-,-,-,-,-,
하남시,제조업,사업체수[개],개,1444,1436,1470,1566,2719,2836,
하남시,제조업,종사자수[명],명,8693,8749,8771,9572,11828,12402,
하남시,전기가스증기 및 공기조절 공급업,사업체수[개],개,8,5,5,5,31,38,
하남시,전기가스증기 및 공기조절 공급업,종사자수[명],명,347,178,199,188,302,395,
하남시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,22,28,30,32,56,53,
하남시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,78,378,332,408,543,511,
하남시,건설업,사업체수[개],개,597,590,620,648,2023,1954,
하남시,건설업,종사자수[명],명,5571,5367,5769,6424,9710,10055,
하남시,도매 및 소매업,사업체수[개],개,4692,4867,5243,5529,11272,11231,
하남시,도매 및 소매업,종사자수[명],명,20286,21106,23246,24547,31991,33011,
하남시,운수 및 창고업,사업체수[개],개,1283,1290,1603,1471,2545,2919,
하남시,운수 및 창고업,종사자수[명],명,3955,4112,4552,4502,5235,5901,
하남시,숙박 및 음식점업,사업체수[개],개,1649,1821,2016,2319,2944,3168,
하남시,숙박 및 음식점업,종사자수[명],명,5926,6765,7882,8837,8744,9534,
하남시,정보통신업,사업체수[개],개,71,68,89,160,1337,1084,
하남시,정보통신업,종사자수[명],명,816,926,992,989,2865,3360,
하남시,금융 및 보험업,사업체수[개],개,62,68,68,76,126,136,
하남시,금융 및 보험업,종사자수[명],명,824,784,747,753,846,923,
하남시,부동산업,사업체수[개],개,735,669,775,892,1752,1821,
하남시,부동산업,종사자수[명],명,2349,1777,2092,2549,3627,3831,
하남시,"전문, 과학 및 기술서비스업",사업체수[개],개,210,230,290,358,1411,1471,
하남시,"전문, 과학 및 기술서비스업",종사자수[명],명,1609,1520,1717,2065,3985,4533,
하남시,사업시설관리 및 사업지원 및 임대서비스업,사업체수[개],개,109,238,265,286,858,825,
하남시,사업시설관리 및 사업지원 및 임대서비스업,종사자수[명],명,1086,2166,3073,3679,4432,4635,
하남시,"공공행정, 국방 및 사회보장행정",사업체수[개],개,32,31,31,33,34,35,
하남시,"공공행정, 국방 및 사회보장행정",종사자수[명],명,1737,1627,1815,1867,2314,2476,
하남시,교육서비스업,사업체수[개],개,449,510,606,708,1087,1289,
하남시,교육서비스업,종사자수[명],명,3817,4298,4792,5691,5845,6669,
하남시,보건업 및 사회복지서비스업,사업체수[개],개,467,544,614,662,733,826,
하남시,보건업 및 사회복지서비스업,종사자수[명],명,3959,4640,5431,6773,8117,9115,
하남시,"예술, 스포츠 및 여가관련서비스업",사업체수[개],개,264,309,362,432,620,665,
하남시,"예술, 스포츠 및 여가관련서비스업",종사자수[명],명,1450,1603,1925,2019,1843,2110,
하남시,"협회 및 단체, 수리 기타 개인서비스업",사업체수[개],개,1059,1142,1238,1417,1889,2023,
하남시,"협회 및 단체, 수리 기타 개인서비스업",종사자수[명],명,2437,2570,2871,3408,3895,4181,
용인시,합계,사업체수[개],개,48111,49635,52723,55828,95663,98465,
용인시,합계,여성대표자 사업체수[개],개,18731,19554,20825,21814,35911,37154,
용인시,합계,종사자수[명],명,308086,314118,337516,351012,408924,414867,
용인시,합계,남성 종사자수[명],명,175323,175709,188271,196146,235750,240505,
용인시,합계,여성 종사자수[명],명,132763,138409,149245,154866,173174,174362,
용인시,농업 임업 및 어업,사업체수[개],개,22,25,35,34,124,124,
용인시,농업 임업 및 어업,종사자수[명],명,151,175,226,218,578,557,
용인시,광업,사업체수[개],개,11,11,9,10,14,16,
용인시,광업,종사자수[명],명,192,201,266,280,239,276,
용인시,제조업,사업체수[개],개,4022,4066,4322,4482,6703,6861,
용인시,제조업,종사자수[명],명,57725,56148,56238,59389,61538,63467,
용인시,전기가스증기 및 공기조절 공급업,사업체수[개],개,17,14,14,20,198,204,
용인시,전기가스증기 및 공기조절 공급업,종사자수[명],명,366,213,218,255,443,463,
용인시,"수도, 하수 및 폐기물 처리, 원료 재생업",사업체수[개],개,102,106,104,104,160,166,
용인시,"수도, 하수 및 폐기물 처리, 원료 재생업",종사자수[명],명,1715,1735,1775,1813,2298,2362,
용인시,건설업,사업체수[개],개,1520,1579,1683,1760,6848,6992,
용인시,건설업,종사자수[명],명,15540,15778,17934,18480,31917,31122,
용인시,도매 및 소매업,사업체수[개],개,11044,11219,11945,12455,24845,25701,
용인시,도매 및 소매업,종사자수[명],명,40969,42552,48139,49690,61227,64805,
