행정구역(동읍면)별,2015,2016,2017,2018,2019,2020,2021
전북특별자치도 순창군,0.136377081323048,0.0619956394072507,0.0720772489509525,0.0046943106806007,-0.1141146149610623,-0.0457226777230182,-0.1416736099269709
전북특별자치도 완주군,0.7913203947137987,0.4213233988467491,0.4274767441665056,0.2196920405366735,0.1039961057883579,0.2208730138592316,0.2313129608096542
전북특별자치도 익산시,0.8224477568462696,0.7492472178510041,0.7126723337311544,0.4666562778502915,0.3646089349520187,0.3032582406170799,0.2985707273439735
전북특별자치도 임실군,0.2191400459934981,0.1146006331841113,0.1259240408829807,0.1030948367950596,-0.150781365089684,-0.350991309967945,-0.0543017044624353
전북특별자치도 장수군,0.1572041685044471,0.3290132460547588,-0.1313020289919821,0.2520230014080644,-0.1791054913346999,-0.0281372181996206,-0.0257662153012215
전북특별자치도 전주시,1.8243472398317209,1.6767745721708855,1.458810594719097,1.3645326644567646,1.2211936707157574,1.067117367928415,0.9249706938066836
전북특별자치도 정읍시,0.1863696732785884,0.2091457919362183,0.1682948506010807,0.1218465145700132,0.0895299289068306,0.0616723622970378,0.0679939655358017
전북특별자치도 진안군,0.059286801832779,0.104170599023273,0.2439750061891259,0.0126113588669717,0.0351966220867514,0.0033054305534124,0.0130712801197093
제주특별자치도 서귀포시,0.8317692020679924,0.8179125284172639,0.8346814075208815,0.6608179353276538,0.508148865816631,0.4577270877316977,0.4801712983869677
제주특별자치도 제주시,1.722251909989231,1.6361066837356766,1.5071932047800376,1.411699003782926,1.237558283316197,1.0888848031847966,0.9632769332969816
충청남도 계룡시,3.912474323463607,3.555212686312748,3.151104794561221,2.504200457024904,1.9465910372358328,1.634021061312348,1.485324343160772
충청남도 공주시,0.1971921318104126,0.2403627332762803,0.2025230892423583,0.2189708034086116,0.1659589996519033,0.0759756404439559,0.1310028697363801
충청남도 금산군,0.1664499022459119,0.1563436744424345,0.0485146735351678,0.0580793503631378,-0.0129376006378979,0.0088956482556915,0.0337727788859929
충청남도 논산시,0.2915297236465347,0.2270556027441814,0.220400576697382,0.1150172338192138,0.131645659438315,0.0609281401847877,0.0823436578747737
충청남도 당진시,0.7440730053155037,0.6956165383386297,0.6157852329044827,0.5579852360272332,0.4450738507771264,0.3874664325673552,0.4348002452826671
충청남도 보령시,0.3627010901359951,0.2346492055924446,0.2326842399812792,0.1649172848859549,0.1608952716335795,0.1386281807172997,0.0767699324531621
충청남도 부여군,0.104862602057986,0.0449725325134077,0.0162363865113591,0.0309613857129862,-0.0415765728856831,-0.0582043838142313,-0.0357517266673702
충청남도 서산시,0.8510037242212019,0.7185166388913393,0.6836512332742425,0.6874272893230003,0.5500896194899084,0.5055572240780033,0.470681742540169
충청남도 서천군,0.0309691070105782,0.0233296762046638,0.0064682535633979,-0.0921390165072861,-0.0831625376747977,-0.0337907562359749,-0.026329873625882
충청남도 아산시,1.9529343361561835,1.8732499044938025,1.811947743731332,1.524231878558515,1.370217416173929,1.204468686885035,1.2964768794829828
충청남도 예산군,0.0371400636045384,-0.0753365703522779,0.0741338819822035,0.1766377101553807,0.0704397770949614,0.0285042347373594,0.0399921727460015
충청남도 천안시,3.66441971080309,3.530598247040254,3.2079155145401743,2.9662867697010675,2.564292361256537,2.2093915202421868,1.862431823512092
충청남도 청양군,0.2416842326448112,0.2651024691146498,0.2238858505203407,0.0258029638772046,-0.0071014783517969,-0.0728831804282231,0.0420287172172818
충청남도 태안군,0.3296457668133521,0.2526875957444668,0.2073588254783854,0.0700291476611035,0.0911763484980041,0.0723182737114472,0.0495952466944663
충청남도 홍성군,0.5882767312581592,0.74345715584611,0.503496179102024,0.2876267570743423,0.2522769327996179,0.2444507646405751,0.2122322484882564
충청북도 괴산군,0.2500175067927711,0.2026560122945831,0.1781038143412599,0.1804383817111435,0.1386645290095171,0.1597090324613598,-0.0741748489098617
충청북도 단양군,0.169283165206637,0.1384634970199086,0.1317712189827578,0.2145582626460613,0.0038530978702661,-0.0642138290389563,-0.0602593423755946
충청북도 보은군,0.1928773849555928,0.1519729520774086,0.1191277567464887,0.0503127792171712,-0.0692014415933443,0.0144316958038548,0.0387238648842765
충청북도 영동군,0.2059282452081899,0.1884806241759857,0.1337472789196063,0.0774438400746327,-0.0044653490378844,-0.080752102185669,-0.1542461685267591
충청북도 옥천군,0.2485872963971352,0.2122942767016846,0.1250607073782418,0.1568240389930503,0.1166690672724743,0.0844634560395355,0.152630746112386
충청북도 음성군,0.6625011710996592,0.6682125233440808,0.4426197818745928,0.2994689382120622,0.2880076973124567,0.147505220102899,0.2182581929367398
충청북도 제천시,0.5849952663949483,0.6000492394892003,0.4981920696916875,0.375709618307554,0.33941409891118,0.2264443635413977,0.212089046758668
충청북도 증평군,1.4373833198513473,1.0970988236335135,0.942795508788512,0.5975904651704705,0.6453673033867466,0.4145451966208976,0.3749188868699867
충청북도 진천군,0.9818034501768188,0.896069876492903,1.0648107011118193,1.0884513182504518,0.926369519383337,0.8616262382216358,0.7434834936442202
충청북도 청주시,2.3329718516471902,2.1760351197861327,1.880832934722077,1.675349874315326,1.4590234272428335,1.287068836567658,1.1275248616004556
충청북도 충주시,0.713414573781605,0.6992673542896669,0.5949086028738945,0.6066612797407085,0.4736511654599808,0.3868245065608546,0.3455813214268833
