"행정구역(동읍면)별","5세별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"여수시","100+","남자인구수[명]","명","15","14","14","12","15","17","4","6","7",
"여수시","100+","여자인구수[명]","명","85","86","78","78","83","88","34","51","55",
"순천시","15 - 19세","총인구수[명]","명","21912","20826","19347","18253","17052","15779","14871","14623","14397",
"순천시","15 - 19세","남자인구수[명]","명","11456","10946","10222","9647","9012","8303","7713","7558","7440",
"순천시","15 - 19세","여자인구수[명]","명","10456","9880","9125","8606","8040","7476","7158","7065","6957",
"순천시","20 - 24세","총인구수[명]","명","21865","21633","21412","20812","20013","19638","18762","17336","16400",
"순천시","20 - 24세","남자인구수[명]","명","11779","11720","11645","11308","10788","10625","10228","9525","9019",
"순천시","20 - 24세","여자인구수[명]","명","10086","9913","9767","9504","9225","9013","8534","7811","7381",
"순천시","25 - 29세","총인구수[명]","명","14268","14768","15494","16180","16832","17915","17977","17626","17157",
"순천시","25 - 29세","남자인구수[명]","명","7641","7894","8248","8639","9101","9749","9750","9635","9342",
"순천시","25 - 29세","여자인구수[명]","명","6627","6874","7246","7541","7731","8166","8227","7991","7815",
"순천시","30 - 34세","총인구수[명]","명","16646","15973","15237","14650","14479","14641","15151","15489","16305",
"순천시","30 - 34세","남자인구수[명]","명","8482","8158","7727","7449","7435","7623","7951","8062","8618",
"순천시","30 - 34세","여자인구수[명]","명","8164","7815","7510","7201","7044","7018","7200","7427","7687",
"순천시","35 - 39세","총인구수[명]","명","18813","18854","19003","19388","18995","18476","17612","16449","15771",
"순천시","35 - 39세","남자인구수[명]","명","9255","9355","9546","9749","9588","9381","8951","8398","8038",
"순천시","35 - 39세","여자인구수[명]","명","9558","9499","9457","9639","9407","9095","8661","8051","7733",
"순천시","40 - 44세","총인구수[명]","명","23040","21934","21196","19960","19611","19993","20127","19988","20173",
"순천시","40 - 44세","남자인구수[명]","명","11327","10704","10241","9678","9484","9824","9969","9952","10128",
"순천시","40 - 44세","여자인구수[명]","명","11713","11230","10955","10282","10127","10169","10158","10036","10045",
"순천시","45 - 49세","총인구수[명]","명","25232","25308","25266","24584","24119","23461","22360","21542","20303",
"순천시","45 - 49세","남자인구수[명]","명","12688","12628","12589","12164","12031","11561","10971","10458","9879",
"순천시","45 - 49세","여자인구수[명]","명","12544","12680","12677","12420","12088","11900","11389","11084","10424",
"순천시","65 - 69세","총인구수[명]","명","11168","11721","11937","12038","12586","13637","14341","15368","16986",
"순천시","65 - 69세","남자인구수[명]","명","5442","5766","5946","6027","6280","6852","7164","7659","8519",
"순천시","65 - 69세","여자인구수[명]","명","5726","5955","5991","6011","6306","6785","7177","7709","8467",
"순천시","70 - 74세","총인구수[명]","명","9092","8839","8941","9238","9954","10710","11181","11371","11435",
"순천시","70 - 74세","남자인구수[명]","명","3929","3904","4067","4276","4696","5091","5371","5539","5603",
"순천시","70 - 74세","여자인구수[명]","명","5163","4935","4874","4962","5258","5619","5810","5832","5832",
"순천시","75 - 79세","총인구수[명]","명","7843","8149","8707","8793","8526","8319","8103","8178","8497",
"순천시","75 - 79세","남자인구수[명]","명","3018","3205","3445","3517","3467","3399","3408","3512","3749",
"순천시","75 - 79세","여자인구수[명]","명","4825","4944","5262","5276","5059","4920","4695","4666","4748",
"순천시","80 - 84세","총인구수[명]","명","5056","5435","5820","6112","6380","6510","6792","7270","7398",
"순천시","80 - 84세","남자인구수[명]","명","1646","1769","1918","2025","2175","2295","2451","2650","2708",
"순천시","80 - 84세","여자인구수[명]","명","3410","3666","3902","4087","4205","4215","4341","4620","4690",
"순천시","85 - 89세","총인구수[명]","명","2534","2665","2856","3057","3350","3609","3924","4083","4273",
"순천시","85 - 89세","남자인구수[명]","명","684","712","774","836","920","1001","1099","1136","1229",
"순천시","85 - 89세","여자인구수[명]","명","1850","1953","2082","2221","2430","2608","2825","2947","3044",
"순천시","90 - 94세","총인구수[명]","명","857","895","919","965","1138","1291","1368","1440","1577",
"순천시","90 - 94세","남자인구수[명]","명","178","183","184","201","246","272","289","315","336",
"순천시","90 - 94세","여자인구수[명]","명","679","712","735","764","892","1019","1079","1125","1241",
"순천시","95 - 99세","총인구수[명]","명","194","211","272","285","286","300","302","298","302",
"순천시","95 - 99세","남자인구수[명]","명","29","24","37","38","36","41","48","48","46",
"순천시","95 - 99세","여자인구수[명]","명","165","187","235","247","250","259","254","250","256",
"순천시","100+","총인구수[명]","명","51","46","46","54","53","69","51","53","49",
"순천시","100+","남자인구수[명]","명","9","7","2","4","7","8","2","4","4",
"순천시","100+","여자인구수[명]","명","42","39","44","50","46","61","49","49","45",
"나주시","15 - 19세","총인구수[명]","명","4745","4862","4792","4784","4781","4526","4463","4486","4638",
"나주시","15 - 19세","남자인구수[명]","명","2441","2521","2487","2447","2406","2333","2305","2322","2427",
"나주시","15 - 19세","여자인구수[명]","명","2304","2341","2305","2337","2375","2193","2158","2164","2211",
"나주시","20 - 24세","총인구수[명]","명","5507","5684","6010","6082","5867","5722","5575","5258","5009",
"나주시","20 - 24세","남자인구수[명]","명","2902","2948","3113","3165","3108","3048","3012","2838","2715",
"나주시","20 - 24세","여자인구수[명]","명","2605","2736","2897","2917","2759","2674","2563","2420","2294",
"나주시","25 - 29세","총인구수[명]","명","5014","5360","5934","6347","6489","6692","6636","6355","6381",
"나주시","25 - 29세","남자인구수[명]","명","2613","2774","3048","3270","3396","3532","3428","3280","3283",
"나주시","25 - 29세","여자인구수[명]","명","2401","2586","2886","3077","3093","3160","3208","3075","3098",
"나주시","30 - 34세","총인구수[명]","명","6034","6488","6704","6646","6547","6568","6682","6804","7132",
"나주시","30 - 34세","남자인구수[명]","명","3208","3368","3451","3406","3327","3384","3496","3529","3685",
"나주시","30 - 34세","여자인구수[명]","명","2826","3120","3253","3240","3220","3184","3186","3275","3447",
"나주시","35 - 39세","총인구수[명]","명","6462","7437","8274","8750","8369","8023","7743","7199","7033",
"나주시","35 - 39세","남자인구수[명]","명","3573","4003","4415","4639","4451","4216","4053","3704","3617",
"나주시","35 - 39세","여자인구수[명]","명","2889","3434","3859","4111","3918","3807","3690","3495","3416",
"나주시","40 - 44세","총인구수[명]","명","6770","7121","7623","7742","8044","8264","8615","8782","8986",
"나주시","40 - 44세","남자인구수[명]","명","4011","4198","4398","4363","4447","4480","4589","4674","4733",
"나주시","40 - 44세","여자인구수[명]","명","2759","2923","3225","3379","3597","3784","4026","4108","4253",
"나주시","45 - 49세","총인구수[명]","명","6963","7331","7788","8086","8252","8197","8131","8153","8053",
"나주시","45 - 49세","남자인구수[명]","명","4033","4234","4474","4676","4781","4683","4631","4603","4466",
"나주시","45 - 49세","여자인구수[명]","명","2930","3097","3314","3410","3471","3514","3500","3550","3587",
"나주시","65 - 69세","총인구수[명]","명","5926","6047","6207","6243","6412","6784","7306","7751","8353",
"나주시","65 - 69세","남자인구수[명]","명","2852","2959","3030","3089","3174","3381","3649","3934","4251",
"나주시","65 - 69세","여자인구수[명]","명","3074","3088","3177","3154","3238","3403","3657","3817","4102",
"나주시","70 - 74세","총인구수[명]","명","6069","5810","5515","5657","5843","5978","6059","6127","6061",
"나주시","70 - 74세","남자인구수[명]","명","2536","2436","2408","2547","2662","2808","2906","2928","2917",
"나주시","70 - 74세","여자인구수[명]","명","3533","3374","3107","3110","3181","3170","3153","3199","3144",
"나주시","75 - 79세","총인구수[명]","명","5278","5599","5960","5794","5703","5572","5285","4997","5129",
"나주시","75 - 79세","남자인구수[명]","명","1862","2046","2204","2206","2241","2206","2126","2116","2224",
"나주시","75 - 79세","여자인구수[명]","명","3416","3553","3756","3588","3462","3366","3159","2881","2905",
"나주시","80 - 84세","총인구수[명]","명","3351","3529","3827","4085","4181","4286","4582","4895","4763",
"나주시","80 - 84세","남자인구수[명]","명","1048","1123","1213","1298","1308","1366","1524","1665","1655",
"나주시","80 - 84세","여자인구수[명]","명","2303","2406","2614","2787","2873","2920","3058","3230","3108",
"나주시","85 - 89세","총인구수[명]","명","1641","1760","1873","2025","2146","2310","2398","2568","2712",
"나주시","85 - 89세","남자인구수[명]","명","422","430","460","494","540","615","638","680","737",
"나주시","85 - 89세","여자인구수[명]","명","1219","1330","1413","1531","1606","1695","1760","1888","1975",
"나주시","90 - 94세","총인구수[명]","명","493","538","582","615","734","816","905","961","1013",
"나주시","90 - 94세","남자인구수[명]","명","122","132","137","140","159","165","183","204","204",
"나주시","90 - 94세","여자인구수[명]","명","371","406","445","475","575","651","722","757","809",
"나주시","95 - 99세","총인구수[명]","명","141","148","163","179","176","175","175","157","185",
"나주시","95 - 99세","남자인구수[명]","명","30","33","37","34","42","45","46","40","44",
"나주시","95 - 99세","여자인구수[명]","명","111","115","126","145","134","130","129","117","141",
"나주시","100+","총인구수[명]","명","58","58","51","60","62","65","30","32","38",
"나주시","100+","남자인구수[명]","명","6","8","6","10","12","11","5","5","7",
"나주시","100+","여자인구수[명]","명","52","50","45","50","50","54","25","27","31",
"광양시","15 - 19세","총인구수[명]","명","12367","11925","10964","10163","9525","8265","7763","7741","7691",
"광양시","15 - 19세","남자인구수[명]","명","6477","6168","5672","5267","4936","4263","4058","4076","3949",
"광양시","15 - 19세","여자인구수[명]","명","5890","5757","5292","4896","4589","4002","3705","3665","3742",
"광양시","20 - 24세","총인구수[명]","명","11536","12024","12345","12279","11752","10618","9689","8978","8123",
"광양시","20 - 24세","남자인구수[명]","명","6454","6740","6909","6872","6682","6101","5550","5039","4679",
"광양시","20 - 24세","여자인구수[명]","명","5082","5284","5436","5407","5070","4517","4139","3939","3444",
"광양시","25 - 29세","총인구수[명]","명","8111","8519","8957","9485","9892","9586","9569","9991","9853",
"광양시","25 - 29세","남자인구수[명]","명","4464","4782","5058","5455","5815","5685","5657","5907","5765",
"광양시","25 - 29세","여자인구수[명]","명","3647","3737","3899","4030","4077","3901","3912","4084","4088",
"광양시","30 - 34세","총인구수[명]","명","10426","9988","9240","8661","8628","8190","8334","8946","9538",
"광양시","30 - 34세","남자인구수[명]","명","5439","5223","4843","4563","4604","4407","4543","4935","5323",
"광양시","30 - 34세","여자인구수[명]","명","4987","4765","4397","4098","4024","3783","3791","4011","4215",
"광양시","35 - 39세","총인구수[명]","명","11140","11446","11558","11698","11140","10347","9727","9156","8767",
"광양시","35 - 39세","남자인구수[명]","명","5647","5925","6048","6175","5923","5528","5174","4816","4642",
"광양시","35 - 39세","여자인구수[명]","명","5493","5521","5510","5523","5217","4819","4553","4340","4125",
"광양시","40 - 44세","총인구수[명]","명","12669","11948","11571","11220","11335","11138","11254","11490","11676",
"광양시","40 - 44세","남자인구수[명]","명","6301","5987","5789","5705","5798","5802","5952","6140","6235",
"광양시","40 - 44세","여자인구수[명]","명","6368","5961","5782","5515","5537","5336","5302","5350","5441",
"광양시","45 - 49세","총인구수[명]","명","15812","15904","15330","14615","13901","12756","11848","11582","11186",
"광양시","45 - 49세","남자인구수[명]","명","8460","8193","7738","7277","6936","6434","6041","5915","5824",
"광양시","45 - 49세","여자인구수[명]","명","7352","7711","7592","7338","6965","6322","5807","5667","5362",
"광양시","65 - 69세","총인구수[명]","명","4963","5361","5488","5575","6088","6570","6950","7664","8550",
"광양시","65 - 69세","남자인구수[명]","명","2511","2748","2841","2907","3144","3430","3659","4048","4523",
"광양시","65 - 69세","여자인구수[명]","명","2452","2613","2647","2668","2944","3140","3291","3616","4027",
"광양시","70 - 74세","총인구수[명]","명","3743","3657","3799","4066","4369","4743","5044","5229","5304",
"광양시","70 - 74세","남자인구수[명]","명","1547","1570","1681","1888","2068","2299","2485","2636","2705",
"광양시","70 - 74세","여자인구수[명]","명","2196","2087","2118","2178","2301","2444","2559","2593","2599",
"광양시","75 - 79세","총인구수[명]","명","3640","3645","3824","3796","3620","3418","3344","3473","3721",
"광양시","75 - 79세","남자인구수[명]","명","1404","1387","1487","1451","1385","1322","1367","1494","1668",
"광양시","75 - 79세","여자인구수[명]","명","2236","2258","2337","2345","2235","2096","1977","1979","2053",
"광양시","80 - 84세","총인구수[명]","명","2336","2525","2657","2842","3021","3061","3019","3191","3148",
"광양시","80 - 84세","남자인구수[명]","명","721","816","866","980","1046","1063","1031","1128","1116",
"광양시","80 - 84세","여자인구수[명]","명","1615","1709","1791","1862","1975","1998","1988","2063","2032",
"광양시","85 - 89세","총인구수[명]","명","1172","1293","1351","1398","1503","1627","1770","1875","1998",
"광양시","85 - 89세","남자인구수[명]","명","278","304","322","330","374","424","501","526","587",
"광양시","85 - 89세","여자인구수[명]","명","894","989","1029","1068","1129","1203","1269","1349","1411",
"광양시","90 - 94세","총인구수[명]","명","416","429","470","491","534","597","693","713","730",
"광양시","90 - 94세","남자인구수[명]","명","73","70","72","89","108","107","123","131","129",
"광양시","90 - 94세","여자인구수[명]","명","343","359","398","402","426","490","570","582","601",
"광양시","95 - 99세","총인구수[명]","명","66","86","100","128","145","148","156","160","168",
"광양시","95 - 99세","남자인구수[명]","명","14","15","14","14","15","17","17","16","20",
"광양시","95 - 99세","여자인구수[명]","명","52","71","86","114","130","131","139","144","148",
"광양시","100+","총인구수[명]","명","33","30","23","23","20","24","18","26","31",
"광양시","100+","남자인구수[명]","명","4","4","4","5","5","5","0","2","1",
"광양시","100+","여자인구수[명]","명","29","26","19","18","15","19","18","24","30",
"담양군","15 - 19세","총인구수[명]","명","2298","2237","2078","1921","1804","1675","1585","1561","1560",
"담양군","15 - 19세","남자인구수[명]","명","1227","1176","1096","1012","971","885","802","779","780",
"담양군","15 - 19세","여자인구수[명]","명","1071","1061","982","909","833","790","783","782","780",
"담양군","20 - 24세","총인구수[명]","명","2615","2608","2617","2652","2818","2611","2350","2048","1816",
"담양군","20 - 24세","남자인구수[명]","명","1426","1434","1427","1496","1723","1578","1415","1202","1043",
"담양군","20 - 24세","여자인구수[명]","명","1189","1174","1190","1156","1095","1033","935","846","773",
"담양군","25 - 29세","총인구수[명]","명","2165","2220","2258","2213","2259","2223","2193","2148","2015",
"담양군","25 - 29세","남자인구수[명]","명","1113","1146","1163","1165","1254","1278","1273","1265","1178",
"담양군","25 - 29세","여자인구수[명]","명","1052","1074","1095","1048","1005","945","920","883","837",
"담양군","30 - 34세","총인구수[명]","명","2226","2173","2031","1848","1756","1661","1623","1628","1709",
"담양군","30 - 34세","남자인구수[명]","명","1162","1121","1074","974","903","837","830","809","868",
"담양군","30 - 34세","여자인구수[명]","명","1064","1052","957","874","853","824","793","819","841",
"담양군","35 - 39세","총인구수[명]","명","2170","2209","2211","2183","2101","1983","1911","1776","1646",
"담양군","35 - 39세","남자인구수[명]","명","1243","1216","1214","1173","1142","1054","992","938","861",
"담양군","35 - 39세","여자인구수[명]","명","927","993","997","1010","959","929","919","838","785",
"담양군","40 - 44세","총인구수[명]","명","2922","2724","2589","2460","2225","2133","2185","2223","2182",
"담양군","40 - 44세","남자인구수[명]","명","1833","1678","1514","1464","1269","1208","1200","1227","1156",
"담양군","40 - 44세","여자인구수[명]","명","1089","1046","1075","996","956","925","985","996","1026",
"담양군","45 - 49세","총인구수[명]","명","3379","3485","3520","3325","3264","3054","2933","2690","2581",
"담양군","45 - 49세","남자인구수[명]","명","1960","2040","2093","1950","1954","1819","1712","1519","1485",
"담양군","45 - 49세","여자인구수[명]","명","1419","1445","1427","1375","1310","1235","1221","1171","1096",
"담양군","65 - 69세","총인구수[명]","명","3386","3397","3355","3346","3415","3622","3797","3983","4240",
"담양군","65 - 69세","남자인구수[명]","명","1652","1663","1669","1662","1701","1804","1935","2045","2199",
"담양군","65 - 69세","여자인구수[명]","명","1734","1734","1686","1684","1714","1818","1862","1938","2041",
"담양군","70 - 74세","총인구수[명]","명","3398","3126","2973","3020","3121","3297","3306","3260","3258",
"담양군","70 - 74세","남자인구수[명]","명","1419","1335","1309","1408","1502","1606","1603","1594","1581",
"담양군","70 - 74세","여자인구수[명]","명","1979","1791","1664","1612","1619","1691","1703","1666","1677",
"담양군","75 - 79세","총인구수[명]","명","3081","3257","3563","3459","3164","3049","2842","2753","2774",
"담양군","75 - 79세","남자인구수[명]","명","1182","1275","1419","1358","1231","1219","1174","1191","1267",
"담양군","75 - 79세","여자인구수[명]","명","1899","1982","2144","2101","1933","1830","1668","1562","1507",
"담양군","80 - 84세","총인구수[명]","명","1903","2057","2155","2336","2489","2530","2672","2915","2798",
"담양군","80 - 84세","남자인구수[명]","명","626","670","698","793","849","870","946","1053","1001",
"담양군","80 - 84세","여자인구수[명]","명","1277","1387","1457","1543","1640","1660","1726","1862","1797",
"담양군","85 - 89세","총인구수[명]","명","963","1003","1081","1116","1194","1305","1405","1471","1605",
"담양군","85 - 89세","남자인구수[명]","명","280","290","322","326","347","374","393","391","445",
"담양군","85 - 89세","여자인구수[명]","명","683","713","759","790","847","931","1012","1080","1160",
"담양군","90 - 94세","총인구수[명]","명","355","362","356","385","426","492","500","539","537",
"담양군","90 - 94세","남자인구수[명]","명","83","78","75","82","94","114","120","133","121",
"담양군","90 - 94세","여자인구수[명]","명","272","284","281","303","332","378","380","406","416",
"담양군","95 - 99세","총인구수[명]","명","97","105","115","125","121","106","113","109","127",
"담양군","95 - 99세","남자인구수[명]","명","13","18","24","21","26","25","25","20","26",
"담양군","95 - 99세","여자인구수[명]","명","84","87","91","104","95","81","88","89","101",
"담양군","100+","총인구수[명]","명","25","22","25","29","30","35","27","28","34",
"담양군","100+","남자인구수[명]","명","3","4","2","5","4","4","2","2","3",
"담양군","100+","여자인구수[명]","명","22","18","23","24","26","31","25","26","31",
"곡성군","15 - 19세","총인구수[명]","명","1612","1543","1452","1385","1291","1105","1035","917","896",
"곡성군","15 - 19세","남자인구수[명]","명","843","790","734","698","648","568","563","499","502",
"곡성군","15 - 19세","여자인구수[명]","명","769","753","718","687","643","537","472","418","394",
"곡성군","20 - 24세","총인구수[명]","명","1716","1659","1653","1612","1542","1300","1160","1084","1004",
"곡성군","20 - 24세","남자인구수[명]","명","923","890","863","845","804","687","637","605","572",
"곡성군","20 - 24세","여자인구수[명]","명","793","769","790","767","738","613","523","479","432",
"곡성군","25 - 29세","총인구수[명]","명","1080","1108","1125","1124","1088","1087","1013","1031","1025",
"곡성군","25 - 29세","남자인구수[명]","명","581","607","618","613","610","607","563","552","562",
"곡성군","25 - 29세","여자인구수[명]","명","499","501","507","511","478","480","450","479","463",
"곡성군","30 - 34세","총인구수[명]","명","1160","1056","1012","884","787","744","762","738","772",
"곡성군","30 - 34세","남자인구수[명]","명","624","578","544","454","418","390","403","404","422",
"곡성군","30 - 34세","여자인구수[명]","명","536","478","468","430","369","354","359","334","350",
"곡성군","35 - 39세","총인구수[명]","명","1272","1258","1205","1163","1064","974","857","813","767",
"곡성군","35 - 39세","남자인구수[명]","명","705","685","661","642","592","528","454","433","397",
"곡성군","35 - 39세","여자인구수[명]","명","567","573","544","521","472","446","403","380","370",
"곡성군","40 - 44세","총인구수[명]","명","1843","1746","1621","1478","1280","1183","1179","1126","1140",
"곡성군","40 - 44세","남자인구수[명]","명","1054","988","906","828","705","664","632","612","619",
"곡성군","40 - 44세","여자인구수[명]","명","789","758","715","650","575","519","547","514","521",
"곡성군","45 - 49세","총인구수[명]","명","2141","2111","2117","2004","1964","1842","1707","1570","1448",
"곡성군","45 - 49세","남자인구수[명]","명","1236","1211","1214","1133","1113","1035","971","877","799",
"곡성군","45 - 49세","여자인구수[명]","명","905","900","903","871","851","807","736","693","649",
"곡성군","65 - 69세","총인구수[명]","명","2241","2215","2172","2128","2115","2190","2247","2356","2596",
"곡성군","65 - 69세","남자인구수[명]","명","1060","1055","1045","1059","1059","1093","1138","1251","1388",
"곡성군","65 - 69세","여자인구수[명]","명","1181","1160","1127","1069","1056","1097","1109","1105","1208",
"곡성군","70 - 74세","총인구수[명]","명","2337","2191","2008","2040","2105","2172","2132","2134","2104",
"곡성군","70 - 74세","남자인구수[명]","명","945","900","854","889","953","1010","1004","1025","1038",
"곡성군","70 - 74세","여자인구수[명]","명","1392","1291","1154","1151","1152","1162","1128","1109","1066",
"곡성군","75 - 79세","총인구수[명]","명","2482","2493","2601","2448","2268","2113","1973","1823","1838",
"곡성군","75 - 79세","남자인구수[명]","명","904","926","952","901","837","803","789","773","784",
"곡성군","75 - 79세","여자인구수[명]","명","1578","1567","1649","1547","1431","1310","1184","1050","1054",
"곡성군","80 - 84세","총인구수[명]","명","1708","1816","1933","2033","2063","2040","2047","2131","2014",
"곡성군","80 - 84세","남자인구수[명]","명","540","590","630","667","682","668","686","711","682",
"곡성군","80 - 84세","여자인구수[명]","명","1168","1226","1303","1366","1381","1372","1361","1420","1332",
"곡성군","85 - 89세","총인구수[명]","명","780","829","922","930","1043","1150","1241","1305","1385",
"곡성군","85 - 89세","남자인구수[명]","명","201","207","229","245","292","325","345","368","389",
"곡성군","85 - 89세","여자인구수[명]","명","579","622","693","685","751","825","896","937","996",
"곡성군","90 - 94세","총인구수[명]","명","252","296","328","355","386","412","461","481","486",
"곡성군","90 - 94세","남자인구수[명]","명","65","64","77","80","79","83","86","93","109",
"곡성군","90 - 94세","여자인구수[명]","명","187","232","251","275","307","329","375","388","377",
"곡성군","95 - 99세","총인구수[명]","명","48","59","62","84","94","94","118","122","138",
"곡성군","95 - 99세","남자인구수[명]","명","6","8","9","8","16","13","19","24","24",
"곡성군","95 - 99세","여자인구수[명]","명","42","51","53","76","78","81","99","98","114",
"곡성군","100+","총인구수[명]","명","14","13","9","10","10","14","14","16","15",
"곡성군","100+","남자인구수[명]","명","1","1","2","2","2","3","3","2","1",
"곡성군","100+","여자인구수[명]","명","13","12","7","8","8","11","11","14","14",
"구례군","15 - 19세","총인구수[명]","명","1369","1332","1313","1219","1132","1008","913","873","825",
"구례군","15 - 19세","남자인구수[명]","명","691","672","691","650","610","545","486","455","451",
"구례군","15 - 19세","여자인구수[명]","명","678","660","622","569","522","463","427","418","374",
"구례군","20 - 24세","총인구수[명]","명","1375","1434","1400","1329","1256","1100","1052","950","906",
"구례군","20 - 24세","남자인구수[명]","명","726","773","740","701","671","607","591","559","508",
"구례군","20 - 24세","여자인구수[명]","명","649","661","660","628","585","493","461","391","398",
"구례군","25 - 29세","총인구수[명]","명","956","939","986","999","981","885","830","764","694",
"구례군","25 - 29세","남자인구수[명]","명","511","501","508","506","521","462","475","435","407",
"구례군","25 - 29세","여자인구수[명]","명","445","438","478","493","460","423","355","329","287",
"구례군","30 - 34세","총인구수[명]","명","1109","1035","934","853","798","706","652","621","631",
"구례군","30 - 34세","남자인구수[명]","명","641","562","506","456","401","345","310","302","303",
"구례군","30 - 34세","여자인구수[명]","명","468","473","428","397","397","361","342","319","328",
"구례군","35 - 39세","총인구수[명]","명","1297","1294","1269","1210","1108","980","854","732","708",
"구례군","35 - 39세","남자인구수[명]","명","681","709","705","667","617","557","461","379","360",
"구례군","35 - 39세","여자인구수[명]","명","616","585","564","543","491","423","393","353","348",
"구례군","40 - 44세","총인구수[명]","명","1688","1579","1538","1412","1303","1208","1158","1119","1069",
"구례군","40 - 44세","남자인구수[명]","명","961","873","826","767","688","626","609","603","575",
"구례군","40 - 44세","여자인구수[명]","명","727","706","712","645","615","582","549","516","494",
"구례군","45 - 49세","총인구수[명]","명","2029","2124","2119","2077","1897","1718","1549","1445","1319",
"구례군","45 - 49세","남자인구수[명]","명","1145","1226","1221","1183","1090","965","847","771","704",
"구례군","45 - 49세","여자인구수[명]","명","884","898","898","894","807","753","702","674","615",
"구례군","65 - 69세","총인구수[명]","명","1942","1951","1948","1943","2007","2087","2091","2154","2324",
"구례군","65 - 69세","남자인구수[명]","명","917","912","919","912","938","988","1007","1056","1165",
"구례군","65 - 69세","여자인구수[명]","명","1025","1039","1029","1031","1069","1099","1084","1098","1159",
"구례군","70 - 74세","총인구수[명]","명","2131","2014","1886","1856","1865","1936","1938","1905","1883",
"구례군","70 - 74세","남자인구수[명]","명","838","816","797","818","845","903","903","909","888",
"구례군","70 - 74세","여자인구수[명]","명","1293","1198","1089","1038","1020","1033","1035","996","995",
"구례군","75 - 79세","총인구수[명]","명","2003","2128","2247","2185","2059","1964","1843","1734","1709",
"구례군","75 - 79세","남자인구수[명]","명","747","793","833","790","753","728","712","719","752",
"구례군","75 - 79세","여자인구수[명]","명","1256","1335","1414","1395","1306","1236","1131","1015","957",
"구례군","80 - 84세","총인구수[명]","명","1198","1297","1404","1521","1629","1665","1756","1843","1814",
"구례군","80 - 84세","남자인구수[명]","명","418","445","473","524","575","569","603","609","585",
"구례군","80 - 84세","여자인구수[명]","명","780","852","931","997","1054","1096","1153","1234","1229",
"구례군","85 - 89세","총인구수[명]","명","611","626","705","719","777","831","929","993","1061",
"구례군","85 - 89세","남자인구수[명]","명","156","166","202","199","214","244","268","280","319",
"구례군","85 - 89세","여자인구수[명]","명","455","460","503","520","563","587","661","713","742",
"구례군","90 - 94세","총인구수[명]","명","186","185","194","217","262","320","335","366","378",
"구례군","90 - 94세","남자인구수[명]","명","51","40","43","45","53","73","72","84","76",
"구례군","90 - 94세","여자인구수[명]","명","135","145","151","172","209","247","263","282","302",
"구례군","95 - 99세","총인구수[명]","명","32","34","49","55","60","57","63","64","69",
"구례군","95 - 99세","남자인구수[명]","명","2","7","6","9","11","10","10","9","14",
"구례군","95 - 99세","여자인구수[명]","명","30","27","43","46","49","47","53","55","55",
"구례군","100+","총인구수[명]","명","16","15","14","14","17","22","13","10","8",
"구례군","100+","남자인구수[명]","명","3","3","3","3","3","2","2","2","1",
"구례군","100+","여자인구수[명]","명","13","12","11","11","14","20","11","8","7",
"고흥군","15 - 19세","총인구수[명]","명","3142","2976","2837","2584","2373","2123","1974","1888","1816",
"고흥군","15 - 19세","남자인구수[명]","명","1642","1542","1473","1370","1271","1145","1078","1019","967",
"고흥군","15 - 19세","여자인구수[명]","명","1500","1434","1364","1214","1102","978","896","869","849",
"고흥군","20 - 24세","총인구수[명]","명","3029","2952","2879","2779","2623","2424","2213","2021","1850",
"고흥군","20 - 24세","남자인구수[명]","명","1645","1605","1558","1560","1516","1413","1279","1186","1084",
"고흥군","20 - 24세","여자인구수[명]","명","1384","1347","1321","1219","1107","1011","934","835","766",
"고흥군","25 - 29세","총인구수[명]","명","2145","2028","1958","1917","1905","1748","1642","1635","1641",
"고흥군","25 - 29세","남자인구수[명]","명","1164","1087","1059","1049","1049","1035","983","965","943",
"고흥군","25 - 29세","여자인구수[명]","명","981","941","899","868","856","713","659","670","698",
"고흥군","30 - 34세","총인구수[명]","명","2227","2060","1929","1851","1681","1579","1502","1467","1484",
"고흥군","30 - 34세","남자인구수[명]","명","1240","1112","1044","1011","923","859","807","789","810",
"고흥군","30 - 34세","여자인구수[명]","명","987","948","885","840","758","720","695","678","674",
"고흥군","35 - 39세","총인구수[명]","명","2679","2542","2501","2400","2270","2104","1905","1761","1678",
"고흥군","35 - 39세","남자인구수[명]","명","1503","1391","1365","1288","1230","1147","1036","939","896",
"고흥군","35 - 39세","여자인구수[명]","명","1176","1151","1136","1112","1040","957","869","822","782",
"고흥군","40 - 44세","총인구수[명]","명","3411","3268","3118","2896","2741","2723","2582","2492","2417",
"고흥군","40 - 44세","남자인구수[명]","명","2038","1934","1828","1691","1572","1531","1440","1388","1313",
"고흥군","40 - 44세","여자인구수[명]","명","1373","1334","1290","1205","1169","1192","1142","1104","1104",
"고흥군","45 - 49세","총인구수[명]","명","4296","4253","4151","3994","3871","3618","3392","3227","3027",
"고흥군","45 - 49세","남자인구수[명]","명","2480","2518","2480","2428","2327","2144","2002","1887","1764",
"고흥군","45 - 49세","여자인구수[명]","명","1816","1735","1671","1566","1544","1474","1390","1340","1263",
"고흥군","65 - 69세","총인구수[명]","명","6058","6255","6019","5882","5856","5990","5993","6125","6463",
"고흥군","65 - 69세","남자인구수[명]","명","2860","2996","2890","2799","2812","2911","2928","3017","3262",
