시도별_2015,농업·임업 및 어업/사업체,농업·임업 및 어업/종사자,광업/사업체,광업/종사자,제조업/사업체,제조업/종사자,전기·가스·증기 및 공기조절 공급업/사업체,전기·가스·증기 및 공기조절 공급업/종사자,수도 하수 및 폐기물처리 원료 재생업/사업체,수도 하수 및 폐기물처리 원료 재생업/종사자,건설업/사업체,건설업/종사자,도매 및 소매업/사업체,도매 및 소매업/종사자,운수 및 창고업/사업체,운수 및 창고업/종사자,숙박 및 음식점업/사업체,숙박 및 음식점업/종사자,정보통신업/사업체,정보통신업/종사자,금융 및 보험업/사업체,금융 및 보험업/종사자,부동산업/사업체,부동산업/종사자,전문 과학 및 기술서비스업/사업체,전문 과학 및 기술서비스업/종사자,사업시설관리 사업지원 및 임대 서비스업/사업체,사업시설관리 사업지원 및 임대 서비스업/종사자,공공행정 국방 및 사회보장 행정/사업체,공공행정 국방 및 사회보장 행정/종사자,교육서비스업/사업체,교육서비스업/종사자,보건업 및 사회복지서비스업/사업체,보건업 및 사회복지서비스업/종사자,예술 스포츠 및 여가 관련 서비스업/사업체,예술 스포츠 및 여가 관련 서비스업/종사자,협회 및 단체 수리 및 기타 개인서비스업/사업체,협회 및 단체 수리 및 기타 개인서비스업/종사자
경기도 양주시_2015,5,36,4,56,"3,980","34,605",10,179,81,755,506,"2,983","3,583","10,787","1,421","3,210","2,398","6,563",22,120,61,757,528,"1,365",170,694,186,"1,440",40,"1,814",557,"5,001",494,"4,423",369,"1,373","1,401","2,973"
경기도 포천시_2015,19,187,13,261,"5,512","39,671",9,235,113,898,462,"3,085","3,544","10,865","1,337","3,065","3,123","8,314",37,234,92,"1,476",329,780,187,764,135,799,55,"2,098",356,"4,807",399,"4,259",347,"1,981","1,328","2,597"
경기도 연천군_2015,9,156,8,47,323,"2,561",3,83,34,297,199,"1,151",803,"1,777",225,448,879,"1,794",14,83,38,367,132,238,47,206,16,94,38,"1,150",114,982,127,"1,075",104,335,464,716
경기도 가평군_2015,5,119,4,117,297,"1,503",7,210,18,208,271,"1,576","1,109","2,685",219,715,"2,710","6,770",26,157,38,377,193,469,109,433,44,279,29,"1,315",173,"1,633",174,"2,143",234,"1,699",533,"1,185"
강원특별자치도 춘천시_2015,21,418,6,143,"1,084","6,239",17,836,46,457,789,"6,721","4,964","14,167","1,833","5,603","5,265","14,871",179,"3,328",264,"3,866",715,"2,871",527,"3,629",219,"2,860",89,"7,212","1,086","12,522",785,"10,131",740,"3,378","2,627","6,014"
강원특별자치도 원주시_2015,22,250,9,163,"1,732","18,637",12,427,78,786,"1,281","10,656","7,043","20,007","2,490","5,572","5,810","15,416",127,"1,514",353,"6,737","1,053","3,691",577,"3,163",381,"7,252",84,"4,298","1,297","12,639","1,005","11,358",774,"2,207","3,210","6,863"
강원특별자치도 강릉시_2015,37,411,25,305,"1,136","6,489",13,523,47,400,793,"6,657","4,777","12,914","1,546","4,423","5,233","12,910",90,971,242,"3,430",451,"1,430",381,"2,007",230,"2,673",75,"4,587",966,"8,062",577,"6,862",516,"1,334","2,284","5,229"
강원특별자치도 동해시_2015,2,18,3,101,437,"3,075",11,492,19,161,347,"2,617","2,150","5,335",660,"2,624","1,979","4,650",23,257,83,"1,144",162,604,86,403,97,"1,117",45,"1,841",344,"2,427",233,"2,733",184,531,896,"1,868"
강원특별자치도 태백시_2015,1,7,16,989,200,"1,084",13,182,16,183,227,"1,604","1,189","2,730",369,"1,082",969,"2,200",31,222,57,690,73,249,46,380,65,475,33,"1,475",159,"1,519",124,"1,276",114,514,600,"1,070"
강원특별자치도 속초시_2015,5,48,0,0,340,"2,051",4,94,19,157,248,"1,785","2,209","5,499",657,"1,347","2,404","6,349",35,321,88,"1,162",212,782,117,533,71,608,38,"1,438",279,"2,129",254,"2,493",248,731,849,"1,658"
강원특별자치도 삼척시_2015,14,142,40,"1,805",316,"1,531",13,323,21,165,396,"4,293","1,572","3,318",340,743,"1,858","3,930",27,217,66,690,94,367,88,541,89,901,57,"1,947",235,"2,617",177,"1,906",193,713,687,"1,459"
강원특별자치도 홍천군_2015,28,339,3,30,361,"2,667",8,104,20,177,309,"2,087","1,469","3,335",392,"1,308","1,732","4,945",21,175,60,820,208,434,105,737,52,768,42,"1,615",218,"2,028",190,"1,566",145,816,686,"1,117"
강원특별자치도 횡성군_2015,19,163,2,31,325,"3,803",8,140,14,115,211,"1,177",894,"2,083",207,406,"1,015","2,624",27,120,37,485,159,354,74,264,32,334,36,"1,027",128,"1,262",129,"1,166",105,645,396,710
강원특별자치도 영월군_2015,4,66,18,495,210,"1,757",7,171,9,48,210,"1,658",855,"1,935",239,541,"1,027","2,186",23,138,37,268,50,123,62,215,46,453,43,"1,297",131,"1,094",110,"1,153",132,464,449,834
강원특별자치도 평창군_2015,35,339,3,37,209,"1,082",6,99,14,181,204,"1,275",978,"2,481",217,515,"1,657","4,856",19,119,43,522,200,553,65,439,47,896,37,"1,460",131,"1,172",110,850,129,634,388,765
강원특별자치도 정선군_2015,10,151,12,329,192,880,7,72,8,52,163,"1,041",920,"1,887",251,548,"1,279","3,797",19,103,64,383,89,281,48,160,48,"1,930",42,"1,401",118,997,93,816,108,"3,180",403,689
강원특별자치도 철원군_2015,13,155,2,6,203,"1,187",4,42,15,112,180,"1,166",894,"1,860",214,357,"1,052","2,196",16,105,36,334,66,154,47,249,22,83,25,951,155,"1,192",108,"1,310",127,502,452,813
강원특별자치도 화천군_2015,10,87,0,0,108,445,7,130,10,91,125,824,449,899,101,210,656,"1,318",18,126,17,159,42,80,23,69,14,77,24,"2,088",82,774,67,567,85,190,223,397
강원특별자치도 양구군_2015,10,65,5,28,112,507,9,51,8,42,141,647,403,832,73,167,563,"1,223",13,75,18,136,35,73,21,102,23,69,24,834,77,682,57,535,62,228,195,318
강원특별자치도 인제군_2015,9,65,3,28,185,794,9,75,13,117,183,"1,081",800,"1,721",129,201,"1,181","2,320",11,79,30,312,47,99,45,277,22,94,30,"1,062",109,901,79,748,131,567,293,532
강원특별자치도 고성군_2015,9,189,10,56,177,937,5,42,12,145,172,839,622,"1,135",109,207,949,"2,444",10,47,28,222,43,70,24,285,19,279,33,988,81,914,74,690,67,516,257,509
강원특별자치도 양양군_2015,13,128,9,91,202,"1,065",4,140,26,118,164,"1,105",770,"1,520",162,300,"1,509","3,374",11,74,23,181,80,176,31,129,35,194,31,842,110,727,69,760,108,312,278,503
경상남도 창원시_2015,25,291,10,82,"9,923","131,729",18,989,148,"1,659","3,051","21,906","20,691","56,340","6,822","19,915","17,084","44,584",408,"4,217",979,"15,123","3,078","10,629","1,810","12,627","1,125","20,944",221,"12,456","4,093","29,679","2,694","29,732","2,115","6,464","8,892","20,133"
경상남도 진주시_2015,50,769,3,17,"2,564","15,310",16,779,49,678,"1,112","9,889","7,402","19,533","2,227","6,867","5,768","14,884",124,"1,553",371,"4,782",889,"4,763",571,"3,867",317,"2,869",97,"5,620","1,606","12,981",907,"11,414",788,"1,948","3,194","7,764"
경상남도 통영시_2015,2,69,1,7,455,"11,360",13,315,24,250,299,"1,542","3,052","7,585",827,"1,970","3,193","7,410",39,318,150,"2,180",342,960,144,907,98,670,64,"2,356",430,"3,199",345,"3,551",293,776,"1,263","2,570"
경상남도 사천시_2015,19,297,1,16,930,"18,936",7,195,42,395,360,"2,551","2,785","6,457",664,"1,810","2,156","5,276",36,336,94,"1,170",250,574,127,675,78,428,48,"1,728",377,"2,823",307,"3,767",185,696,"1,125","2,335"
경상남도 김해시_2015,14,127,11,126,"9,992","94,847",17,637,195,"1,423","1,227","8,717","9,800","28,389","3,696","8,209","7,281","20,017",112,"1,233",289,"3,862","1,504","3,732",698,"4,058",332,"4,726",70,"3,772","2,160","15,220","1,367","13,229",926,"3,744","3,696","7,722"
경상남도 밀양시_2015,21,232,3,4,966,"8,777",14,198,36,300,392,"2,269","2,268","5,332",694,"1,646","1,967","3,913",37,255,88,863,237,498,146,977,68,607,51,"2,219",337,"2,298",294,"3,266",167,428,"1,180","2,080"
경상남도 거제시_2015,2,17,1,22,807,"59,799",6,158,27,503,507,"15,282","3,418","9,007",850,"2,773","4,858","13,001",55,532,153,"2,284",568,"1,844",382,"7,433",201,"4,059",66,"2,611",838,"6,437",544,"5,733",453,"1,245","1,590","3,271"
경상남도 양산시_2015,8,68,8,109,"3,649","50,399",16,244,103,998,738,"4,924","4,741","13,962","2,094","8,306","4,277","11,564",62,604,173,"2,283",950,"2,586",289,"1,740",188,"1,968",55,"2,570","1,072","7,915",744,"9,451",519,"2,580","2,218","5,119"
경상남도 의령군_2015,10,166,5,46,255,"1,897",4,47,11,98,109,859,362,770,125,191,450,885,16,85,31,238,24,46,33,128,6,42,35,"1,497",71,740,95,995,33,124,258,494
경상남도 함안군_2015,16,180,2,13,"2,388","22,943",7,197,42,465,235,"1,425","1,272","3,058",376,941,"1,122","2,481",25,131,41,390,187,394,67,385,45,491,32,"1,055",178,"1,382",183,"1,579",87,299,601,"1,382"
경상남도 창녕군_2015,21,247,4,34,788,"8,699",7,50,25,164,191,"1,185","1,165","2,928",359,802,"1,188","2,458",22,122,52,478,131,200,68,382,50,353,38,"1,328",193,"1,423",165,"2,048",100,746,596,"1,164"
경상남도 고성군_2015,14,176,1,2,512,"5,904",4,590,13,67,199,"1,254","1,148","2,337",319,665,"1,045","2,151",24,133,50,551,116,244,71,259,42,530,46,"1,222",162,"1,199",145,"1,320",88,416,553,"1,150"
경상남도 남해군_2015,20,184,0,0,242,"1,006",14,71,15,96,175,"1,056","1,005","2,086",249,560,"1,528","3,293",21,116,55,500,75,103,50,209,42,130,42,"1,099",139,"1,107",132,"1,469",87,277,497,944
경상남도 하동군_2015,11,218,7,17,342,"1,317",11,710,10,60,176,"1,076","1,113","2,109",167,370,"1,024","2,032",28,127,45,584,73,135,48,178,37,723,46,"1,305",125,989,125,"1,380",63,151,476,765
경상남도 산청군_2015,30,230,20,76,283,"1,623",6,126,7,84,161,"1,167",868,"1,947",156,478,780,"1,781",20,114,25,267,37,68,50,158,26,110,36,933,94,872,98,"1,209",66,338,356,663
경상남도 함양군_2015,12,93,1,2,302,"1,914",5,69,9,57,185,"1,277",883,"1,788",200,480,890,"1,853",23,113,38,337,49,84,43,189,20,103,33,"1,121",127,965,122,"1,263",51,198,379,730
경상남도 거창군_2015,12,92,8,111,397,"2,515",6,77,10,123,233,"1,600","1,258","2,819",262,804,"1,065","2,263",38,182,56,789,54,168,79,327,40,159,39,"1,221",265,"1,853",181,"1,975",105,371,597,"1,015"
경상남도 합천군_2015,28,263,6,42,358,"1,418",7,85,12,113,210,"1,373",830,"1,574",210,358,782,"1,451",24,130,48,419,35,69,50,263,20,109,47,"1,503",132,"1,016",130,"1,290",57,208,449,900
경상북도 포항시_2015,14,93,14,55,2601,36517,19,511,100,1508,1657,17163,11346,27781,3008,10267,9101,22026,183,1972,471,5976,1191,3410,774,6688,461,10515,138,6562,1863,13945,1406,14452,1146,2788,4863,12422
경상북도 경주시_2015,25,239,16,107,3401,43805,17,1955,82,1199,834,5578,5394,12735,1644,4140,5949,15605,87,569,187,2281,565,1584,381,2090,270,3186,88,2876,958,7228,615,7914,571,3065,2447,4972
경상북도 김천시_2015,23,231,9,58,928,12955,8,108,44,360,431,2472,2399,5671,931,3487,2072,4749,44,271,109,1211,249,671,126,2265,88,1515,76,3552,415,3621,357,4152,237,488,1291,2312
경상북도 안동시_2015,28,286,12,99,868,4029,13,467,30,254,620,3823,3767,9545,1123,2268,2873,6537,96,976,176,2144,281,1120,261,1625,123,971,98,4706,701,5578,436,6347,354,1260,1666,3362
경상북도 구미시_2015,14,193,7,62,4375,99670,12,539,82,715,1217,8183,7672,19432,3733,7449,6397,16295,153,1294,358,4785,952,3847,534,2995,657,9486,96,3108,1766,12747,1103,10277,963,2421,3373,6613
경상북도 영주시_2015,10,71,9,101,753,5474,6,157,21,185,421,2244,2866,6144,762,2412,1963,4075,42,314,108,1337,162,496,113,508,75,647,55,1867,437,3110,266,3248,183,590,1202,2390
경상북도 영천시_2015,24,250,1,30,1547,17881,11,126,66,434,388,2809,2102,4927,635,1295,1572,3447,33,168,100,848,234,729,97,641,73,825,61,1661,286,2142,259,2965,159,659,958,2028
경상북도 상주시_2015,18,190,7,43,718,4481,4,89,21,148,373,2832,1873,4382,702,1366,1503,3090,49,232,88,1127,124,465,124,624,80,535,71,2043,368,2846,271,2867,162,650,1011,1877
경상북도 문경시_2015,11,90,4,59,492,3333,6,100,25,260,249,1499,1548,3344,462,845,1482,3063,25,141,69,822,106,232,85,282,53,223,56,1365,229,1796,218,2810,141,539,760,1199
경상북도 경산시_2015,17,197,5,113,3232,36158,13,450,65,506,578,4892,4523,11544,1480,4154,3601,9278,90,635,136,1459,693,1759,341,2097,161,1256,55,2490,900,14054,622,6608,507,1834,1997,4480
경상북도 군위군_2015,6,60,1,43,264,2277,7,48,17,78,128,980,387,931,122,242,358,753,14,66,24,179,31,58,27,138,8,47,37,801,45,404,57,495,37,212,265,559
경상북도 의성군_2015,28,254,5,8,385,2176,13,103,16,92,273,1265,1061,2209,333,521,748,1251,30,142,62,585,39,72,58,271,24,106,57,1318,107,905,153,1514,51,213,610,1032
경상북도 청송군_2015,12,153,6,23,155,423,8,107,6,33,135,1023,500,1172,110,208,628,1196,14,88,30,258,19,25,27,102,14,35,37,1922,57,496,70,1172,41,170,300,619
경상북도 영양군_2015,9,75,1,2,87,271,5,43,5,17,123,561,315,529,76,145,259,480,9,74,14,119,5,9,16,75,13,34,27,939,46,398,49,437,24,69,188,321
경상북도 영덕군_2015,9,106,7,86,288,1260,10,116,11,60,153,939,1025,1911,220,325,1168,2409,19,113,42,391,45,85,35,171,27,198,39,1264,105,695,101,898,83,396,460,876
경상북도 청도군_2015,35,654,4,27,439,2733,4,88,8,50,186,845,951,2065,229,458,890,1890,19,121,37,271,109,166,57,198,24,147,36,908,108,815,141,1581,54,347,448,771
경상북도 고령군_2015,18,198,8,84,1327,10115,6,95,32,271,162,1068,763,1791,134,318,465,973,16,102,31,226,53,147,38,195,30,99,29,871,87,595,105,928,59,195,317,584
경상북도 성주군_2015,20,141,1,39,1170,8633,3,62,45,217,244,1083,884,1705,219,577,781,1544,19,109,38,261,67,142,49,191,36,141,38,1064,98,761,116,1073,59,154,372,651
경상북도 칠곡군_2015,13,165,6,55,2692,26723,6,148,64,445,360,2441,2532,6668,827,2180,2016,4662,42,278,65,627,250,691,94,467,70,715,43,1485,396,3282,303,2665,244,970,953,1990
경상북도 예천군_2015,17,167,1,4,273,1095,6,144,11,95,192,982,843,1718,286,446,695,1379,22,118,41,367,57,119,45,132,29,108,52,1077,110,868,119,1049,60,242,468,950
경상북도 봉화군_2015,13,190,7,93,194,1665,20,89,16,127,237,1603,574,1083,147,417,581,1000,14,85,33,210,18,26,27,112,9,47,36,1084,78,665,71,674,50,146,308,584
경상북도 울진군_2015,11,108,15,165,219,1137,8,2165,16,190,307,2058,1254,2326,189,358,1334,2924,23,123,57,470,50,147,51,300,56,447,47,1270,156,1157,118,1266,116,310,504,1057
경상북도 울릉군_2015,1,10,0,0,88,316,7,84,4,15,82,479,283,495,87,281,404,853,11,53,14,96,13,32,9,23,33,118,24,567,29,213,18,176,21,84,130,178
광주광역시 동구_2015,0,0,1,0,1088,2214,10,113,8,102,451,3555,4857,12066,658,1469,2898,8178,207,1161,335,5808,504,1250,738,3292,325,4468,36,2945,658,5770,434,7365,448,1700,1867,3630
광주광역시 서구_2015,6,103,6,37,954,10339,12,436,26,467,1400,14077,7655,24517,1935,6068,4141,14507,202,2028,598,12138,1135,6835,884,5089,391,7946,70,5327,1414,8288,986,9716,762,1913,2793,7187
광주광역시 남구_2015,3,26,0,0,533,1946,12,98,19,214,585,7281,3154,7764,1465,3166,2012,5218,105,958,97,796,573,1993,234,1241,171,2742,31,1172,984,7779,653,8778,412,1258,1945,4402
광주광역시 북구_2015,3,13,4,17,2193,19572,22,360,19,286,1561,16861,8767,24790,3675,8922,5221,14392,218,1868,261,3349,1106,4094,749,5042,496,7591,73,3743,1858,15820,1235,14306,1132,3306,3992,8360
광주광역시 광산구_2015,9,248,2,0,3646,47511,13,407,89,689,901,7513,6746,20479,2743,8384,4546,13564,100,1431,169,2049,972,3051,362,1962,278,3825,59,2898,1687,12832,1089,13076,822,2339,2725,5959
대구광역시 중구_2015,0,0,1,1,2058,4696,3,301,8,57,278,3083,9811,23812,580,1840,3123,10955,175,2117,554,12066,450,1772,715,2856,385,5529,38,3689,589,4141,566,10450,307,941,1781,4070
대구광역시 동구_2015,6,47,2,3,1443,7304,8,1381,44,343,897,7917,5992,17752,3182,8790,4449,11504,188,1957,228,2654,950,3311,600,3916,313,7843,75,3204,1169,7388,819,9022,635,1551,3050,7202
대구광역시 서구_2015,0,0,0,0,3169,20874,11,353,47,452,653,3170,5504,14919,1872,4884,3076,6386,35,460,152,1827,411,1377,245,1425,213,2666,41,2892,497,3360,525,5700,397,748,2248,4870
대구광역시 남구_2015,1,25,0,0,831,1995,5,183,13,76,583,2618,3776,7938,1276,2193,2544,5882,188,1530,116,926,359,1072,461,2140,216,4453,33,1468,596,4568,457,8539,436,1021,2013,3553
대구광역시 북구_2015,3,146,0,0,8502,35400,6,385,30,301,1018,7603,11444,32457,3488,7004,5434,14660,246,2210,216,2393,1042,3613,523,3068,256,5234,70,4202,1608,17106,1004,11042,836,2484,3149,6707
대구광역시 수성구_2015,2,21,0,0,866,2764,12,349,17,119,1193,16357,5869,17080,2392,4758,4950,16541,165,1871,444,8803,1350,5077,1092,5915,327,8827,70,5787,2833,15711,1094,9492,869,2912,3385,7615
대구광역시 달서구_2015,1,1,2,10,5888,60666,6,121,70,839,1241,7575,8654,25084,5245,12532,6803,19215,209,2014,385,5445,1402,4853,795,4203,472,6548,78,4771,2245,19447,1365,14262,1303,3763,4291,9519
대구광역시 달성군_2015,9,36,3,19,4131,43235,13,453,73,512,618,4494,3022,7752,1702,3910,2190,5820,33,161,89,825,548,1403,115,698,116,1204,40,2885,603,4773,454,4929,329,1113,1250,2411
대전광역시 동구_2015,0,0,0,0,1985,5772,2,140,13,146,579,3894,5327,14015,2261,8656,3207,7928,90,785,117,1043,541,1454,233,1488,220,3974,44,2001,645,7946,736,6980,461,1049,2123,3974
대전광역시 중구_2015,0,0,0,0,816,2733,4,295,19,536,642,5810,5654,15484,2377,5532,3813,10243,129,1427,313,6198,642,2100,376,1812,382,9114,49,3400,894,7103,847,12687,598,1964,2775,5673
대전광역시 서구_2015,8,309,1,0,955,3443,8,485,27,150,1192,12587,8591,27064,3913,6487,5979,20047,417,5172,736,14830,1524,6848,1318,7207,576,17078,98,13403,1983,17674,1630,17360,1141,3550,3874,9661
대전광역시 유성구_2015,4,8,1,0,1383,19724,12,163,20,265,694,8934,5526,17544,1242,3172,4519,16355,433,5740,151,1410,1013,3565,854,28988,294,5114,50,4050,1340,17050,932,8460,636,2161,2061,5280
대전광역시 대덕구_2015,0,0,3,28,2629,28952,10,1378,45,532,775,4712,5345,15505,1997,6803,2569,6152,64,579,99,876,401,1129,182,1688,178,3658,33,2038,603,5719,530,5926,433,823,1869,4562
