±¸ºÐ,Ç×¸ñ,´ÜÀ§,2014.01 ¿ù,2014.02 ¿ù,2014.03 ¿ù,2014.04 ¿ù,2014.05 ¿ù,2014.06 ¿ù,2014.07 ¿ù,2014.08 ¿ù,2014.09 ¿ù,2014.10 ¿ù,2014.11 ¿ù,2014.12 ¿ù,2015.01 ¿ù,2015.02 ¿ù,2015.03 ¿ù,2015.04 ¿ù,2015.05 ¿ù,2015.06 ¿ù,2015.07 ¿ù,2015.08 ¿ù,2015.09 ¿ù,2015.10 ¿ù,2015.11 ¿ù,2015.12 ¿ù,2016.01 ¿ù,2016.02 ¿ù,2016.03 ¿ù,2016.04 ¿ù,2016.05 ¿ù,2016.06 ¿ù,2016.07 ¿ù,2016.08 ¿ù,2016.09 ¿ù,2016.10 ¿ù,2016.11 ¿ù,2016.12 ¿ù,2017.01 ¿ù,2017.02 ¿ù,2017.03 ¿ù,2017.04 ¿ù,2017.05 ¿ù,2017.06 ¿ù,2017.07 ¿ù,2017.08 ¿ù,2017.09 ¿ù,2017.10 ¿ù,2017.11 ¿ù,2017.12 ¿ù,2018.01 ¿ù,2018.02 ¿ù,2018.03 ¿ù,2018.04 ¿ù,2018.05 ¿ù,2018.06 ¿ù,2018.07 ¿ù,2018.08 ¿ù,2018.09 ¿ù,2018.10 ¿ù,2018.11 ¿ù,2018.12 ¿ù,2019.01 ¿ù,2019.02 ¿ù,2019.03 ¿ù,2019.04 ¿ù,2019.05 ¿ù,2019.06 ¿ù,2019.07 ¿ù,2019.08 ¿ù,2019.09 ¿ù,2019.10 ¿ù,2019.11 ¿ù,2019.12 ¿ù,2020.01 ¿ù,2020.02 ¿ù,2020.03 ¿ù,2020.04 ¿ù,2020.05 ¿ù,2020.06 ¿ù,2020.07 ¿ù,2020.08 ¿ù,2020.09 ¿ù,2020.10 ¿ù,2020.11 ¿ù,2020.12 ¿ù,2021.01 ¿ù,2021.02 ¿ù,2021.03 ¿ù,2021.04 ¿ù,2021.05 ¿ù,2021.06 ¿ù,2021.07 ¿ù,2021.08 ¿ù,2021.09 ¿ù,2021.10 ¿ù,2021.11 ¿ù,2021.12 ¿ù,2022.01 ¿ù,2022.02 ¿ù,2022.03 ¿ù,2022.04 ¿ù,2022.05 ¿ù,2022.06 ¿ù,2022.07 ¿ù,2022.08 ¿ù,2022.09 ¿ù,2022.10 ¿ù,2022.11 ¿ù,2022.12 ¿ù,2023.01 ¿ù,2023.02 ¿ù,2023.03 ¿ù,2023.04 ¿ù,2023.05 ¿ù,2023.06 ¿ù,2023.07 ¿ù,2023.08 ¿ù,2023.09 ¿ù,2023.10 ¿ù,2023.11 ¿ù,2023.12 ¿ù,Unnamed: 123
¼­»ê,¿ùÆò±Õ,,.7,0.6,0.5,0.5,0.5,0.4,0.5,0.5,0.5,.8,0.7,.9,0.8,0.7,.6,.4,.3,.4,.4,.5,.6,.6,.7,.7,.6,.5,.5,.4,.4,.4,.4,.5,.5,.5,.7,.9,.7,0.7,.6,.4,.4,.4,.4,.5,.6,.6,.5,.7,.6,.5,.5,.4,.4,.5,.4,.5,.5,.6,.8,.7,.8,.8,0.7,.6,.6,.6,.5,.5,0.5,.5,.5,.6,.6,.5,.5,.4,.4,.5,.5,0.3,.4,0.4*,.4,.5,.5,.5,.5,.4,.3,.4,.3,.4,.4,.4,.5,.5,.5,.4,.4,.4,.3,.3,.4,.4,.4,.4,.4,.4,.43,.46,.41,.36,.33,.35,.35,.4,.41,.39,.38,.45,
¾Æ»ê,¿ùÆò±Õ,,.9,0.9,0.6,0.6,0.5,0.4,0.5,0.3,0.6,.7,1.0,.9,0.9,0.8,.7,.5,.4,.5,.4,.6,.5,.7,1.2,1.6,.9,.6,.6,.5,.4,.5,.4,.4,.2,.5,.8,.9,.7,0.7,.7,.5,.4,.5,.6,.6,.4,.3,.5,.5,.5,.5,0.4**,.3,.3,.4,.3,.4,.4,.4,.6,.6,.7,.6,0.5,.4,.4,.4,.3,.4,0.3,.4,.5,.5,.5,.4,.4,.4,.4,.3,.3,0.2,.4,.4,.5,.5,.5,.5,.4,.3,.3,.3,.3,.4,.4,.4,.4,.4,.5,.4,.4,.4,.3,.3,.3,.3,.3,.4,.4,.5,.47,.48,.42,.35,.33,.36,.32,.36,.35,.37,.38,.45,
³í»ê,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.4,.4,.4,.6,.6,.7,.7,.5,.4,.3,.3,.3,.4,.5,.5,.6,.7,.9,.7,0.5,.5,.5,.4,.4,.4,0.4,.4,.5,.7,.6,.5,.5,.4,.4,.4,.4,0.4,.5,.6,.6,.6,.6,.6,.5,.4,.4,.4,.4,.4,.4,.5,.5,.5,.5,.5,.4,.4,.3,.3,.3,.4,.4,.4,.5,.5,.42,.51,.46,.33,.34,.36,.36,.43,.42,.41,.4,.44,
ÅÂ¾È,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,.4,0.5*,.4,.4,.5,.6,.5,.5,.4,.4,.4,.4,.5,.4,.5,.7,.7,.6,.7,0.7,.5,.5,.5,.5,.4,0.4,.4,.5,.5,.5,.5,.4,.4,.5,.5,.5,0.4,.4,.4,.6,.6,.5,.5,.5,.4,.3,.4,.4,.4,.4,.4,.4,.5,.5,.4,.4,.4,.3,.3,.4,.4,.4,.4,.4,.5,.46,.47,.43,.37,.37,.38,.41,.45,.45,.37,.36,.46,
º¸·É,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.4,.4,.4,.5,.5,.5,.4,.3,.3,0.4*,.4,.4,.4,.5,.6,.6,.7,.7,0.6,.5,.5,.4,.4,.4,0.4,.4,.4,.4,.4,.4,.4,.4,.5,.4,.3,0.2,.4,.5,.7,.5,.6,.6,.6,.5,.4,.5,.5,.5,.5,.5,.5,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.4,.4,.4,.49,.46,.4,.33,.29,.31,.35,.39,.38,.37,.41,.43,
È«¼º,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.4,.4,.5,.5,.5,.5,.4,.3,.3,.3,.3,.3,.3,.4,.7,.6,.7,.7,0.5,.5,.5,.4,.4,.4,0.5,.4,.5,.4,.5,.4,.4,.4,.4,.4,.4,0.3,.4,.4,.4,.5,.4,.5,.5,.3,.3,.4,0.3*,.4,.4,.4,.4,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.41,.45,.38,.3,.27,.31,.33,.38,.33,.34,.37,.46,
°øÁÖ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.4,.3,.4,.5,.5,.4,.3,.2,.2,.2,.3,.3,.3,.4,.6,.5,.6,.6,0.5,.4,.4,.4,.3,.3,0.3,.3,.4,.4,.4,.4,.3,.3,.3,.3,.3,0.3,.3,.4,.4,.4,.3,.4,.4,.3,.3,.3,.2,0.3*,0.3*,.3,.4,.4,.4,.3,.3,.3,.2,.2,.3,.3,.3,.3,.3,.3,.31,.32,.27,.26,.24,.28,.32,.37,.34,.37,.36,.4,
ºÎ¿©,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.5,.5,.5,.6,.5,.7,.6,.5,.4,.4,.4,.4,.4,.4,.4,.6,.7,.8,.7,0.7,.5,.6,.5,.4,.4,0.4,.4,.5,.6,.6,.6,.5,.4,.4,.5,.5,0.4,.6,.5,.6,.6,.4,.3,.3,.4,.4,.4,.4,.4,.4,.5,.5,.5,.5,0.4*,.4,.4,.3,.4,.4,.4,.4,.4,.5,.6,.59,.54,.45,.39,.4,.42,.38,.41,.46,.41,.54,.57,
Ã»¾ç,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*,.4,.4,.3,.3,.2,.2,.3,.3,.4,.4,.6,.5,.6,.6,0.5,.4,.4,.4,.4,.4,0.4,.4,.5,.4,.5,.4,.4,.3,.3,.3,.3,0.2,.4,.5,.5,.5,.5,.4,.4,.4,.4,.3,.3,.4,.4,.4,.4,.5,.5,.4,.4,.3,.2,.3,.4,.3,.3,.3,.4,.4,.38,.42,.36,.32,.25,.31,.36,.4,.37,.37,.44,.46,
±Ý»ê,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5*,.4,.4,.3,.2,.2,.2,.3,.3,.3,.3,.6,.6,.7,.6,0.5,.4,.3,.3,.3,.3,0.3,.3,.5,.6,.6,.5,.4,.3,.3,.3,.3,0.3,.4,.4,.4,.5,.5,.5,.4,0.3*,.3,.3,.3,.5,.5,.4,.4,.3,.4,.4,.3,.2,.2,.2,.2,.3,.3,.3,.4,.4,.43,.41,.33,.28,.26,.27,.32,.36,.36,.38,.4,.47,
¿¹»ê,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.4,.3,.4,.4,.5,.4,.3,.3,.3,.4,.3,.3,.4,.4,.6,.7,.8,.7,0.6,.5,.5,.4,.4,.4,0.4,.4,.4,.5,.5,.4,.4,.3,.3,.3,.3,0.3,.3,.4,.5,.4,.5,.5,.5,.4,.4,.4,.3,.3,.3,.3,.4,.5,.5,.4,.4,.4,.3,.3,.3,.3,.3,.4,.4,.4,.46,.45,.37,.32,.3,.34,.31,.34,.33,.35,.4,.46,
°è·æ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5**,.3,.4,.6,.4,.4,.4,.4,.6,.7,.8,.6,0.6,.5,.5,.5,.4,.4,0.4,.4,.5,.5,.5,.5,.4,.4,.5,.5,.4,0.3,.4,.5,.5,.5,.6,.5,.5,,.4,.5,.4,.4,.4,.4,.5,.5,.6,.4,.5,.4,.3,.4,.4,.4,.3,.4,.4,.5,.47,.44,.46,.38,0.40*,.37,.43,.43,.44,.38,.32,.52,
¼­Ãµ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4**,.4,.4,.4,.4,.4,.4,.4,.6,.6,.6,.7,0.7,.6,.5,.5,.5,.4,0.4,.3,.5,.5,.6,.5,.4,.4,.4,.4,.3,0.3,.4,.4,.5,.5,.5,.5,.5,.4,.4,.3,.3,.4,.4,.4,.4,.4,.5,.4,.4,.4,.3,.3,.4,.4,.4,.4,.4,.4,.45,.5,.38,.36,.34,.36,.35,.4,.42,.35,.39,.54,
µµÆò±Õ,¿ùÆò±Õ,,.7,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.4,.6,0.7,.7,0.8,0.6,.5,.4,.4,.4,.3,.5,.4,.5,.8,.9,.6,.5,.4,.4,.4,.4,.3,.4,.4,.4,.6,.8,.6,0.6,.6,.4,.4,.4,.4,.4,.5,.4,.5,.6,.6,.5,.4,.4,.4,.4,.4,.4,.4,.5,.7,.6,.7,.7,0.6,.5,.5,.5,.4,.4,0.4,.4,.5,.5,.5,.5,.4,.4,.4,.4,.4,0.3,.4,.5,.5,.5,.5,.5,.5,.4,.4,.4,.3,.4,.4,.4,.4,.5,.5,.4,.4,.3,.3,.3,.4,.3,.3,.4,.4,.4,.45,.47,.41,.34,.32,.34,.35,.4,.39,.38,.39,.46,
ÀÓ½Ç,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.4,.5,.5,.6,.5,0.5,.4,.4,.3,.3,.4,0.3,.3,.4,.5,.5,.4,.4,.3,.4,.4,.4,0.3,0.3*,0.4*,.4,.4,.5,.4,.4,.3,.3,.4,.3,.3,.3,.4,.4,.4,.5,.4,.4,.3,.3,.2,.3,.2,.2,.2,.3,.3,.35,.33,.27,.23,.26,.29,.25,.24,.27,.3,.34,.38,
ÀüÁÖ,¿ùÆò±Õ,,.6,0.7,0.5,0.5,0.4,0.3,0.3,0.3,0.3,.3,0.5,.6,0.6,0.6,.6,.4,.3,.3,.3,.3,.4,.4,.5,.6,.6,.5,.5,.5,.4,.3,.3,.3,.3,.4,.5,.7,.7,0.7,.6,.5,.5,.5,.4,.4,.4,.4,.5,.5,.6,.6,.4,.4,.3,.3,.3,.3,.4,.4,.6,.6,.7,.6,0.6,.4,.4,.4,.3,.3,0.4,.4,.5,0.4*,0.5*,.4,.4,.4,.3,.3,.3,0.3,.4,.4,.4,.5,.5,.5,.4,.3,.3,.3,.2,.3,.3,.3,.4,.5,.5,.5,.4,.4,.4,.3,.3,.3,.3,.3,.4,.4,.44,.46,.38,.32,.33,.33,.3,.34,.35,.4,.41,.48,
±º»ê,¿ùÆò±Õ,,.7,0.7,0.6,0.5,0.5,0.4,0.4,0.6,0.6,.6,0.7,.9,0.8,0.7,.6,.5,.5,.3,.3,.4,.5,.5,.6,.7,.7,.6,.5,.4,.4,.4,.3,.5,.5,.5,.6,.7,.6,0.6,.5,.4,.4,.4,.4,.4,.5,.4,.6,.6,.7,.6,.6,.5,.5,.4,.3,.4,.4,.5,.8,.7,.7,.7,0.6,.4,0.4*,.4,.4,.4,0.4,.4,.6,.5,.5,.5,.4,.3,.3,.3,.3,0.3,.4,.4,.4,.5,.5,.4,.5,.4,.3,.3,.3,.3,.3,.3,.4,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.42,.45,.39,.35,.31,.31,.28,.33,.33,.35,.35,.41,
ÀÍ»ê,¿ùÆò±Õ,,.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.4,.5,0.6,0.5*,0.5,0.5,.4,.3,.3,.3,.3,.2,.3,.5,.5,.6,.6,.5,.5,.5,.5,.4,.4,.4,.4,.4,.5,.5,.6,0.6,.6,.5,.4,.4,.4,.4,.4,.4,.5,.5,.6,.5,.5,.4,.4,.4,.4,.4,.4,.4,.6,.5,.5,.5,0.5,.3,.4,.3,.3,.3,0.3,.3,.4,0.4*,.5,.4,.4,.3,.3,.3,.3,0.2,.3,.3,.4,.4,.4,.4,0.4*,0.3*,.3,.3,.3,.3,.3,.4,.4,.5,.5,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.3,.36,.41,.35,.32,.32,.31,.31,.28,.28,.34,.37,.46,
³²¿ø,¿ùÆò±Õ,,.9,0.7,0.6,0.6,0.5,0.4,0.4,0.4,0.4,.5,0.7,.8,0.8,0.8,.7,.6,.5,.5,.5,.4,.4,.5,.7,.8,.8,.7,.6,.6,.5,.5,.4,.4,.4,.5,.7,.7,.7,0.7,.6,.5,.5,.5,.5,.5,.5,.5,.7,.8,.8,.8,.6,.6,.5,.5,.4,.5,.5,.5,.6,.6,.6,.6,0.5,.4,.4,.4,.3,.4,0.3,.3,.5,.5,.5,.5,.4,.4,.3,.4,.2,0.2,.3,.4,.4,.5,.5,.5,.5,.4,.3,.3,.3,.3,.3,.3,0.4*,.4,.5,.4,.4,.4,.3,.3,.3,.2,.2,.3,.3,.4,.38,.38,.35,.3,.3,.29,.3,.31,.29,.3,.36,.39,
Á¤À¾,¿ùÆò±Õ,,.7,0.4,0.3,0.2,0.3,0.3,0.2,0.1,0.2,.2,0.3,.5,0.4,0.4,.3,.3,.1,.2,.2,.2,.2,.3,.3,.4,.5,.3,.3,.2,.2,.2,,,.3,.3,.4,.6,.8,0.8,.6,.6,.4,.6,.5,.5,.5,.6,.6,.7,.7,.7,.6,.5,.4,.4,.3,.2,.3,.4,.5,.5,.5,.5,0.5,.4,.4,.3,.3,.3,0.3,.3,.4,.4,.4,.4,.4,.4,.4,.4,.3,0.2,.3,.4,.5,.5,.5,0.4*,.4,.4,.3,.4,.3,.3,.3,.3,.4,.4,.5,.4,.4,.3,.3,.3,.3,.2,.3,.3,.4,.4,.46,.47,.39,.34,.31,.3,.26,.29,.3,.33,.35,.41,
°íÃ¢,¿ùÆò±Õ,,.6,0.7,0.7,0.6,0.7,0.6,0.6,0.6,0.6,.6,0.7,.6,0.7,0.8,.7,.7,.6,.6,.6,.5,.6,.7,.6,.4,.4,.4,.3,.4,.4,.4,.3,.3,.3,.4,.3,.3,.7,0.7,.8,.7,.8,.8,.7,.8,.7,.4,.6,.7,.7,.6,.7,.6,.6,.7,.5,.3,.3,.3,.3,0.3*,.5,.5,0.4,.3,.3,.3,.3,.3,0.3,.3,.3,.4,.4,.4,.3,.3,.2,.2,.2,0.2,.2,.3,.3,.3,.3,.4,.3,.3,.3,.3,.2,.3,.3,.3,.3,.3,.4,.3,.3,.3,.3,.2,.3,.2,.3,.3,.2,.2,0.30*,0.31*,.26,.27,.28,.3,.29,.32,.32,.34,.34,.4,
ºÎ¾È,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,.3,.4,.3,.3,.3,.4,.5,.5,.5,.4,.4,.5,.5,.5,.5,.5,.6,.5,.5,.4,.5,0.5,.5,.4,.6,.6,.6,.6,.7,.6,.6,.7,.7,.6,.7,.6,.6,.6,.5,.4,.4,.4,.5,.4,.6,.6,0.6,.5,.5,.5,.4,.6,0.5,.5,.6,.6,.6,.6,.5,.5,.5,.5,.5,0.3,.4,.4,.5,.4,.4,.4,.4,0.4*,.4,.5,.4,.3,.3,.4,.4,.4,.5,.4,.4,.4,.4,.4,.4,.3,.3,.4,.4,.4,.46,.48,.4,.37,.34,.34,.27,.33,.31,.33,.36,.41,
±èÁ¦,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,.7,.6,.6,.6,.6,.5,.4,.5,.5,.5,.5,.6,.7,0.7,.6,.6,.6,.5,.6,.4,.5,.5,.6,.5,.5,.5,.6,.4,.4,.3,.3,.3,.5,.5,.6,.4,.4,0.5**,0.6,.4,.4,.3,.2,.3,0.3,.3,.5,.4,.5,.4,.4,.4,.4,.4,.4,0.3,.5,.4,.4,.5,.5,.5,.5,.4,.4,.4,.3,.3,.3,.4,.4,.5,.5,.5,.4,.4,.4,.3,.3,.3,.3,.4,.4,.5,.47,.47,.43,.36,.33,.34,.28,.31,.29,.35,.37,.43,
¿ÏÁÖ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.4,.4,.3,.5,.5,.5,.6,.5,.5,.8,.5,.5,0.5,.3,.4,.2,.3,.3,0.4,.4,.4,.5,.5,.4,.4,.3,.4,.4,.4,0.3,.3,.3,.4,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.5,.4,.4,.4,.4,.3,.4,.3,.3,.3,.4,.4,.44,.45,.38,.32,.31,.31,.29,.29,.28,.34,.38,.42,
Áø¾È,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,.4,.4,.3,.4,.3,.3,.3,.3,.7,0.6*,.6,.5,0.5,.4,.3,.2,.2,.2,0.2,.2,.4,.4,.4,.4,.4,.3,.3,.2,.2,0.2,.2,.3,.4,.4,.4,.4,.4,.3,.3,.3,.2,.2,.2,.3,.3,.4,.4,.4,.4,.4,.3,.3,.3,.2,.2,.3,.3,.3,.41,.38,.3,.23,.25,.28,.26,.23,.23,.31,.37,.38,
¹«ÁÖ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.3,.3,.5,.5,.6,.5,0.5,.4,.4,.3,.3,.3,0.3,.4,.4,.5,.5,.4,.4,.3,.4,.5,.3,0.2,.3,.3,.4,.4,.4,.4,.3,.3,.3,.4,.3,.3,.3,.4,.4,.4,.5,.4,.4,.3,.2,.2,.3,.2,.2,.3,.3,.3,.38,.35,.29,.25,.27,.26,.22,.24,.26,.31,.32,.36,
¼øÃ¢,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.5,.6,.5,.4,0.4,.3,.3,.4,.3,.3,0.3,.2,.3,.4,.4,.3,.3,.3,.3,.3,.3,0.2,.3,.3,.4,.4,.4,.4,.4,.3,.3,.3,.2,.3,.3,.3,.3,.3,.3,.3,.3,.2,.2,.2,.3,.2,.2,.2,.2,.2,.25,.16,.16,.23,.21,.28,.23,.21,.24,.27,.26,.3,
Àå¼ö,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.5,.5,0.5,.4,.4,.4,.3,.4,0.4,,.5,.5,.5,.4,.4,.3,.3,.3,.3,0.2,.3,.3,.3,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.3,.3,.4,.3,.3,.2,.2,.2,.2,.2,.2,.2,.2,.2,.23,.29,.23,.18,.25,.25,.22,.29,.29,.31,0.31*,.42,
µµÆò±Õ,¿ùÆò±Õ,,.7,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,.5,0.6,.6,0.6,0.6,.6,.4,.4,.4,.3,.3,.4,.5,.5,.6,.6,.5,.5,.5,.4,.4,.3,.4,.4,.4,.5,.6,.6,0.6,.6,.5,.5,.5,.5,.5,.5,.4,.5,.6,.7,.6,.5,.5,.4,.4,.4,.4,.4,.4,.6,.5,.6,.6,0.5,.4,.4,.3,.3,.3,0.3,.3,.4,.4,.5,.4,.4,.3,.3,.3,.3,0.3,.3,.4,.4,.4,.4,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.5,.4,.4,.3,.3,.3,.3,.3,.3,.3,.4,.4,.4,.42,.35,.31,.3,.31,.28,.3,.3,.34,.36,.42,
È­¼ø,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,.7,.7,.6,.5,.7,0.5,.5,.4,.7,0.8*,.5,.5,.5,.5,.5,.5,0.7,.5,.3,.4,0.5*,.5,.5,.5,0.4*,.5,.6,.5,.5,.5,.4,.5,.4,.4,0.3*,.4,.4,.4,.4,.5,.4,.4,0.3*,.5,.6,.57,.42,.37,.39,.41,0.39**,.37,.37,.38,.34,.42,.41,
¿©¼ö,¿ùÆò±Õ,,.7,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,.5,0.6,.6,0.6,0.6,.7,.7,.8,.5,.5,.5,.4,.5,.6,.7,.7,.5,.6,.6,.6,.5,.5,.6,.5,.5,.6,.6,.6,0.6,.6,.5,.5,.5,.4,.5,.6,.5,.6,.7,.7,.5,.5,.5,.4,.5,.5,.4,.5,.6,.7,.7,.8,.6,0.5,.6,.5,.5,.4,.5,0.5,.5,.5,.6,.6,.5,.5,.5,.5,.5,.5,0.4,.5,.5,.5,.6,.6,.6,.5,.5,.5,.5,.4,.5,.5,.5,.5,.6,.6,.5,.5,.4,.4,.4,.4,.4,.4,.4,.5,.5,.46,.55,.49,.4,.39,.38,.36,.41,.42,.41,.43,.5,
±¤¾ç,¿ùÆò±Õ,,.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3*,0.4,.4,0.4,0.5,.5,.4,.4,.4,.4,.3,.3,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.3,.4,.5,.4,0.4,.4,.5,.4,.5,.4,.4,.4,.4,.5,.5,.5,0.5*,0.5*,0.4*,.4,0.4*,.4,.4,.4,0.4*,0.5*,0.5*,0.5*,.6,0.5,.5,.5,.5,.4,.4,0.4,.4,.5,.6,.6,.5,.4,.4,.4,.5,.4,0.4,.3,.4,.4,.4,.5,.5,.4,.3,.4,.4,.3,0.3*,0.3*,0.3*,0.4*,0.4*,.5,.4,.4,.4,.4,.3,.3,.2,.3,.3,.4,.4,.37,.4,.39,.32,.34,.33,.32,.28,.3,.33,.34,.39,
¼øÃµ,¿ùÆò±Õ,,.6,0.6,0.6,0.5,0.4,0.4,0.5,0.4,0.5,.5,0.6,.5,0.6,0.6,.6,.6,.5,.5,.4,.4,.5,.6,.6,.7,.5,.5,.5,.4,.4,.4,.3,.4,.5,.5,.6,.6,.6,0.6,0.6*,0.5*,0.4*,0.4*,0.3*,0.4*,0.5*,0.6*,0.6*,0.7*,.7,.6,.5,.4,.4,.4,.4,.4,0.5*,.5,.6,.5,.5,.6,0.6,.6,.5,.5,.4,.4,0.4,.4,0.4*,.5,.5,.5,.5,.4,.5,.4,.4,0.4,.4,0.4*,0.4*,.5,.5,.5,.5,.3,.3,.4,.3,.3,.3,.3,.4,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.3,.4,.3,.37,.41,.37,.31,.31,.3,.33,.31,.33,.32,.33,.38,
¸ñÆ÷,¿ùÆò±Õ,,.6,0.6,0.6,0.5,0.5,0.6,0.6,0.5,0.5,.5,0.5,.7,0.8,0.7,.8,.7,.6,.6,.6,.6,.6,.6,.6,.4,.7,.6,.5,.5,.5,.5,.4,.6,0.5**,0.5**,.6,.6,.6,0.6,.5,.5,.4,.4,.4,.4,.4,.3,.4,.5,.7,.6,.6,.5,.5,.5,.5,.5,.5,.5,.7,.6,.7,.7,0.6,.6,.6,.5,.4,.5,0.4,.4,.5,.5,.6,.5,.4,.4,.4,.4,.4,0.4,.4,.3,.4,.4,.5,.5,.4,.3,.3,.4,.3,.4,.4,.4,.5,.5,.6,.5,.5,.4,.4,.4,.4,.4,.4,.3,.5,.5,.49,.5,.47,.43,.38,.38,.35,.4,.41,.4,.39,.48,
¿µ¾Ï,¿ùÆò±Õ,,.5,0.5,0.4,0.4,0.4,0.4,0.3,0.5,0.5,.4,0.5,.6,0.6,0.3,.3,.2,.2,.3,.2,.3,.3,.3,.4,.4,.4,.4,.4,.4,.4,.3,.2,.3,.3,.4,.4,.4,.4,0.4,.3,.4,.3,.4,.3,.3,.3,.2,.2,.3,.3,.3,.3,.3,.3,.4,.4,.5,.4,.4,.5,.4,.5,.5,0.6,.5,.5,.3,.3,.3,0.4,.5,.5,.5,.4,.3,.3,.3,.3,.3,.3,0.4,.4,.3,.3,.3,.4,.4,0.4**,0.3**,.4,.4,.3,.4,.4,.4,.4,.4,.4,.4,.4,.4,0.3*,.3,.4,.4,.4,.4,.4,.4,.47,.46,.42,.4,.36,.39,.38,.41,.4,.41,.4,.47,
³ªÁÖ,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.4,.4,.4,.4,.3,.3,.3,.3,.4,.4,.4,.4,.4,.5,0.4,.4,.4,.4,.3,.4,0.4,.4,.4,.3,.2,.3,.2,.3,.3,.3,.2,0.2,.4,.4,.4,.4,.4,.4,.3,.3,.2,.2,.2,.3,.3,.2,.3,.3,.3,.2,.2,.2,.2,.2,.2,.2,.3,.2,.3,.3,.28,.28,.24,.23,.18,.23,.24,.23,.2,.22,.25,.25,
´ã¾ç,¿ùÆò±Õ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3,.4,.4,.3,.3,.3,.2,.3,.4,.4,.4,.4,.5,.5,0.5,.4,.4,.4,.3,.4,0.3,.3,.2,.3,.3,.3,.2,.3,.3,.3,.3,0.2,.3,.2,.3,.3,.3,.3,.3,.3,.3,.2,.2,.3,.3,.3,.4,.4,.4,.3,.3,.3,.2,.2,.2,.2,.2,.3,.3,.3,.33,.33,.3,.27,.27,.28,.27,.24,.24,.24,.27,.3,
