,행정구역,소멸위험지수,소멸위험등급
471,충청남도 서천군_2016,0.023329676204663835,A
472,충청남도 아산시_2016,1.8732499044938025,D
473,충청남도 예산군_2016,0.0,A
474,충청남도 천안시_2016,3.530598247040254,D
475,충청남도 청양군_2016,0.26510246911464985,B
476,충청남도 태안군_2016,0.25268759574446686,B
477,충청남도 홍성군_2016,0.74345715584611,C
478,충청북도_2016,0.9394101476718821,C
479,충청북도 괴산군_2016,0.20265601229458313,B
480,충청북도 단양군_2016,0.13846349701990862,A
481,충청북도 보은군_2016,0.15197295207740863,A
482,충청북도 영동군_2016,0.1884806241759857,B
483,충청북도 옥천군_2016,0.21229427670168466,B
484,충청북도 음성군_2016,0.6682125233440808,C
485,충청북도 제천시_2016,0.6000492394892003,C
486,충청북도 증평군_2016,1.0970988236335137,C
487,충청북도 진천군_2016,0.896069876492903,C
488,충청북도 청주시_2016,2.1760351197861327,D
489,충청북도 충주시_2016,0.6992673542896669,C
490,강원특별자치도_2017,0.5567291243019709,B
491,강원특별자치도 강릉시_2017,0.549556518212774,B
492,강원특별자치도 고성군_2017,0.19159041466370313,B
493,강원특별자치도 동해시_2017,0.5756906336002369,B
494,강원특별자치도 삼척시_2017,0.20908004405126102,B
495,강원특별자치도 속초시_2017,0.7599530170655776,C
496,강원특별자치도 양구군_2017,0.3830169557907174,B
497,강원특별자치도 양양군_2017,0.19382348798915106,B
498,강원특별자치도 영월군_2017,0.2308881828233545,B
499,강원특별자치도 원주시_2017,1.4018979007725716,D
500,강원특별자치도 인제군_2017,0.3718644623061331,B
501,강원특별자치도 정선군_2017,0.10047099650589202,A
502,강원특별자치도 철원군_2017,0.21341631962950608,B
503,강원특별자치도 춘천시_2017,0.8982217745316192,C
504,강원특별자치도 태백시_2017,0.14920166608952096,A
505,강원특별자치도 평창군_2017,0.19775614555055965,B
506,강원특별자치도 홍천군_2017,0.32028335151870213,B
507,강원특별자치도 화천군_2017,0.29165062481040893,B
508,강원특별자치도 횡성군_2017,0.2812128822322432,B
509,경기도_2017,2.095616820018792,D
510,경기도 가평군_2017,0.36706984551898214,B
511,경기도 고양시_2017,2.085585427159646,D
512,경기도 과천시_2017,0.9270606386561061,C
513,경기도 광명시_2017,1.8358958564939658,D
514,경기도 광주시_2017,2.3034152687763134,D
515,경기도 구리시_2017,2.4038215047212383,D
516,경기도 군포시_2017,2.213449560481969,D
517,경기도 김포시_2017,2.408640912562311,D
518,경기도 남양주시_2017,1.7165643361618697,D
519,경기도 동두천시_2017,0.5629816819050978,B
520,경기도 부천시_2017,2.2268576580284885,D
521,경기도 성남시_2017,1.9222879548022234,D
522,경기도 수원시_2017,3.4583642944948108,D
523,경기도 시흥시_2017,4.201624985521179,D
524,경기도 안산시_2017,3.3992778613835113,D
525,경기도 안성시_2017,0.8500933251642105,C
526,경기도 안양시_2017,2.1351625580169227,D
527,경기도 양주시_2017,1.4161272475458504,D
528,경기도 양평군_2017,0.5551287502960567,B
529,경기도 여주시_2017,0.5490882757434523,B
530,경기도 연천군_2017,0.15987148558625974,B
531,경기도 오산시_2017,4.476207830088827,D
532,경기도 용인시_2017,2.187556191385997,D
533,경기도 의왕시_2017,1.7915739907786399,D
534,경기도 의정부시_2017,1.4828720842362684,D
535,경기도 이천시_2017,1.5691450525476662,D
536,경기도 파주시_2017,1.6458132551632751,D
537,경기도 평택시_2017,1.9295162844036926,D
538,경기도 포천시_2017,0.5281845539086387,B
539,경기도 하남시_2017,2.4134411437231216,D
540,경기도 화성시_2017,4.367387742033771,D
541,경상남도_2017,0.9169243522174465,C
542,경상남도 거제시_2017,3.037757382320815,D
543,경상남도 거창군_2017,0.16109180966633116,B
544,경상남도 고성군_2017,0.08602905882129089,A
545,경상남도 김해시_2017,2.849356559119711,D
546,경상남도 남해군_2017,0.08033840551578028,A
547,경상남도 밀양시_2017,0.1876449524427856,B
548,경상남도 사천시_2017,0.38478434636542486,B
549,경상남도 산청군_2017,0.2161929658243594,B
550,경상남도 양산시_2017,2.26414259124258,D
