,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,출생아수,합계출산율,남녀성비,인구증가율,주민등록인구,가구수,일반공공행정예산비중,소멸위험지수,소멸위험등급
20,경기도 여주시_2015,13,12,13,11,17,18,27,23,196,12,47,1471,5699,0,4,48,30,0,22,16.2,1795.0,79.9,85.6,822,1.336,102.4,0.67,111033,41002,6.1,0.6674322266808987,C
21,경기도 양평군_2015,11,12,11,9,14,19,24,24,78,2,89,680,4983,0,2,39,25,1,27,11.0,1187.0,80.3,65.6,602,1.18,102.1,2.82,108316,40191,6.6,0.5513845430961003,B
22,경기도 의정부시_2015,13,16,15,13,19,25,30,32,620,41,73,5473,22595,3,17,241,134,1,87,12.6,5465.0,98.7,99.6,3178,1.104,97.7,0.69,433937,156212,4.4,1.809732492231082,D
23,경기도 동두천시_2015,12,16,14,12,19,23,27,30,92,8,77,939,5358,0,1,38,25,0,16,26.0,2549.0,97.8,99.3,759,1.292,99.2,0.52,97974,37229,5.9,0.8412484708503774,C
24,경기도 고양시_2015,14,18,15,14,22,26,31,32,1772,99,66,14703,56342,5,21,520,303,2,255,12.5,12798.0,91.0,99.6,8131,1.161,96.8,2.14,1027546,357370,8.1,2.680214332545797,D
25,경기도 구리시_2015,14,17,16,13,23,25,32,32,309,13,72,2533,10049,1,9,120,79,0,56,13.0,2427.0,100.0,99.9,1505,1.159,99.4,-0.02,186721,64598,8.7,2.673484826869082,D
26,경기도 남양주시_2015,14,18,15,13,19,25,30,31,783,26,94,10604,41703,3,11,273,166,0,125,8.5,5570.0,96.2,100.0,5588,1.255,99.8,2.72,653454,217058,4.0,2.362166415926008,D
27,경기도 파주시_2015,14,16,16,14,19,24,31,31,428,24,107,7711,27217,1,9,157,98,2,69,8.9,3764.0,93.2,98.4,4078,1.443,103.1,2.98,423321,145784,10.1,1.9366955281775635,D
28,경기도 양주시_2015,12,16,16,15,16,23,32,34,199,4,120,2924,13265,0,3,61,36,0,28,10.7,2194.0,91.1,97.4,1624,1.318,103.0,1.4,205184,72551,7.4,1.586111851090338,D
29,경기도 포천시_2015,12,13,12,12,14,19,25,26,128,8,120,1427,7757,2,3,55,33,0,22,13.3,2064.0,63.6,75.9,1085,1.354,110.4,-0.32,155192,60178,6.7,0.7490193703750927,C
30,경기도 연천군_2015,10,9,10,11,13,14,24,25,35,1,118,367,1813,0,0,16,11,0,7,7.1,323.0,85.5,94.3,376,1.729,109.7,1.0,45725,17845,8.3,0.3423102748695844,B
31,경기도 가평군_2015,10,11,13,10,14,17,25,26,64,3,92,478,2684,0,4,21,16,2,15,19.7,1222.0,76.7,77.0,360,1.27,105.1,1.28,62008,23320,6.1,0.4258470612535009,B
32,강원특별자치도 춘천시_2015,12,14,15,14,21,22,30,35,410,30,67,3214,14973,2,7,7,149,3,78,15.4,4272.0,93.3,95.9,2057,1.202,97.1,0.78,277997,108988,8.8,1.0994316806439794,C
33,강원특별자치도 원주시_2015,13,14,14,15,19,22,29,35,492,39,68,4999,19360,2,15,15,179,3,96,14.5,4817.0,87.1,89.3,2605,1.255,98.9,1.79,332995,128086,4.3,1.7153964530143109,D
34,강원특별자치도 강릉시_2015,11,14,15,13,18,20,30,29,348,34,61,1887,10789,4,5,5,104,0,52,14.0,3013.0,91.1,94.3,1402,1.234,98.6,-0.52,214560,87632,5.4,0.6239108106623947,C
35,강원특별자치도 동해시_2015,14,15,13,13,20,23,27,31,119,16,85,1399,5335,1,2,2,50,0,22,16.8,1578.0,98.1,99.0,667,1.34,102.4,-0.68,93895,36016,10.5,0.7083592595657736,C
36,강원특별자치도 태백시_2015,12,10,11,10,17,16,26,27,53,3,89,546,2363,1,0,0,25,0,10,14.3,680.0,81.0,98.0,300,1.276,103.2,-1.58,47501,19303,9.0,0.3385845158269358,B
37,강원특별자치도 속초시_2015,12,14,15,14,19,21,29,33,111,7,94,594,4275,2,0,0,58,0,26,12.0,987.0,99.1,99.8,645,1.486,97.0,-0.26,81992,33004,7.9,0.8427035815022093,C
38,강원특별자치도 삼척시_2015,12,10,8,9,18,15,19,23,65,7,91,848,2933,1,1,1,26,0,13,6.0,424.0,87.8,88.2,421,1.307,103.3,-1.93,70839,29071,4.1,0.2305345326378197,B
39,강원특별자치도 홍천군_2015,9,7,10,13,14,12,21,32,73,5,91,698,3070,1,2,2,30,0,15,11.9,840.0,74.9,70.2,474,1.479,104.3,-0.14,70336,27190,5.4,0.3203397827172921,B
40,강원특별자치도 횡성군_2015,11,8,5,9,16,12,15,24,37,0,95,304,1829,0,2,2,12,0,7,5.4,248.0,55.0,73.6,230,1.214,103.3,0.97,45777,17339,6.1,0.3224230587219117,B
41,강원특별자치도 영월군_2015,8,7,5,7,12,11,15,20,26,1,106,348,1529,1,1,1,12,0,6,9.7,390.0,72.6,80.6,166,1.092,106.0,0.02,40216,16022,6.3,0.254017359603204,B
42,강원특별자치도 평창군_2015,11,7,8,9,14,12,20,24,31,2,124,399,1873,0,0,0,15,0,9,4.4,190.0,67.9,79.5,208,1.12,104.3,-0.16,43500,17288,7.1,0.260274625062739,B
43,강원특별자치도 정선군_2015,10,7,8,7,15,11,20,20,29,0,109,379,1489,0,2,2,10,0,5,8.8,343.0,83.2,79.3,196,1.097,106.9,-0.63,39197,15474,7.0,0.2219611837705075,B
44,강원특별자치도 철원군_2015,10,9,12,12,15,15,25,30,56,1,96,354,2473,0,1,1,18,0,7,9.1,445.0,78.7,90.0,402,1.724,113.8,2.54,48799,18949,7.2,0.5890043719829263,C
45,강원특별자치도 화천군_2015,8,6,9,8,15,10,22,25,21,0,107,363,1154,0,0,0,7,0,4,1.9,50.0,66.5,66.2,267,1.926,128.1,-0.44,27020,11313,7.2,0.3570751970672426,B
46,강원특별자치도 양구군_2015,9,7,7,11,13,13,19,27,17,0,141,145,1220,0,3,3,6,0,5,8.2,197.0,83.5,79.8,228,1.748,116.0,0.77,24089,9239,5.7,0.5852383693967742,C
47,강원특별자치도 인제군_2015,9,7,7,10,14,12,21,25,30,0,108,479,1692,0,1,1,7,0,5,5.7,191.0,81.6,80.0,379,2.161,118.3,2.41,33255,12999,6.2,0.6393717566701675,C
48,강원특별자치도 고성군_2015,10,6,7,9,14,9,19,24,15,0,124,189,1024,0,0,0,8,0,5,0.3,8.0,86.0,83.6,148,1.264,113.5,-0.85,30060,12443,4.5,0.1875000995839813,B
49,강원특별자치도 양양군_2015,8,6,8,9,12,9,19,22,22,0,102,242,1033,0,0,0,6,0,5,1.1,30.0,61.5,87.0,134,1.224,103.3,-0.08,27479,11222,8.5,0.2030228604889806,B
50,경상남도 창원시_2015,13,15,15,13,22,23,30,30,1650,147,63,17247,58903,10,40,525,309,1,276,17.7,18956.0,96.2,98.2,9526,1.345,103.3,-0.43,1070064,396957,4.5,2.2368250666408382,D
51,경상남도 진주시_2015,12,14,14,14,19,22,29,33,706,61,43,3890,19709,3,10,177,104,1,83,14.7,5071.0,91.9,99.9,2687,1.29,98.0,1.24,344426,134844,4.0,1.2505832921398297,C
52,경상남도 통영시_2015,14,13,12,14,22,21,26,31,217,8,63,2209,7846,0,7,76,32,0,27,13.8,1919.0,82.2,98.7,1233,1.484,102.3,0.16,139168,54778,9.9,0.8814825132934564,C
53,경상남도 사천시_2015,11,13,13,9,16,20,26,26,193,9,46,1178,6372,0,6,44,28,0,29,25.0,2885.0,92.3,94.9,968,1.518,100.7,-0.89,115452,45234,5.7,0.4363687645105516,B
54,경상남도 김해시_2015,14,16,16,15,23,24,32,35,997,58,69,9646,36185,4,22,208,123,1,103,18.4,9754.0,95.5,97.4,5182,1.495,102.1,0.44,528865,192267,7.4,3.685819424678916,D
55,경상남도 밀양시_2015,11,11,11,11,17,18,26,23,147,10,47,1046,4374,1,7,48,24,1,24,21.9,2367.0,72.1,78.8,617,1.268,95.8,0.4,107896,43782,3.4,0.2880868739869541,B
56,경상남도 거제시_2015,14,15,14,17,21,22,29,36,395,25,72,5320,16556,3,6,100,60,0,49,9.1,2330.0,82.6,96.8,3533,1.911,112.2,3.38,255828,97255,8.6,4.179102596792757,D
57,경상남도 양산시_2015,13,15,15,14,22,23,30,33,390,20,77,5892,17996,3,2,137,63,1,56,22.0,6637.0,96.6,95.4,3079,1.504,101.3,3.17,301291,111134,7.4,2.4090986449213725,D
58,경상남도 의령군_2015,6,5,7,10,11,8,20,24,18,0,77,179,848,0,1,10,5,0,7,21.7,619.0,62.8,67.1,141,1.317,92.3,-2.25,28544,12392,6.4,0.0,A
59,경상남도 함안군_2015,11,11,12,11,18,17,24,25,71,0,69,1034,3543,0,3,23,11,0,12,16.3,1130.0,52.2,91.2,510,1.45,101.7,0.79,69156,27691,4.7,0.4414867582719849,B
60,경상남도 창녕군_2015,9,8,11,10,15,14,26,25,59,4,54,606,2214,0,2,26,12,0,14,32.8,2093.0,67.7,97.7,374,1.42,98.2,0.81,63817,26534,4.3,0.2541644678472324,B
61,경상남도 고성군_2015,6,8,7,12,13,13,18,26,64,2,57,326,2207,0,3,20,11,0,14,16.7,924.0,59.2,77.3,315,1.307,100.5,-0.84,55284,22765,3.5,0.107733702321091,A
62,경상남도 남해군_2015,11,8,7,10,16,13,18,23,44,0,62,257,1474,0,1,22,9,0,10,6.1,282.0,73.3,65.4,182,1.238,91.2,-1.46,45865,19940,6.9,0.0026085997831196,A
63,경상남도 하동군_2015,8,7,6,9,11,12,18,24,38,4,88,236,1698,0,2,20,9,0,8,11.4,575.0,66.5,53.8,240,1.341,97.4,2.18,50259,19500,5.4,0.3398246139288148,B
64,경상남도 산청군_2015,8,6,7,6,12,11,17,20,23,1,108,198,1142,0,0,12,5,0,12,1.0,37.0,66.1,45.6,234,1.888,95.7,0.8,36071,15186,4.7,0.197995749679711,B
65,경상남도 함양군_2015,11,9,9,10,16,13,22,25,38,2,85,407,1685,0,1,22,9,0,9,3.4,136.0,75.0,57.0,209,1.404,91.6,-0.7,40339,16841,5.3,0.1099164673348293,A
66,경상남도 거창군_2015,10,10,9,11,16,16,21,24,90,7,52,590,2916,0,3,24,15,0,15,10.4,660.0,81.0,74.6,338,1.234,94.2,0.12,63232,24917,6.1,0.3254871603731216,B
67,경상남도 합천군_2015,7,6,8,8,12,9,19,23,39,1,62,319,1407,0,3,17,10,0,14,16.3,801.0,57.2,47.4,169,0.98,91.0,-2.69,49145,20600,4.7,0.0,A
68,경상북도 포항시_2015,13,15,13,13,20,23,28,27,724,58,58,8519,26943,5,11,262,145,1,124,15.8,15.8,96.0,95.0,4604,1.475,102.4,0.07,519584,198722,6.8,1.3590305506258058,D
69,경상북도 경주시_2015,13,13,12,12,19,20,26,27,329,20,54,3236,12185,1,13,107,63,1,66,18.1,18.1,94.0,91.0,1743,1.294,100.3,-0.36,259773,107047,5.4,0.4797385942786771,B
70,경상북도 김천시_2015,13,11,6,12,18,18,17,28,105,19,82,1933,6007,2,0,51,30,0,23,16.0,16.0,89.3,86.0,1012,1.419,99.8,3.52,140132,54262,5.7,0.6257131218810944,C
71,경상북도 안동시_2015,13,12,11,12,19,20,25,28,200,27,58,2225,8117,3,4,78,43,1,39,30.3,30.3,93.2,91.0,1475,1.619,97.4,0.29,169221,68214,4.6,0.4438218622772092,B
72,경상북도 구미시_2015,13,16,14,14,20,25,30,33,719,58,70,9712,27484,3,8,203,105,1,88,8.7,8.7,99.8,99.0,4760,1.44,104.5,-0.17,419915,159782,8.8,5.847614630678478,D
73,경상북도 영주시_2015,14,13,10,13,19,21,23,28,160,18,43,1148,5156,0,4,55,26,1,26,19.1,19.1,90.3,88.0,654,1.357,98.7,-0.89,109735,43981,6.9,0.2391633257051284,B
74,경상북도 영천시_2015,12,10,7,11,17,18,19,25,83,7,70,763,3622,1,3,58,19,1,35,20.9,20.9,97.1,93.0,723,1.554,101.3,0.21,100648,41011,8.8,0.2377582938001661,B
75,경상북도 상주시_2015,12,9,6,5,18,16,18,21,104,10,54,1350,4133,2,1,45,22,0,21,11.2,11.2,79.2,74.0,564,1.391,95.8,-0.51,102374,41375,4.8,0.1533124034436744,A
76,경상북도 문경시_2015,12,10,10,7,20,17,24,27,76,9,62,865,3064,1,2,46,16,0,15,17.2,17.2,90.8,89.0,526,1.571,96.1,-0.17,75784,30056,5.1,0.2137969157883736,B
77,경상북도 경산시_2015,10,14,13,13,16,22,28,29,298,21,56,4346,12796,1,4,130,65,0,58,16.5,16.5,99.3,99.0,2477,1.457,101.3,1.29,256888,108004,4.8,1.2962890492808394,C
78,대구광역시 군위군_2015,10,6,5,9,12,10,14,24,6,0,201,110,504,0,1,9,3,0,5,4.1,100.0,92.0,72.0,97,1.239,0.0,0.0,24126,10176,8.0,0.1366645255270391,A
79,경상북도 의성군_2015,9,6,5,8,11,11,14,19,20,1,126,205,1323,0,3,16,9,0,9,22.0,22.0,95.2,76.0,249,1.505,95.2,-1.17,54477,23873,4.9,0.0136272368794747,A
80,경상북도 청송군_2015,10,7,3,5,16,12,10,18,16,1,76,208,743,0,1,9,5,0,9,13.4,13.4,77.3,68.0,137,1.548,97.9,-0.44,26384,11404,6.8,0.1283754729779099,A
81,경상북도 영양군_2015,9,6,4,7,11,11,13,18,8,0,128,123,571,0,1,1,3,0,3,2.8,2.8,90.9,90.0,90,1.517,96.8,-1.54,17898,7650,7.1,0.0,A
82,경상북도 영덕군_2015,10,8,6,10,11,14,17,23,30,0,77,174,1248,0,1,17,9,0,11,14.4,14.4,96.7,89.0,215,1.542,90.6,-0.88,39191,17051,4.3,0.0477614381763845,A
83,경상북도 청도군_2015,10,7,3,8,12,13,11,20,32,1,45,280,1156,0,4,21,9,0,13,34.5,34.5,87.6,71.0,175,1.081,95.7,-0.33,43724,18189,3.4,0.1078789443701482,A
84,경상북도 고령군_2015,9,9,6,8,13,14,15,20,23,0,83,248,1300,0,1,13,9,0,8,9.4,9.4,99.1,91.0,255,1.71,103.9,-1.12,34594,14023,5.5,0.0700694463124178,A
85,경상북도 성주군_2015,11,6,5,8,13,11,17,20,30,0,69,221,1234,0,2,19,9,0,10,18.4,18.4,81.9,73.0,319,1.674,105.1,0.34,45029,17453,6.4,0.1907526008582882,B
86,경상북도 칠곡군_2015,13,12,12,11,18,20,26,25,180,4,63,2049,7095,0,3,45,21,0,17,15.8,15.8,95.2,90.0,1361,1.583,107.4,0.69,122829,47393,10.6,1.5566164149400403,D
87,경상북도 예천군_2015,11,8,6,8,14,14,17,23,33,3,78,279,1456,0,1,15,10,0,10,13.1,13.1,91.8,78.0,252,1.544,96.1,-0.89,44674,18970,5.3,0.0289112535975964,A
88,경상북도 봉화군_2015,9,6,5,4,10,11,15,16,15,0,117,214,1070,0,1,7,4,0,7,8.1,8.1,70.9,63.0,193,1.623,98.5,-0.64,33808,13972,3.9,0.0990189921098213,A
89,경상북도 울진군_2015,13,9,9,11,15,15,22,24,53,3,81,351,2231,0,2,15,8,0,13,6.2,6.2,83.7,68.0,374,1.647,99.0,-0.4,51885,21767,5.6,0.1938912248930138,B
90,경상북도 울릉군_2015,11,7,4,11,14,12,12,24,3,0,404,104,305,0,0,1,1,0,1,6.2,6.2,92.3,86.0,55,1.164,115.2,-1.12,10153,4104,6.6,0.2279141704889121,B
91,광주광역시 동구_2015,12,11,11,14,19,19,23,32,193,119,29,803,3445,3,7,120,54,6,33,57.2,5655.0,99.2,100.0,679,1.072,99.9,-1.91,98784,44297,4.0,0.4064905747509779,B
92,광주광역시 서구_2015,11,15,15,14,18,22,30,32,731,87,43,4732,18413,5,18,224,137,17,81,20.6,6270.0,99.8,100.0,2233,1.03,96.7,-1.69,305028,118970,7.5,2.31007050794567,D
93,광주광역시 남구_2015,11,15,13,14,18,23,29,32,486,37,41,3609,12795,3,10,118,96,14,45,27.0,5974.0,98.7,100.0,1600,1.089,93.8,0.73,221318,83918,5.5,1.3522928600314068,D
94,광주광역시 북구_2015,11,14,13,15,18,21,28,34,823,124,46,6856,25016,5,23,245,167,31,83,22.2,9913.0,99.2,99.8,3841,1.235,98.9,-0.26,446316,178485,3.5,2.0037487375010583,D
95,광주광역시 광산구_2015,13,16,15,14,20,24,30,34,871,64,61,7741,32193,6,23,170,130,18,71,24.1,9659.0,96.7,99.5,4088,1.427,100.9,1.1,400753,147511,4.0,5.058368083251393,D
96,대구광역시 중구_2015,11,14,12,13,17,21,27,33,137,144,45,784,4283,3,9,217,108,1,71,46.3,3748.0,100.0,100.0,664,1.157,95.3,2.67,80928,33818,8.0,0.7427790291293993,C
97,대구광역시 동구_2015,11,14,12,13,19,22,26,33,331,26,70,5247,17021,1,9,209,95,0,105,11.4,3974.0,98.7,99.5,3082,1.322,99.3,0.53,349728,132054,5.3,0.9089624498250626,C
98,대구광역시 서구_2015,12,12,11,10,22,19,25,25,142,25,81,1398,7035,1,9,121,54,0,69,18.3,3780.0,100.0,100.0,1219,0.985,102.4,-2.17,206028,81930,4.8,0.6549635449903378,C
99,대구광역시 남구_2015,11,13,11,10,17,20,24,33,117,32,67,1601,5392,2,9,105,57,0,66,28.8,4627.0,100.0,100.0,1015,0.934,94.9,-1.54,160852,69988,3.7,0.5260261522404586,B
100,대구광역시 북구_2015,12,14,14,14,19,22,27,33,563,41,75,7820,25157,2,17,231,134,0,116,13.9,6150.0,99.7,99.98,3900,1.349,100.3,-0.28,443119,168265,5.6,2.0892042636036683,D
101,대구광역시 수성구_2015,11,16,14,15,19,24,28,35,889,45,48,6316,25671,1,19,308,163,1,193,7.9,3578.0,99.4,100.0,2603,1.013,95.7,-1.03,451786,158615,3.1,1.792096797170832,D
102,대구광역시 달서구_2015,13,14,14,13,22,22,28,33,830,53,70,9950,34231,2,33,338,189,0,177,13.5,8113.0,100.0,100.0,5049,1.26,99.0,-0.6,602641,224991,5.3,2.680683813542956,D
103,대구광역시 달성군_2015,12,13,12,13,20,20,26,32,257,7,69,3835,10793,0,6,94,41,0,43,12.1,2333.0,82.5,100.0,1906,1.535,104.4,4.4,192747,67912,4.2,2.003096156218731,D
104,대전광역시 동구_2015,12,14,13,14,19,21,28,31,194,34,93,2967,12563,1,1,147,69,1,82,13.0,3116.0,97.97,99.98,1997,1.258,102.4,-2.32,239579,101019,4.9,0.835404541449332,C
105,대전광역시 중구_2015,12,13,13,17,20,21,29,37,256,95,79,4026,14086,3,4,180,93,1,90,22.9,5873.0,99.43,99.98,1952,1.165,99.1,-1.86,256186,95581,3.7,0.9588376628197705,C
106,대전광역시 서구_2015,13,16,13,13,19,23,29,33,754,97,70,8180,28324,3,21,417,216,3,195,15.6,7673.0,99.7,99.87,4483,1.223,97.2,-1.05,490859,187892,5.2,3.2822403104425444,D
107,대전광역시 유성구_2015,14,15,13,14,20,23,29,34,480,39,89,7627,23742,1,3,172,90,0,91,11.6,3884.0,91.36,99.75,3820,1.463,101.7,2.45,335312,128450,5.2,6.013181861662981,D
108,대전광역시 대덕구_2015,12,12,13,12,19,20,27,28,247,14,73,3121,10749,2,4,113,47,0,46,15.2,2983.0,97.68,99.96,1522,1.216,103.4,-2.24,196839,75453,4.6,1.8517003283002496,D
109,부산광역시 중구_2015,9,14,13,12,19,20,27,28,33,25,269,152,1612,1,0,73,43,0,24,33.0,1510.0,100.0,100.0,257,0.925,96.5,-1.51,45816,21002,6.6,0.3010238156275302,B
110,부산광역시 서구_2015,13,13,13,12,24,20,28,28,103,5,80,1130,3994,4,2,56,34,1,40,42.8,4967.0,100.0,100.0,599,0.899,96.7,-1.74,115963,47239,7.8,0.3251638190002764,B
111,부산광역시 동구_2015,13,12,12,11,23,19,25,27,42,28,113,936,2812,3,6,78,40,1,51,33.8,3108.0,100.0,100.0,482,0.929,98.6,-2.64,92069,38426,5.8,0.1796704159146527,B
112,부산광역시 영도구_2015,12,12,11,11,20,18,26,25,80,1,91,1062,4455,2,0,74,28,0,34,12.1,1570.0,100.0,100.0,634,0.899,98.6,-2.03,129385,52899,3.6,0.2288098320561287,B
113,부산광역시 부산진구_2015,13,14,14,10,23,21,28,25,372,176,66,5524,16291,4,12,404,164,1,156,17.3,6586.0,100.0,100.0,3029,1.079,96.1,-1.47,381572,154407,4.2,0.915081082940735,C
114,부산광역시 동래구_2015,13,16,15,15,23,23,29,33,468,51,51,3956,12216,3,14,166,124,0,116,21.3,5811.0,100.0,100.0,1833,1.026,96.8,-1.12,272837,99415,7.7,1.1303816112128957,C
115,부산광역시 남구_2015,13,15,15,12,23,22,29,28,273,52,81,3258,12638,1,5,149,94,0,83,11.6,3271.0,100.0,100.0,1940,1.049,97.0,-1.26,283101,110388,4.5,0.83500406411167,C
116,부산광역시 북구_2015,12,14,13,14,23,21,27,32,357,39,78,4213,13956,1,9,154,86,0,71,14.8,4580.0,100.0,100.0,2397,1.209,99.0,1.15,310484,111540,4.4,1.879010368735781,D
117,부산광역시 해운대구_2015,12,15,15,15,22,22,29,34,602,35,67,5379,21695,2,11,284,156,1,122,14.5,6125.0,100.0,100.0,3022,1.081,94.8,-0.13,422818,154606,4.4,1.5295411797998826,D
118,부산광역시 사하구_2015,12,14,15,15,21,21,29,30,404,36,56,4617,15315,0,21,170,99,0,85,22.4,7554.0,100.0,100.0,2696,1.199,100.0,-1.62,337781,128500,5.0,1.1937342244505806,C
119,부산광역시 금정구_2015,12,14,15,12,23,21,28,28,348,47,53,2961,10212,1,9,132,88,2,80,22.1,5448.0,100.0,100.0,1540,1.009,96.7,-1.34,246026,99210,3.7,0.8612065514330272,C
120,부산광역시 강서구_2015,13,12,11,10,21,20,25,24,154,4,47,1752,4323,0,1,20,18,0,10,3.3,310.0,85.19,100.0,1365,1.982,107.6,17.77,94608,34086,8.4,2.258737379392752,D
121,부산광역시 연제구_2015,12,15,14,10,21,22,27,24,247,36,59,1636,9610,1,9,144,86,2,75,24.1,5083.0,100.0,100.0,1513,1.075,96.5,1.29,210718,78398,4.5,1.1171549262567364,C
122,부산광역시 수영구_2015,13,15,12,15,24,22,25,32,252,23,41,2127,6588,2,8,110,68,0,81,21.6,3886.0,100.0,100.0,1374,1.045,91.8,0.77,179795,70634,3.7,0.9125055853358393,C
123,부산광역시 사상구_2015,11,13,12,12,22,20,26,27,158,23,92,3417,9251,2,8,109,59,0,40,28.5,6779.0,100.0,100.0,2001,1.241,103.6,-2.07,237711,93008,3.5,1.3003119516320307,C
124,부산광역시 기장군_2015,14,16,15,14,22,24,28,33,183,9,85,3055,9315,1,5,71,37,1,33,13.5,2066.0,91.04,100.0,1963,1.771,98.0,5.83,153093,54557,15.2,1.7665661011602038,D
125,서울특별시 종로구_2015,13,12,12,14,20,21,26,32,97,164,88,1238,6084,4,2,167,164,1,129,21.5,3327.0,100.0,100.0,906,0.813,97.6,-0.92,154986,68429,9.4,0.9668910352245528,C
126,서울특별시 중구_2015,12,13,10,14,17,23,21,32,60,66,140,1204,5739,3,2,205,212,0,88,12.4,1557.0,100.0,100.0,950,0.946,99.4,-1.39,125733,55508,6.9,0.8436422732145479,C
127,서울특별시 용산구_2015,12,13,13,14,22,22,25,31,129,34,94,1753,8210,1,2,125,107,0,62,4.4,1032.0,100.0,100.0,1967,1.005,94.2,-0.8,233342,96385,7.1,1.0900241361912202,C
128,서울특별시 성동구_2015,13,13,13,13,22,22,26,29,240,35,85,2548,12641,1,5,181,121,0,84,6.0,1782.0,100.0,100.0,2753,1.095,98.8,0.39,297003,118900,6.6,1.7319638508895785,D
129,서울특별시 광진구_2015,13,15,14,15,23,23,29,33,389,57,67,3199,15760,2,3,261,153,0,118,6.9,2470.0,100.0,100.0,2951,0.903,96.4,-0.58,360369,155242,7.5,2.6143361725284127,D
130,서울특별시 동대문구_2015,12,15,13,11,20,23,26,25,297,52,70,3437,14916,5,13,235,155,1,174,17.0,6134.0,100.0,100.0,2687,0.96,100.5,-0.66,360153,153362,5.9,1.1615103722978248,C
131,서울특별시 중랑구_2015,12,14,14,13,21,22,28,28,282,15,96,3325,16472,2,12,222,139,0,104,7.9,3274.0,100.0,100.0,3368,1.051,99.6,-1.13,413909,160043,6.3,1.4625886858766284,D
132,서울특별시 성북구_2015,13,15,14,13,22,24,29,31,405,28,78,5440,23306,1,4,248,149,0,121,7.1,3273.0,100.0,100.0,3514,0.991,96.0,-1.34,459275,178717,6.8,1.342951990661072,D
133,서울특별시 강북구_2015,13,14,15,12,22,24,29,26,206,21,93,2103,11879,1,8,227,120,0,93,6.4,2121.0,100.0,100.0,2164,0.922,97.1,-1.18,330873,127462,6.1,0.8759298057550254,C
134,서울특별시 도봉구_2015,13,15,14,11,19,23,28,26,353,13,83,3035,17408,1,7,155,100,0,78,8.1,2832.0,100.0,100.0,2481,1.01,97.1,-0.69,351242,125952,8.8,1.2935657312685476,C
135,서울특별시 노원구_2015,13,15,15,13,20,23,29,31,734,46,72,7364,31048,3,6,334,189,2,157,6.2,3551.0,100.0,100.0,4462,1.096,95.0,-1.34,574583,206092,6.5,1.8403437722606857,D
136,서울특별시 은평구_2015,13,15,14,12,18,24,28,27,483,32,71,4600,23918,1,10,287,161,1,136,7.3,3622.0,100.0,100.0,3870,1.003,95.3,-0.13,497920,181725,4.5,1.3760664101490592,D
137,서울특별시 서대문구_2015,12,14,14,12,21,23,27,27,256,45,70,2571,13171,2,5,195,125,1,94,11.7,3641.0,100.0,100.0,2175,0.913,94.9,0.7,312141,125149,8.3,1.2590933178034118,C
138,서울특별시 마포구_2015,13,14,14,12,22,23,28,27,412,153,58,3132,17117,0,1,337,196,1,154,1.6,629.0,100.0,100.0,3626,0.986,92.7,0.64,387643,159636,5.5,2.104351660798661,D
139,서울특별시 양천구_2015,12,16,15,14,20,24,30,32,1002,29,46,5168,25237,2,5,267,180,3,149,6.1,2943.0,100.0,100.0,3526,1.034,98.1,-0.35,484532,166139,6.0,2.727172867188379,D
140,서울특별시 강서구_2015,12,15,13,11,20,23,26,25,673,33,58,5643,27960,3,16,325,194,1,161,5.7,3377.0,100.0,100.0,5812,1.129,95.6,0.68,589074,220598,4.2,2.246331843668901,D
141,서울특별시 구로구_2015,13,14,13,14,22,23,27,32,332,61,101,3568,19363,2,8,251,166,2,112,9.0,3784.0,100.0,100.0,4257,1.169,99.4,-0.55,422092,170651,5.4,1.6564135510025224,D
142,서울특별시 금천구_2015,13,13,12,12,18,22,25,27,175,34,84,1763,9610,1,7,135,100,1,71,8.2,1935.0,100.0,100.0,1885,1.086,104.3,-0.72,236284,103086,9.3,1.4214325993206336,D
143,서울특별시 영등포구_2015,12,13,14,12,22,22,28,28,308,139,93,4013,15078,7,11,303,220,3,142,15.3,5774.0,100.0,100.0,3611,1.085,100.2,-0.86,378504,162570,6.5,1.473837510611323,D
144,서울특별시 동작구_2015,13,15,14,13,20,25,28,29,355,90,77,3706,17474,2,5,243,166,1,136,7.4,2947.0,100.0,100.0,3643,1.012,96.2,-1.55,400641,166706,6.9,1.536514323979847,D
145,서울특별시 관악구_2015,13,14,13,11,21,23,27,25,361,85,78,4549,17747,2,8,301,197,0,151,4.8,2430.0,100.0,100.0,3960,0.833,102.1,-0.55,509663,238744,6.0,1.8711148488837823,D
146,서울특별시 서초구_2015,13,17,15,13,23,27,29,31,902,279,43,3097,22817,1,10,577,327,5,280,7.0,3149.0,100.0,100.0,4078,1.012,92.5,-0.67,446764,156703,8.2,2.73372228390025,D
