,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,출생아수,합계출산율,남녀성비,인구증가율,주민등록인구,가구수,일반공공행정예산비중,소멸위험지수,소멸위험등급
887,전북특별자치도 부안군_2018,6,6,6,7,11,11,16,19,3577,361,1,471,1956,1,5,26,15,0,17,17.8,968.0,71.0,99.9,215,1.06,98.7,-2.83,54441,22485,3.9,0.0,A
888,제주특별자치도 제주시_2018,12,15,13,13,24,23,27,30,803,44,60,4890,30597,5,4,337,164,0,132,9.1,4416.0,92.4,100.0,3745,1.264,100.8,1.91,485946,185775,9.35965740272117,1.411699003782926,D
889,제주특별자치도 서귀포시_2018,10,11,10,11,18,19,24,26,166,4,97,1207,9499,1,3,99,52,0,50,2.9,524.0,93.4,100.0,1036,1.081,102.5,2.08,181245,70383,3.940342597278829,0.6608179353276538,C
890,충청남도 천안시_2018,13,15,13,13,19,24,28,31,1136,81,61,11100,40495,4,20,334,189,3,169,14.3,9225.0,96.3,99.1,5213,1.105,103.8,2.42,646075,265301,6.4,2.9662867697010675,D
891,충청남도 공주시_2018,8,9,8,11,15,16,21,26,121,11,67,1249,4525,1,1,66,26,0,32,25.6,2751.0,72.1,96.2,513,1.068,100.7,-0.67,107581,45256,3.8,0.2189708034086116,B
892,충청남도 보령시_2018,8,9,9,11,16,15,22,25,120,8,68,1081,4740,1,1,54,21,0,31,9.7,990.0,76.0,98.0,455,1.028,102.3,-1.06,101990,42247,6.4,0.1649172848859549,B
893,충청남도 아산시_2018,11,16,12,13,18,23,26,29,382,21,91,5750,21973,1,9,139,81,1,60,11.0,3443.0,82.0,99.8,2693,1.268,106.8,0.79,312822,128075,7.5,1.524231878558515,D
894,충청남도 서산시_2018,10,14,10,11,15,21,25,28,212,21,77,2065,10195,2,0,77,47,0,35,5.9,1035.0,75.1,98.0,1341,1.467,106.4,1.62,174162,70402,7.7,0.6874272893230003,C
895,충청남도 논산시_2018,6,10,8,9,11,16,20,22,111,16,70,588,5817,1,1,80,31,0,37,27.2,3276.0,73.1,93.4,629,1.179,100.0,-1.5,120230,50262,7.5,0.1150172338192138,A
896,충청남도 계룡시_2018,11,16,13,12,18,23,28,27,49,5,118,750,3299,0,1,17,12,0,12,7.4,322.0,97.1,99.4,269,1.19,98.3,-0.54,43731,14971,6.9,2.504200457024904,D
897,충청남도 당진시_2018,9,13,10,11,17,21,24,28,189,15,72,1582,10316,1,4,79,45,0,32,7.1,1186.0,64.4,94.9,1380,1.494,111.4,0.42,167770,69395,8.0,0.5579852360272332,B
898,충청남도 금산군_2018,6,8,7,9,11,14,20,23,32,3,130,314,2314,0,1,34,14,0,16,13.6,726.0,78.0,92.2,211,1.087,101.7,-0.6,53222,23434,5.5,0.0580793503631378,A
899,충청남도 부여군_2018,6,6,7,10,12,11,19,23,46,4,99,524,2374,0,2,29,16,0,17,17.3,1179.0,59.7,92.6,210,0.909,98.1,-1.48,68078,28605,3.0,0.0309613857129862,A
900,충청남도 서천군_2018,4,7,7,8,9,12,21,21,49,5,63,245,1845,0,1,29,11,0,15,23.7,1276.0,53.7,95.4,205,1.178,97.5,-2.01,53922,23167,4.2,0.0,A
901,충청남도 청양군_2018,7,6,5,8,12,10,14,20,18,2,116,263,987,0,1,10,6,0,6,8.8,284.0,51.8,92.7,110,1.055,101.5,-1.54,32296,13683,9.5,0.0258029638772046,A
902,충청남도 홍성군_2018,9,12,10,10,15,19,24,23,115,11,85,1458,5732,1,0,47,26,1,22,16.4,1653.0,71.1,98.7,627,1.258,98.8,-0.38,101082,42564,6.3,0.2876267570743423,B
903,충청남도 예산군_2018,7,8,9,10,13,13,21,21,68,9,71,650,3048,1,1,41,21,0,23,6.9,553.0,56.3,92.4,256,0.87,100.6,-0.25,80083,33392,9.8,0.1766377101553807,B
904,충청남도 태안군_2018,5,8,8,8,11,13,20,21,98,3,46,372,2492,0,1,29,14,0,13,8.8,558.0,58.0,87.6,268,1.105,102.2,-1.07,63238,26874,4.8,0.0700291476611035,A
905,충청북도 청주시_2018,12,15,12,13,17,22,27,29,1293,120,64,10066,49823,7,22,480,247,5,224,12.8,10725.0,93.1,97.1,6429,1.163,101.4,0.4,837749,331273,6.9,1.675349874315326,D
906,충청북도 충주시_2018,10,12,11,10,15,18,25,24,261,30,60,2219,10445,2,3,244,1,1,45,13.1,2764.0,92.1,92.0,1155,1.088,101.9,1.17,210504,90559,5.7,0.6066612797407085,C
907,충청북도 제천시_2018,10,11,9,12,15,18,22,27,168,20,67,1750,6399,2,1,78,36,2,34,17.1,2313.0,93.2,94.0,755,1.188,100.3,-0.73,135386,56921,6.4,0.375709618307554,B
908,충청북도 보은군_2018,7,5,6,7,10,9,18,26,24,1,80,240,1142,0,2,16,6,0,7,21.4,720.0,71.0,52.3,178,1.585,99.9,-1.01,33680,14243,5.8,0.0503127792171712,A
